Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author full names,Author(s) ID,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID,Item type,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Series
,Gulati H.; Huang C.-T.,Self-Sovereign Dynamic Digital Identities based on Blockchain Technology,2019.0,Scopus,,,,,,,10.1109/SoutheastCon42311.2019.9020518,,,2019-April,,,,,,,,,"With the advancement of electronic and cardless payment technologies and the growth in identity thefts and frauds, it is important for merchants and vendors to be able to perform a retrospective verification on a previous transaction at any later time. However, some of the user's identity credentials used as the basis of trust on these payment technologies may be changing over time, which could largely complicate or confuse the retrospective verifications. In this paper, we propose a self-sovereign dynamic digital identity scheme to address the above problem. We introduce the management and use of dynamic digital identity, which is created using the blockchain technology. The proposed scheme makes use of a combination of biometric traits and other identity attributes that could vary or evolve over time. Since the proposed dynamic identity allows tracing back to a previous version of the identity of the same individual via the blockchain, it can be used to retrospectively verify a previous transaction associated with a previous version of the identity. © 2019 IEEE.",,,"Gulati, Himani (57215927250); Huang, Chin-Tser (8154036900)",57215927250; 8154036900,Conference Proceedings - IEEE SOUTHEASTCON,9020518,,,,6.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082396489&doi=10.1109%2fSoutheastCon42311.2019.9020518&partnerID=40&md5=6c0a78c4c5ca86781e055875ddda5703,blockchain; digital identity; dynamic identity,Electronic document identification systems; Biometric traits; Digital identity; Dynamic identities; Identity theft; Blockchain,Conference paper,Final,,2-s2.0-85082396489,,,,,,,,,,,
,Bhattacharya M.P.; Zavarsky P.; Butakov S.,Enhancing the security and privacy of self-sovereign identities on hyperledger indy blockchain,2020.0,Scopus,,,,,,,10.1109/ISNCC49221.2020.9297357,,,,,,,,,,,,"Self-sovereign identities provide user autonomy and immutability to individual identities and full control to their identity owners. The immutability and control are possible by implementing identities in a decentralized manner on blockchains that are specially designed for identity operations such as Hyperledger Indy. As with any type of identity, self-sovereign identities too deal with Personally Identifiable Information (PII) of the identity holders and comes with the usual risks of privacy and security. This study examined certain scenarios of personal data disclosure via credential exchanges between such identities and risks of man-in-the-middle attacks in the blockchain based identity system Hyperledger Indy. On the basis of the findings, the paper proposes the following enhancements: 1) A novel attribute sensitivity score model for self-sovereign identity agents to ascertain the sensitivity of attributes shared in credential exchanges 2) A method of mitigating man-in-the-middle attacks between peer self-sovereign identities and 3) A novel quantitative model for determining a credential issuer's reputation based on the number of issued credentials in a window period, which is then utilized to calculate an overall confidence level score for the issuer. © 2020 IEEE.",,,"Bhattacharya, Manas Pratim (57221599831); Zavarsky, Pavol (6602713259); Butakov, Sergey (25931992100)",57221599831; 6602713259; 25931992100,"2020 International Symposium on Networks, Computers and Communications, ISNCC 2020",9297357,,,,15.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099584479&doi=10.1109%2fISNCC49221.2020.9297357&partnerID=40&md5=0392557d8ab992fa87748e75f24f67e6,Attribute sensitivity; Blockchain; Confidence level; Credential exchange; Data disclosure; Hyperledger Indy; Man-in-the-middle attack; Reputation; Self-sovereign identity,Computer networks; Network security; Privacy by design; Risk perception; Confidence levels; Man in the middle attacks; Personally identifiable information; Privacy and security; Quantitative modeling; Security and privacy; User autonomy; Window period; Blockchain,Conference paper,Final,,2-s2.0-85099584479,,,,,,,,,,,
,Lemieux V.; Voskobojnikov A.; Kang M.,Addressing audit and accountability issues in self-sovereign identity blockchain systems using archival science principles,2021.0,Scopus,,,,,,,10.1109/COMPSAC51774.2021.00167,,,,,,,,,,,,"Self-sovereign identity (SSI) systems are novel blockchain-based solutions that are said to shift the control of data records from organizations to individuals. Contrary to conventional blockchains, such as Bitcoin or Ethereum, many SSI systems do not capture on ledger the exchange of transactional data between individuals. By not capturing the exchange of transaction data such SSI systems have the advantage of complying with privacy regulations such as the EU’s General Data Protection Regulations, but, at the same time, have the disadvantage of not capturing evidence that an exchange has happened. Such evidence, however, may be needed for audit and accountability purposes. To achieve these objectives and to preserve privacy, we leverage archival principles to introduce a novel concept of a proof registry, which we define as a set of technical components, data structures, and process flows, that assures that authoritative records offering evidence of transactions is captured, stored, and accessible. This solution solves the compliance and accountability problem while preserving the self-sovereignty and privacy of involved parties. © 2021 IEEE.",,,"Lemieux, Victoria (36182946400); Voskobojnikov, Artemij (57218449071); Kang, Meng (57221288020)",36182946400; 57218449071; 57221288020,"Proceedings - 2021 IEEE 45th Annual Computers, Software, and Applications Conference, COMPSAC 2021",,1210.0,1216.0,6.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115861569&doi=10.1109%2fCOMPSAC51774.2021.00167&partnerID=40&md5=582476ea0980e59981e83d273c885ede,,Application programs; Privacy by design; General data protection regulations; Novel concept; Privacy regulation; Process flows; Transaction data; Transactional data; Blockchain,Conference paper,Final,,2-s2.0-85115861569,,,,,,,,,,,
,Srinivas V.; Jha A.K.; Ganesh G.; Nitish V.; Jadon S.,Decentralized User Identity Management using Blockchain,2023.0,Scopus,,,,,,,10.1109/ViTECoN58111.2023.10157380,,,,,,,,,,,,"When it comes to identity, there have been issues with security, privacy and usability for a long time. With the growth of the internet and tremendous amounts of data, the need to shift to a more apt system becomes apparent. These concerns lead to the question of our identity online and this is where Identity Management Systems(IdMs) come in. A lot of studies focus on the benefits of IdMs on the blockchain, these include but are not limited to traceability, transparency, security, and scalability. Identity management is a long and tedious process as of now, in this study different existing solutions have been reviewed, and solutions dealing with decentralized IdMs and provide an implementation of a stable, secure, and scalable Decentralized Identity Management system. © 2023 IEEE.",,,"Srinivas, V. (58600535300); Jha, Aniruddha Krishna (58502157000); Ganesh, G. (58192816700); Nitish, V. (58502298000); Jadon, Shruti (57216973126)",58600535300; 58502157000; 58192816700; 58502298000; 57216973126,"ViTECoN 2023 - 2nd IEEE International Conference on Vision Towards Emerging Trends in Communication and Networking Technologies, Proceedings",,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165545792&doi=10.1109%2fViTECoN58111.2023.10157380&partnerID=40&md5=0ddf8b544242bcd3b4ffafb746baefe1,Blockchain; Decentralized IdMs; Digital Identities; Self-Sovereign Identity; Single sign-on; Zero-knowledge proofs,Authentication; Online systems; Block-chain; Decentralised; Decentralized identity management system; Digital identity; Identity management; Identity management systems; Self-sovereign identity; Single sign on; Single signs-on; Zero-knowledge proofs; Blockchain,Conference paper,Final,,2-s2.0-85165545792,,,,,,,,,,,
,Terzi S.; Savvaidis C.; Votis K.; Tzovaras D.; Stamelos I.,Securing Emission Data of Smart Vehicles with Blockchain and Self-Sovereign Identities,2020.0,Scopus,,,,,,,10.1109/Blockchain50366.2020.00067,,,,,,,,,,,,"Modern Internet of Things (IoT) networks including vehicle networks face an increased demand for security and access control with respect to privacy for sensitive data. Data manipulation and tampering of emissions values due to the economic incentives and environmental and health issues require a tamper-proof solution with the use of blockchain (BC) where the integrity of data is ensured. In this paper, we propose the integration of a public permissioned Self-Sovereign Identities (SSI) framework with a permissioned consortium BC based architecture. This innovatively supports the decentralization of the authentication and authorization processes to overcome the single point of failure problems and the use of SSI to assign identities to IoT devices. Additionally, it gives full control to the holders for their identities, whether they are humans, organizations or smart vehicles. With the practice of advanced zero-knowledge proof (ZKP) cryptographic techniques, the exposure of sensitive and private information is minimized to the absolute necessary and gains in performance and scalability are achieved. Furthermore, the way this ecosystem of technologies is combined guarantees a trusted environment for enabling and automating vehicles' emissions certification according to emissions standards and regulations. Detailed descriptions of the processes required to integrate Hyperledger Indy (HLI) SSIs to authenticate and authorize entities on a Hyperledger Fabric (HLF) network are being quoted.  © 2020 IEEE.",,,"Terzi, Sofia (57204185098); Savvaidis, Charalampos (57221465944); Votis, Konstantinos (12788889700); Tzovaras, Dimitrios (13105681700); Stamelos, Ioannis (6604041235)",57204185098; 57221465944; 12788889700; 13105681700; 6604041235,"Proceedings - 2020 IEEE International Conference on Blockchain, Blockchain 2020",9284757,462.0,469.0,7.0,21.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099200972&doi=10.1109%2fBlockchain50366.2020.00067&partnerID=40&md5=9874be9b150c9940569230264f9a2b02,blockchain; emissions; Self-Sovereign Identities; smart vehicles; zero-knowledge proofs,Authentication; Blockchain; Data privacy; Vehicles; Authentication and authorization; Cryptographic techniques; Data manipulations; Economic incentive; Internet of Things (IOT); Performance and scalabilities; Private information; Zero knowledge proof; Internet of things,Conference paper,Final,,2-s2.0-85099200972,,,,,,,,,,,
,Ghosh B.C.; Ramakrishna V.; Govindarajan C.; Behl D.; Karunamoorthy D.; Abebe E.; Chakraborty S.,Decentralized cross-network identity management for blockchain interoperation,2021.0,Scopus,,,,,,,10.1109/ICBC51069.2021.9461064,,,,,,,,,,,,"Interoperation for data sharing between permissioned blockchain networks relies on networks' abilities to independently authenticate requests and validate proofs accompanying the data; these typically contain digital signatures. This requires counterparty networks to know the identities and certification chains of each other's members, establishing a common trust basis rooted in identity. But permissioned networks are ad hoc consortia of existing organizations, whose network affiliations may not be well-known or well-established even though their individual identities are. In this paper, we describe an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing. Networks wishing to interoperate can associate with one or more distributed identity registries that maintain credentials on shared ledgers managed by groups of reputed identity providers. A network's participants possess self-sovereign decentralized identities (DIDs) on these registries and can obtain privacy-preserving verifiable membership credentials. During interoperation, networks can securely and dynamically discover each others' latest membership lists and members' credentials. We implement a solution based on Hyperledger Indy and Aries, and demonstrate its viability and usefulness by linking a trade finance network with a trade logistics network, both built on Hyperledger Fabric. We also analyze the extensibility, security, and trustworthiness of our system.  © 2021 IEEE.",,,"Ghosh, Bishakh Chandra (57189243362); Ramakrishna, Venkatraman (7004433076); Govindarajan, Chander (57189233715); Behl, Dushyant (57215281847); Karunamoorthy, Dileban (40461678400); Abebe, Ermyas (36704374200); Chakraborty, Sandip (54396851400)",57189243362; 7004433076; 57189233715; 57215281847; 40461678400; 36704374200; 54396851400,"IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2021",,,,,9.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114495118&doi=10.1109%2fICBC51069.2021.9461064&partnerID=40&md5=75a4619b6f818a23779f8b8992976b08,Blockchain; Decentralized Identity; Distributed Ledgers; Interoperability; Security,Blockchain; Chromium compounds; Cryptocurrency; Data Sharing; Network architecture; Network security; Privacy by design; Cross networks; Distributed identity management; Identity management; Identity providers; Interoperations; Logistics network; Privacy preserving; Information management,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85114495118,,,,,,,,,,,
,Ahmed K.A.M.; Saraya S.F.; Wanis J.F.; Ali-Eldin A.M.T.,A Self-Sovereign Identity Architecture Based on Blockchain and the Utilization of Customer's Banking Cards : The Case of Bank Scam Calls Prevention,2020.0,Scopus,,,,,,,10.1109/ICCES51560.2020.9334648,,,,,,,,,,,,"The need to use a wide variety of online services is rising every day in today's digital age. In order to authenticate and authorize users to access services, identity management is essential. To solve several problems such as fragment identity repositories, aim for identity theft and data breaches and identity correlation, the evolution of identity models across siloes, centralized and presently self-sovereign identity based on distributed ledger is emerging. Self-sovereign identity returns the power to the proprietor of the identity and puts the user at the core of the model. In this paper, we propose a framework to identify scam bank service calls and avoid possible loss of personal accounts. Our framework is based on Hyperledger Indy, a public and permissioned Distributed Ledger Technology. The proposed framework strengthens the Know Your Customer process and enhances the trust of third party agencies delegated by banks to deliver many financial items. © 2020 IEEE.",,,"Ahmed, Khaled A. M. (57221975818); Saraya, Sabry F. (6505937169); Wanis, John F. (57202044574); Ali-Eldin, Amr M. T. (15057710700)",57221975818; 6505937169; 57202044574; 15057710700,Proceedings of ICCES 2020 - 2020 15th International Conference on Computer Engineering and Systems,9334648,,,,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100837576&doi=10.1109%2fICCES51560.2020.9334648&partnerID=40&md5=1148677544ee48d7318f8a52499b2efe,Blockchain; Digital Identity; Hyperledger Indy; know your customer.; Self-sovereign Identity,Authentication; Access service; Architecture-based; Identity management; Identity models; Identity theft; Identity-based; On-line service; Third parties; Blockchain,Conference paper,Final,,2-s2.0-85100837576,,,,,,,,,,,
,He S.; Sun T.; Tang Q.; Wu C.; Lipka N.; Wigington C.; Jain R.,Secure and Efficient Agreement Signing Atop Blockchain and Decentralized Identity,2022.0,Scopus,,,,,,,10.1007/978-981-19-8043-5_1,,,1679 CCIS,,,,,,,,,"In recent years, we have witnessed an exorbitant growth of online interactions, especially during the pandemic of COVID-19, which requires diversified digital agreements in different application scenarios. In essence, multi-party agreement signing (MPAS) can be reckoned as a special case of the multi-party fair exchange (MPFE) for signatures over a digital agreement. However, such general MPAS protocols have not seen wide adoptions in practice, possibly due to the lack of incentives to maintain the signing platform. Practically, monetary-incentivized enterprises exist to act as a trusted third party (TTP) and provide signing services. However, such an agreement signing flow still suffers from certain limitations in terms of insecure and inefficient operations. To this end, we propose a secure and efficient framework for multi-party agreement signing based on decentralized identity, blockchain and decentralized storage network (DSN). The framework consists of two subsystems where the identity subsystem contains an extensible three-tier user identity model atop decentralized identity, and the agreement signing subsystem, empowered by the identity subsystem, DSN and several novel designs, achieves security and efficiency design goals. For the convenience of explanation, we suppose that a centralized signing service provider (SSP) is properly involved, i.e., sensitive information is still protected against the SSP, and acts as a TTP to ensure the crucial properties such as fairness and coordinate the signing activities. Our design is also compatible with other methods, e.g., ensuring fairness via blockchain, which removes the single point of failure of SSP. We prototype the framework and the performance evaluation shows effectiveness and efficiency. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",,,"He, Songlin (57205445718); Sun, Tong (57219699023); Tang, Qiang (57192808992); Wu, Chase (8594551300); Lipka, Nedim (25927367600); Wigington, Curtis (57200298411); Jain, Rajiv (55449841600)",57205445718; 57219699023; 57192808992; 8594551300; 25927367600; 57200298411; 55449841600,Communications in Computer and Information Science,,3.0,17.0,14.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145258099&doi=10.1007%2f978-981-19-8043-5_1&partnerID=40&md5=0e27576ce8bbda3195db0fb9a12dea2a,Agreement signing; Blockchain; Decentralized identity; Decentralized storage networks; Self-sovereign identity,Efficiency; Network security; Agreement signing; Block-chain; Decentralised; Decentralized identity; Decentralized storage network; Self-sovereign identity; Service provider; Storage networks; Trusted third parties; Blockchain,Conference paper,Final,,2-s2.0-85145258099,,,,,,,,,,,
,Bhattacharjee P.; Prakash C.; Gairola S.; Lala S.S.; Mukherjee P.,DigiBlock: Digital Self-sovereign Identity on Distributed Ledger based on Blockchain,2022.0,Scopus,,,,,,,10.1109/ASSIC55218.2022.10088367,,,,,,,,,,,,"With the rise of the digital era, the massive shift towards everything being digital is evident. People have a plethora of digital data points to denote them in digital world. Digital personal data points, also known as Digital Identity, contains Personally Identifiable Information (PII) which is private to every individual. Managing the cycle of private, high security data from its creation till verification is a massive undertaking. As there are instances where personal data are breached, centralized servers fail to respond, attacks compromise the entire system, it becomes difficult to rely on such systems. Blockchain is a propitious technology that is immutable, decentralized, tamper-proof, highly secure and easy to use. This paper proposes to use Blockchain and leverage its advantages to establish a self-sovereign digital identity management system, collision resistant encrypted document, which ensures the integrity of document issued. It presents DigiBlock as a powerful solution to the current scenario with a robust role based permission system leveraging Distributed Ledger Technology (DLT), which provides advantage over centralized system with its exceptional sovereignty, storage-control, cost-free, security, privacy, transparency and portability features.  © 2022 IEEE.",,,"Bhattacharjee, Pinaki (58209853500); Prakash, Chandra (58402920800); Gairola, Sakshi (58210142900); Lala, Sai Shradha (58209853600); Mukherjee, Pratyusa (57203919106)",58209853500; 58402920800; 58210142900; 58209853600; 57203919106,"ASSIC 2022 - Proceedings: International Conference on Advancements in Smart, Secure and Intelligent Computing",,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154590117&doi=10.1109%2fASSIC55218.2022.10088367&partnerID=40&md5=3f30748506ee23f3a993a244be70ea69,Authentication; Blockchain Technology; Distributed Ledger Technology; Identity Management; Security; Self-sovereign Identity,Blockchain; Data privacy; Digital storage; Distributed ledger; Electronic document identification systems; Block-chain; Blockchain technology; Datapoints; Digital datas; Digital era; Digital world; Distributed ledg technology; Identity management; Security; Self-sovereign identity; Authentication,Conference paper,Final,,2-s2.0-85154590117,,,,,,,,,,,
,Bai Y.; Lei H.; Li S.; Gao H.; Li J.; Li L.,Decentralized and Self-Sovereign Identity in the Era of Blockchain: A Survey,2022.0,Scopus,,,,,,,10.1109/Blockchain55522.2022.00077,,,,,,,,,,,,"With the emergence of concepts such as Metaverse and Web 3.0, digital identity plays a very important role as one of its infrastructures. The traditional digital identity model is no longer suitable for the requirements of the digital economy to some extent at this stage. The traditional centralized identity management system has many drawbacks. For example, the owner of the digital identity does not actually control his own identity, and there is a risk of easy disclosure and theft of identity information. Blockchain technology has the characteristics of decentralization, tamper-proof, traceability, etc., which can effectively solve the problems of centralized digital identity. After analyzing and summarizing the evolution trend of digital identity from centralization to decentralization, this paper focuses on the Self-Sovereign Identity (SSI) based on blockchain. Based on the analysis and comparison of various SSI implementation schemes, the development difficulties of blockchain digital identity are summarized and the future development direction is pointed out.  © 2022 IEEE.",,,"Bai, Yirui (57821271200); Lei, Hong (57220189358); Li, Suozai (57821271100); Gao, Haoyu (57222371287); Li, Jun (57216663839); Li, Leixiao (57205754335)",57821271200; 57220189358; 57821271100; 57222371287; 57216663839; 57205754335,"Proceedings - 2022 IEEE International Conference on Blockchain, Blockchain 2022",,500.0,507.0,7.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139981564&doi=10.1109%2fBlockchain55522.2022.00077&partnerID=40&md5=24137077537c6438e86076468a63ab2c,blockchain; decentralization; digital identity; self-sovereign identity,Authentication; Electronic document identification systems; Block-chain; Centralised; Decentralisation; Decentralised; Digital economy; Digital identity; Identity models; Metaverses; Self-sovereign identity; Web 3.0; Blockchain,Conference paper,Final,,2-s2.0-85139981564,,,,,,,,,,,
,Bandara E.; Liang X.; Foytik P.; Shetty S.,Blockchain and Self-Sovereign Identity Empowered Cyber Threat Information Sharing Platform,2021.0,Scopus,,,,,,,10.1109/SMARTCOMP52413.2021.00057,,,,,,,,,,,,"Cyber threat information (CTI) sharing involves processes of the collection, analysis and sharing of cyber threat information among multiple organizations. CTI is highly sensitive and inadvertent access can harm an organisation's reputation. Moreover, CTI sharing may also inadvertently advertise a vulnerability that may be present in the organisation's infrastructure. Therefore, preserving the privacy and anonymity of the CTI participants is critical. This paper proposes ""Siddhi"", a blockchain and Self-Sovereign Identity(SSI) enabled CTI platform that will realize traceability, anonymization and data provenance in a scalable fashion. Siddhi is equipped with SSI-enabled mobile wallet to ensure anonymous reporting of threat information and supports TAXII and STIX standards for exchanging the threat information between participants in the blockchain network. © 2021 IEEE.",,,"Bandara, Eranga (57207573380); Liang, Xueping (57195358870); Foytik, Peter (55923281600); Shetty, Sachin (8970891400)",57207573380; 57195358870; 55923281600; 8970891400,"Proceedings - 2021 IEEE International Conference on Smart Computing, SMARTCOMP 2021",,258.0,263.0,5.0,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117589996&doi=10.1109%2fSMARTCOMP52413.2021.00057&partnerID=40&md5=69784deabd824ba0a1c233f833cf5298,Blockchain; Cloud Computing; Cyber Thread Information Sharing; Self-Sovereign Identity,Information analysis; Information dissemination; Anonymization; Block-chain; Cloud-computing; Cybe thread information sharing; Cyber threats; Information platform; Information sharing; Information sharing platforms; Multiple organizations; Self-sovereign identity; Blockchain,Conference paper,Final,,2-s2.0-85117589996,,,,,,,,,,,
,Li J.; He Q.; Liang R.; Jiang B.,Smart Tourism Identity Authentication Service Based on BlockChain and Decentralized Identifier,2021.0,Scopus,,,,,,,10.1007/978-981-16-7993-3_42,,,1490 CCIS,,,,,,,,,"Smart tourism has carried the hope of the tourism industry from the very beginning, and has provided new solutions for the improvement of efficiency, humanization of services and scientific management. However, as the continuous development of smart tourism industry, various types of dishonest even illegal behavior have gradually emerged. Due to the absence of an effective identity authentication mechanism for the travel services provider, there are illegal travel agencies, unqualified part-time tour guides, etc., thereby harming the rights and interests of tourist. Considering the above problems, this paper proposes a smart tourism identity authentication service based on blockchain and Decentralized Identifier (DID). The service requester can verify the attributes of the DID, and then check the certificate. By exploiting the collaborative management of on-chain and off-chain data, the entire process of smart tourism service identity authentication is safe, reliable and traceable. In order to alleviate the storage pressure of blockchain, the InterPlanetary File System (IPFS) is introduced to store DID document and Verifiable Credential certificate. The simulation experiments demonstrated that the proposed identity authentication system is both available and effective. The purpose of this paper is to help customers improve their identification ability, and promote the comprehensive and sustainable development of smart tourism. © 2021, Springer Nature Singapore Pte Ltd.",,,"Li, Jianing (57386500800); He, Qian (36172266900); Liang, Rengang (57220188934); Jiang, Bingcheng (57214684464)",57386500800; 36172266900; 57220188934; 57214684464,Communications in Computer and Information Science,,545.0,558.0,13.0,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121771845&doi=10.1007%2f978-981-16-7993-3_42&partnerID=40&md5=37b6659cb892468b9cd934b4351ffd59,Blockchain; DID; Identity authentication; IPFS; Smart tourism,Authentication; Crime; Digital storage; Authentication services; Block-chain; Decentralised; Decentralized identifier; Filesystem; Identity authentication; Interplanetary file system; Service-based; Smart tourism; Tourism industry; Blockchain,Conference paper,Final,,2-s2.0-85121771845,,,,,,,,,,,
,Ferdous M.S.; Chowdhury F.; Alassafi M.O.,In Search of Self-Sovereign Identity Leveraging Blockchain Technology,2019.0,Scopus,,,,,,,10.1109/ACCESS.2019.2931173,,,7,,,,,,,,,"In recent times, with the advent of blockchain technology, there is an optimism surrounding the concept of self-sovereign identity which is regarded to have an influential effect on how we interact with each other over the Internet in future. There are a few works in the literature which examine different aspects of self-sovereign identity. Unfortunately, the existing works are not methodological and comprehensive at all. Moreover, there exist different notions of what the term self-sovereign identity means. To exploit its full potential, it is essential to ensure a common understanding in a formal way. This paper aims to achieve this goal by providing the first-ever formal and rigorous treatment of the concept of self-sovereign identity using a mathematical model. This paper examines the properties that a self-sovereign identity should have and explores the impact of self-sovereign identity over the laws of identity. It also highlights the essential life-cycles of an identity management system and inter-relates how the notion of self-sovereign identity can be applied in these life-cycles. In addition, the paper illustrates several envisioned flows involving a self-sovereign identity leveraging blockchain technology covering different aspects of an identity management system. All in all, this paper presents the first formal and comprehensive step toward an academic investigation of self-sovereign identity. © 2013 IEEE.",,,"Ferdous, Md Sadek (22034567100); Chowdhury, Farida (55490091600); Alassafi, Madini O. (57191962760)",22034567100; 55490091600; 57191962760,IEEE Access,8776589,103059.0,103079.0,20.0,112.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078548959&doi=10.1109%2fACCESS.2019.2931173&partnerID=40&md5=855d722d3da0ed563f72cb4c564323ef,blockchain; Identity; identity management system; self-sovereign identity,Authentication; Life cycle; Identity management systems; Influential effects; Blockchain,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85078548959,,,,,,,,,,,
,Chen Y.; Liu C.; Wang Y.; Wang Y.,A Self-Sovereign Decentralized Identity Platform Based on Blockchain,2021.0,Scopus,,,,,,,10.1109/ISCC53001.2021.9631518,,,2021-September,,,,,,,,,"Traditional accounts and passwords mechanism usually needs to register multiple accounts for adopting different scenarios, which makes it difficult to manage passwords and handle privacy leakage issues. On the other hand, users have no real control over their identities under centralized trusted authorities or insecure third-party operators. In this paper, we propose a self-sovereign decentralized identity platform called SSIChain. SSIChain uses distributed infrastructure blockchain to replace authorities and third-party operators. In the proposed platform, the DID and a credential represent an user's digital identity. We define DID chaincode and credential protocol to cover the full lifecycle of a user's digital identity. We build a complete consortium blockchain and application environment, and implement a prototype as an App for Android-based phones. Moreover, we detect that SSIChain only takes at most 2.1 seconds for authentication with high TPS, which can meet users' demands for identity management well.  © 2021 IEEE.",,,"Chen, Ya (57224516366); Liu, Chao (56938528500); Wang, Yu (58611168300); Wang, Yazhe (56286445400)",57224516366; 56938528500; 58611168300; 56286445400,Proceedings - IEEE Symposium on Computers and Communications,,,,,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123203904&doi=10.1109%2fISCC53001.2021.9631518&partnerID=40&md5=04ab084e841ad0a0ddd702465b3aa51e,blockchain; credential; DID; self-sovereign identity,Authentication; Electronic document identification systems; Life cycle; Block-chain; Centralised; Credential; Decentralised; DID; Digital identity; Privacy leakages; Self-sovereign identity; Third parties; Trusted authorities; Blockchain,Conference paper,Final,,2-s2.0-85123203904,,,,,,,,,,,
,Maldonado-Ruiz D.; Torres J.; El Madhoun N.,3BI-ECC: A Decentralized Identity Framework Based on Blockchain Technology and Elliptic Curve Cryptography,2020.0,Scopus,,,,,,,10.1109/BRAINS49436.2020.9223300,,,,,,,,,,,,"Most of the authentication protocols assume the existence of a Trusted Third Party (TTP) in the form of a Certificate Authority or as an authentication server. The main objective of this research is to present an autonomous solution where users could store their credentials, without depending on TTPs. For this, the use of an autonomous network is imperative, where users could use their uniqueness in order to identify themselves. We propose the framework 'Three Blockchains Identity Management with Elliptic Curve Cryptography (3BI-ECC)'. Our proposed framework is a decentralize identity management system where users' identities are self-generated. © 2020 IEEE.",,,"Maldonado-Ruiz, Daniel (57215272789); Torres, Jenny (12240687000); El Madhoun, Nour (56764394800)",57215272789; 12240687000; 56764394800,"2020 2nd Conference on Blockchain Research and Applications for Innovative Networks and Services, BRAINS 2020",9223300,45.0,46.0,1.0,9.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095603273&doi=10.1109%2fBRAINS49436.2020.9223300&partnerID=40&md5=53b26fff2fec4ce60da89f156fb2d73f,blockchain; cybersecurity; elliptic curves cryptography; self-generated certificates; self-generated identity,Authentication; Geometry; Public key cryptography; Authentication protocols; Authentication servers; Autonomous networks; Certificate authority; Elliptic curve cryptography; Identity management; Identity management systems; Trusted third parties; Blockchain,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85095603273,,,,,,,,,,,
,De Salve A.; Di Francesco Maesa D.; Federico F.; Mori P.; Ricci L.,AlgoID: A Blockchain Reliant Self-Sovereign Identity Framework on Algorand,2023.0,Scopus,,,,,,,10.1109/ISCC58397.2023.10218198,,,2023-July,,,,,,,,,"The Self-Sovereign Identity (SSI) is a novel paradigm aimed at giving back users sovereignty over their digital identities. Adopting the SSI approach prevents users to have a distinct identity for each service they use, instead, use a unique decentralised identity for all the services they need to access. However, to really benefit from the SSI advantages, an actual decentralised implementation is needed to fit the specific requirements and limits of decentralised architectures, such as blockchain. To this aim, this paper proposes Algorand Identity (AlgoID), a new SSI framework for the Algorand blockchain which differs from the already existing one, because it is fully blockchain based, i.e., it exploits Algorand itself for the storage of the data identity and as the registry location. The proposed framework has been completely implemented and validated through experiments, showing that the time required to execute the framework operations is acceptably low in realistic use cases. © 2023 IEEE.",,,"De Salve, Andrea (57193351024); Di Francesco Maesa, Damiano (57193156981); Federico, Fabio (58613615300); Mori, Paolo (15127782100); Ricci, Laura (7007055633)",57193351024; 57193156981; 58613615300; 15127782100; 7007055633,Proceedings - IEEE Symposium on Computers and Communications,,1162.0,1168.0,6.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171979238&doi=10.1109%2fISCC58397.2023.10218198&partnerID=40&md5=366cfa125b46ab74502a9b102f02b987,Algorand; Blockchain; Digital Identity; Self Sovereign Identity; Smart Contract,Blockchain; Digital storage; Electronic document identification systems; Algorand; Block-chain; Decentralised; Decentralized architecture; Digital identity; Self sovereign identity; Smart contract,Conference paper,Final,,2-s2.0-85171979238,,,,,,,,,,,
