Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author full names,Author(s) ID,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID,Item type,Journal,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Series
,Upadhyay S.; Kumar M.; Kumar A.; Karnati R.; Mahommad G.B.; Althubiti S.A.; Alenezi F.; Polat K.,Feature Extraction Approach for Speaker Verification to Support Healthcare System Using Blockchain Security for Data Privacy,2022.0,Scopus,,,,,,,10.1155/2022/8717263,,,2022,,,,,,,,,"Speech is one form of biometric that combines both physiological and behavioral features. It is beneficial for remote-access transactions over telecommunication networks. Presently, this task is the most challenging one for researchers. People's mental status in the form of emotions is quite complex, and its complexity depends upon internal behavior. Emotion and facial behavior are essential characteristics through which human internal thought can be predicted. Speech is one of the mechanisms through which human's various internal reflections can be expected and extracted by focusing on the vocal track, the flow of voice, voice frequency, etc. Human voice specimens of different ages can be emotions that can be predicted through a deep learning approach using feature removal behavior prediction that will help build a step intelligent healthcare system strong and provide data to various doctors of medical institutes and hospitals to understand the physiological behavior of humans. Healthcare is a clinical area with data concentrated where many details are accessed, generated, and circulated periodically. Healthcare systems with many existing approaches like tracing and tracking continuously disclose the system's constraints in controlling patient data privacy and security. In the healthcare system, majority of the work involves swapping or using decisively confidential and personal data. A key issue is the modeling of approaches that guarantee the value of health-related data while protecting privacy and observing high behavioral standards. This will encourage large-scale perception, especially as healthcare information collection is expected to continue far off this current ongoing pandemic. So, the research section is looking for a privacy-preserving, secure, and sustainable system by using a technology called Blockchain. Data related to healthcare and distribution among institutions is a very challenging task. Storage of facts in the centralized form is a targeted choice for cyber hackers and initiates an accordant sight of patients' facts which will cause a problem in sharing information over a network. So, this research paper's approach based on Blockchain for sharing sufferer data in a secured manner is presented. Finally, the proposed model for extracting optimum value in error rate and accuracy was analyzed using different feature removal approaches to determine which feature removal performs better with different voice specimen variations. The proposed method increases the rate of correct evidence collection and minimizes the loss and authentication issues and using feature extraction based on text validation increases the sustainability of the healthcare system.  © 2022 Shrikant Upadhyay et al.",,,"Upadhyay, Shrikant (57194182904); Kumar, Mohit (57714023100); Kumar, Ashwani (57209569726); Karnati, Ramesh (55842450100); Mahommad, Gouse Baig (57705954600); Althubiti, Sara A. (57204564821); Alenezi, Fayadh (57204779064); Polat, Kemal (8945093900)",57194182904; 57714023100; 57209569726; 55842450100; 57705954600; 57204564821; 57204779064; 8945093900,Computational and Mathematical Methods in Medicine,8717263,,,,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135500426&doi=10.1155%2f2022%2f8717263&partnerID=40&md5=9e37cb3c1c42a2ab218af64b2b48312f,,Blockchain; Computer Communication Networks; Computer Security; Confidentiality; Delivery of Health Care; Humans; Privacy; Blockchain; Complex networks; Data mining; Deep learning; Digital storage; Feature extraction; Health care; Hospital data processing; Network security; Physiology; Privacy-preserving techniques; Sensitive data; Speech recognition; Behavioral features; Block-chain; Essential characteristic; Facial behaviours; Features extraction; Healthcare systems; Physiological features; Remote access; Speaker verification; Telecommunications networks; accuracy; Article; blockchain; data extraction; data privacy; feature extraction; health care; health care system; human; information security; signal processing; simulation; computer network; computer security; confidentiality; health care delivery; privacy; Personal computing,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85135500426,,,,,,,,,,,,
,Younis M.; Lalouani W.; Lasla N.; Emokpae L.; Abdallah M.,Blockchain-Enabled and Data-Driven Smart Healthcare Solution for Secure and Privacy-Preserving Data Access,2022.0,Scopus,,,,,,,10.1109/JSYST.2021.3092519,,,16,3,,,,,,,,"The major advances in body-mounted sensors and wireless technologies have been revolutionizing the healthcare industry, where patient's conditions can be remotely monitored by medical staff. Such a model is gaining broad support due to its economic and social advantages. However, the wealth of sensor measurements pose major technical challenges on where to store the collected data, how to ensure its integrity, who control access permissions, and how to enable secure interaction between patients and medical facilities and professionals. This article aspires to provide a holistic solution based on blockchain technology. Our solution puts the patient in charge for granting and revoking access permissions and makes it easy for healthcare organizations and providers to meet privacy regulations. The sensor data are to reside on cloud storage, while access control and session logs are maintained on blockchain. In addition, a novel data-driven authentication and secure communication protocol is proposed to mitigate the risk of fraud and identity theft. In order to enforce such a protocol, all interactions between the cloud and patients and healthcare providers are regulated through smart contracts. The security properties of our solution are analyzed using AVISPA; it is also shown to be computationally efficient.  © 2007-2012 IEEE.",,,"Younis, Mohamed (7005564685); Lalouani, Wassila (56405620100); Lasla, Noureddine (24468439900); Emokpae, Lloyd (36930294300); Abdallah, Mohamed (36190422500)",7005564685; 56405620100; 24468439900; 36930294300; 36190422500,IEEE Systems Journal,,3746.0,3757.0,11.0,8.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110834318&doi=10.1109%2fJSYST.2021.3092519&partnerID=40&md5=4c1997fbc29bc8b980d73bae1af69a35,Authentication; blockchain; data-driven secure communication; key management; smart healthcare,Access control; Blockchain; Crime; Health care; Privacy by design; Body mounted sensors; Computationally efficient; Health care providers; Healthcare industry; Healthcare organizations; Secure interactions; Technical challenges; Wireless technologies; Digital storage,Article,Final,All Open Access; Green Open Access,2-s2.0-85110834318,,,,,,,,,,,,
,Xihua Z.; Goyal S.B.; Tesfayohanis M.; Verma C.,Blockchain-Based Privacy-Preserving Approach Using SVML for Encrypted Smart City Data in the Era of IR 4.0,2022.0,Scopus,,,,,,,10.1155/2022/7463513,,,2022,,,,,,,,,"The collection of amounts of useful data from various IoT devices through machine learning (ML) techniques has been extensively applied in lots of areas of the smart city. To improve the efficiency of machine learning, people realize efficient data classification by supporting the ML model, namely, the support vector machine (SVM) model, which is used in the realization of linear classification. However, data security and data protection are not addressed in SVM classifier training from multiple entity-labeled IoT data. In the existing solution, they depend on the implicit hypothesis that learning data can be dependable collected from complex data providers, which is often not the reality. To solve the question between the above problems, in this article, we put forward a secure support vector machine - a secure SECURE SVM training scheme for protecting the privacy on encrypted IoT data based on blockchain. Firstly, a secure and dependable data encryption sharing platform is established among complex data providers by using blockchain technology, which is recorded in a distributed ledger. Secondly, the homomorphic cryptosystem is used to design secure components, and the secure polynomial multiplication is improved to design a secure SVM training algorithm, which only needs two interactions in one iteration and does not need a trusted third party. Finally, the experimental results display that the plan ensures the confidentiality of sensitive data of each data provider and the confidentiality and validity of SVM model parameters of data analysts.  © 2022 Zhang Xihua et al.",,,"Xihua, Zhang (57564445800); Goyal, S.B. (57221110119); Tesfayohanis, Miretab (57810508800); Verma, Chaman (57201620719)",57564445800; 57221110119; 57810508800; 57201620719,Journal of Nanomaterials,7463513,,,,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135690227&doi=10.1155%2f2022%2f7463513&partnerID=40&md5=c4fc8220a19aaff82567407b79b22352,,Classification (of information); Distributed ledger; Internet of things; Privacy-preserving techniques; Sensitive data; Smart city; Support vector machines; Block-chain; Complex data; Data classification; Machine learning models; Machine learning techniques; Machine trainings; Machine-learning; Privacy preserving; Support vector machine models; Support vectors machine; Blockchain,Article,Final,All Open Access; Gold Open Access,2-s2.0-85135690227,,,,,,,,,,,,
,Yi Y.,Application of Blockchain Technology Based on Privacy Data Protection in RMB Internationalization Path,2022.0,Scopus,,,,,,,10.1155/2022/1904593,,,2022,,,,,,,,,"With the integration of industrial Internet of Things technology and traditional industries, industrial Internet of Things has profoundly changed the production mode, organization mode, and business model of traditional industries. While people are enjoying the convenience brought by the Internet, their concerns about personal privacy are gradually increasing. Maintaining the value stability of RMB payment means and the security and efficiency of RMB settlement system are the key measures to promote the internationalization of RMB. Aiming at the problem of data insecurity and untrustworthiness in traditional information systems, this paper proposes a data protection technology for information systems based on blockchain. In the hierarchical authority information system, multichain structure is adopted to divide the authority of nodes in each layer, so that only the nodes with corresponding authority can access and operate data. Private digital currency, which is based on blockchain technology and represented by payment token and stable currency, helps to improve the defects of the agent banking model but increases additional market risks and trust risks. Blockchain technology adopts special networking technology and consensus mechanism. Therefore, in blockchain privacy protection, the focus of blockchain privacy protection is identity information and transaction information.  © 2022 Yang Yi.",,,"Yi, Yang (57897573500)",57897573500,Mobile Information Systems,1904593,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138392181&doi=10.1155%2f2022%2f1904593&partnerID=40&md5=835e8e9bf7460cc22c24123edd49346a,,Data privacy; Information systems; Information use; Internet of things; Block-chain; Business models; Internationalisation; Internet of things technologies; Personal privacy; Privacy protection; Production modes; Technology industry; Technology-based; Traditional industry; Blockchain,Article,Final,All Open Access; Gold Open Access,2-s2.0-85138392181,,,,,,,,,,,,
,Lian Z.; Zeng Q.; Su C.,Privacy-preserving Blockchain-based Global Data Sharing for Federated Learning with Non-IID Data,2022.0,Scopus,,,,,,,10.1109/ICDCSW56584.2022.00044,,,,,,,,,,,,"Federated learning is a popular privacy-enhanced distributed machine learning method that solves the problem of local data privacy by gathering the training results (such as model weights, gradients, etc.) instead of the raw data to generate a global model. But a practical problem it faces is the non-independent and identical distribution of data, which means the local data of each participant is highly inconsistent, both in terms of quantity and distribution. Moreover, there is a lack of research related to the efficiency and privacy issues in the pre-training process. Therefore, in this paper, we propose a novel solution that utilizes blockchain technology to realize small-scale global data sharing to assist the training progress. Simulation experiments verify that our method not only guarantees data security but also greatly improves performance in terms of training speed and accuracy. © 2022 IEEE.",,,"Lian, Zhuotao (57272073300); Zeng, Qingkui (57215815612); Su, Chunhua (56185824400)",57272073300; 57215815612; 56185824400,"Proceedings - 2022 IEEE 42nd International Conference on Distributed Computing Systems Workshops, ICDCSW 2022",,193.0,198.0,5.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143835139&doi=10.1109%2fICDCSW56584.2022.00044&partnerID=40&md5=763cc0775f7f2cb467de167bacdba13e,blockchain; data sharing; Federated learning; non-lID data; privacy-preserving,Data Sharing; Learning systems; Privacy-preserving techniques; Block-chain; Data Sharing; Distributed machine learning; Federated learning; Global data; IID data; Local data; Machine learning methods; Non-lID data; Privacy preserving; Blockchain,Conference paper,Final,,2-s2.0-85143835139,,,,,,,,,,,,
,Fotouhi A.; Okegbile S.D.; Cai J.,Trust-enhanced blockchain-enabled framework for secure and privacy-preserving data sharing systems,2022.0,Scopus,,,,,,,10.1109/FNWF55208.2022.00125,,,,,,,,,,,,"As the era of big data continues to evolve, the importance of effective data management and sharing frameworks continues to emerge. While data sharing can play a crucial role in the big data evolution, privacy and security concerns are among the confronting challenges. With the advent of blockchain, many health and financial entities continue to attract blockchain technology due to its tamper-proof and decentralized framework. In this paper, we propose a secure and privacy-preserving data sharing framework by introducing a trust-enhanced proof of authority consensus scheme with the ability to take into consideration users' trust and protection factors. We then provide an implementation of the proposed scheme to demonstrate its ability to ensure safe data sharing process. We showed that the proposed trust-enhanced proof of authority consensus-enabled data sharing framework can facilitate effective data sharing processes among multiple data owners and data requesters in real practical implementations.  © 2022 IEEE.",,,"Fotouhi, Arian (58145521900); Okegbile, Samuel D. (57193410205); Cai, Jun (57193322474)",58145521900; 57193410205; 57193322474,"Proceedings - 2022 IEEE Future Networks World Forum, FNWF 2022",,682.0,687.0,5.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150266902&doi=10.1109%2fFNWF55208.2022.00125&partnerID=40&md5=4632a19aab11fd73c63e7a5293ac4c7f,Big Data; Blockchain; Data sharing; Internet of Things; Privacy Preserving,Blockchain; Data Sharing; Information management; Internet of things; Privacy-preserving techniques; Block-chain; Consensus schemes; Data evolution; Data Sharing; Data sharing systems; Decentralised; Multiple data; Privacy and security; Privacy preserving; Tamperproof; Big data,Conference paper,Final,,2-s2.0-85150266902,,,,,,,,,,,,
,Zhu L.; Song S.; Peng S.; Wang W.; Hu S.; Lan W.,The Blockchain and Homomorphic Encryption Data Sharing Method in Privacy-Preserving Computing,2022.0,Scopus,,,,,,,10.1109/BCD54882.2022.9900530,,,,,,,,,,,,"As globalization takes place, multiple data resources need to be integrated, and the degree of information flow between regions determines the degree of integration development between regions. Data sharing is even more sensitive when it comes to national and individual interests and is a matter of national security and national interest. Although Privacy-Preserving Computing achieves privacy protection for input data in the process of multi-party collaborative computing. However, the original data, computing process, and results face verification problems. As a result, sharing data on the blockchain will leak private information. To ensure the security of personal privacy information and recording in monitoring systems, This paper studies the use of homomorphic encryption for the secure transfer of blockchain data. Using our solution, the problem of data leakage in data sharing can be addressed by assuming that the data cannot be tampered with. This method has high transmission accuracy and a short transmission time, which effectively prevents data tampering caused by long transmission times. © 2022 IEEE.",,,"Zhu, Linkai (57224120847); Song, Shiyang (57870259000); Peng, Sheng (57226270072); Wang, Wennan (57216922971); Hu, Shanwen (57870259200); Lan, Wusong (57955442700)",57224120847; 57870259000; 57226270072; 57216922971; 57870259200; 57955442700,"Proceedings - 2022 IEEE/ACIS 7th International Conference on Big Data, Cloud Computing, and Data Science, BCD 2022",,84.0,87.0,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141343669&doi=10.1109%2fBCD54882.2022.9900530&partnerID=40&md5=40e6a0864ff917393c87463e03517db3,Blockchain; Homomorphic Encryption; Privacy-Preserving; Traceability,Data Sharing; National security; Privacy-preserving techniques; Sensitive data; Block-chain; Data resources; Data Sharing; Globalisation; Ho-momorphic encryptions; Homomorphic-encryptions; Multiple data; Privacy preserving; Traceability; Transmission time; Blockchain,Conference paper,Final,,2-s2.0-85141343669,,,,,,,,,,,,
,Kumar A.; Singh A.K.; Ahmad I.; Kumar Singh P.; Anushree; Verma P.K.; Alissa K.A.; Bajaj M.; Ur Rehman A.; Tag-Eldin E.,A Novel Decentralized Blockchain Architecture for the Preservation of Privacy and Data Security against Cyberattacks in Healthcare,2022.0,Scopus,,,,,,,10.3390/s22155921,,,22,15,,,,,,,,"Nowadays, in a world full of uncertainties and the threat of digital and cyber-attacks, blockchain technology is one of the major critical developments playing a vital role in the creative professional world. Along with energy, finance, governance, etc., the healthcare sector is one of the most prominent areas where blockchain technology is being used. We all are aware that data constitute our wealth and our currency; vulnerability and security become even more significant and a vital point of concern for healthcare. Recent cyberattacks have raised the questions of planning, requirement, and implementation to develop more cyber-secure models. This paper is based on a blockchain that classifies network participants into clusters and preserves a single copy of the blockchain for every cluster. The paper introduces a novel blockchain mechanism for secure healthcare sector data management, which reduces the communicational and computational overhead costs compared to the existing bitcoin network and the lightweight blockchain architecture. The paper also discusses how the proposed design can be utilized to address the recognized threats. The experimental results show that, as the number of nodes rises, the suggested architecture speeds up ledger updates by 63% and reduces network traffic by 10 times. © 2022 by the authors.",,,"Kumar, Ajitesh (57211912851); Singh, Akhilesh Kumar (57926722400); Ahmad, Ijaz (57209158791); Kumar Singh, Pradeep (57204659288); Anushree (57673109100); Verma, Pawan Kumar (57200504854); Alissa, Khalid A. (56964424600); Bajaj, Mohit (57189048184); Ur Rehman, Ateeq (57210246601); Tag-Eldin, Elsayed (57457398700)",57211912851; 57926722400; 57209158791; 57204659288; 57673109100; 57200504854; 56964424600; 57189048184; 57210246601; 57457398700,Sensors,5921,,,,22.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136342627&doi=10.3390%2fs22155921&partnerID=40&md5=b62e0984275ab8485aa39f8dd493f094,blockchain; cyber security; cyberattack; healthcare,Blockchain; Computer Security; Delivery of Health Care; Humans; Privacy; Technology; Cybersecurity; Distributed ledger; Health care; Information management; Network architecture; Network security; Block-chain; Creative professionals; Cyber security; Cyber-attacks; Decentralised; Energy finances; Healthcare; Healthcare sectors; Secure modeling; Uncertainty; computer security; health care delivery; human; privacy; procedures; technology; Blockchain,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85136342627,,,,,,,,,,,,
,Cao Y.; Wei W.; Zhou J.,Privacy protection data mining algorithm in blockchain based on decision tree classification,2022.0,Scopus,,,,,,,10.3233/WEB-210485,,,20,2,,,,,,,,"Aiming at the problems of low mining accuracy and high privacy protection data noise in privacy protection data mining methods in blockchain, a privacy protection data mining algorithm in blockchain based on decision tree classification is proposed. Extract the privacy protection data in the blockchain, calculate and update the distance between the data in the data set to be denoised, and denoise the updated data. Finally, starting from the root of the decision tree, calculate the information gain value of this part of privacy protection data, determine the attribute probability of privacy protection data, and complete the in-depth mining of privacy protection data in the blockchain through the calculation of decision leaf density value. The experimental results show that the mining accuracy of the proposed algorithm is always more than 90%, and the data noise is stable below 0.6 dB.  © 2022-IOS Press. All rights reserved.",,,"Cao, Yu (57207378594); Wei, Wei (57211828119); Zhou, Jin (57210994148)",57207378594; 57211828119; 57210994148,Web Intelligence,,103.0,112.0,9.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133707423&doi=10.3233%2fWEB-210485&partnerID=40&md5=26dfd91ee8af24fa1f7ce3113f1d0e8b,attribute probability; blockchain; Decision tree classification; privacy protection data,Classification (of information); Data mining; Data privacy; Decision trees; Attribute probability; Block-chain; Data mining algorithm; Data mining methods; Data noise; Data set; De-Noise; Decision tree classification; Privacy protection; Privacy protection data; Blockchain,Article,Final,,2-s2.0-85133707423,,,,,,,,,,,,
,Liu L.; Liu X.; Wan J.,Design of Updating Encryption Algorithm for Privacy Big Data Based on Consortium Blockchain Technology,2022.0,Scopus,,,,,,,10.1155/2022/7138173,,,2022,,,,,,,,,"The existing privacy big data encryption algorithm cannot achieve real-time update of big data and repeat more big data, resulting in low attack resistance and more malicious attack data. An updating encryption algorithm for privacy big data based on consortium blockchain technology is proposed in this paper. The redundancy of privacy big data is obtained, the deduplication technology is designed on this basis, and the big data preprocessing is completed. The source coding sequence of privacy big data is obtained, the security of network route query and identity is verified, and the update and extraction of user data access authority are realized. The data structure of encrypted block is generated by using consortium blockchain technology and updating homomorphic encryption technology to realize the updating encryption algorithm of privacy big data. Experimental results show that the proposed algorithm improves the ability of resisting attacks and the amount of malicious data intercepted. The encryption complexity is lower, the time consumption is shorter, and the error of privacy large data encryption is smaller.  © 2022 Lei Liu et al.",,,"Liu, Lei (57193830156); Liu, Xue (57942730800); Wan, Jiahua (39763249700)",57193830156; 57942730800; 39763249700,Journal of Mathematics,7138173,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140575043&doi=10.1155%2f2022%2f7138173&partnerID=40&md5=272108f130c66f4c14320acaa81d741f,,,Article,Final,All Open Access; Gold Open Access,2-s2.0-85140575043,,,,,,,,,,,,
,Zhu X.; Xing C.; Li W.; Hao Y.,Evaluation Method of Blockchain Privacy Protection for Full Life Cycle of Transaction Data; [交易数据全生命周期区块链隐私保护评估方法],2022.0,Scopus,,,,,,,10.3969/j.issn.0255-8297.2022.04.002,,,40,4,,,,,,,,"This paper proposes an evaluation method of blockchain privacy protection for full life cycle of transaction data in view of the differences between blockchain and traditional information systems, analyzes blockchain privacy leakage risk and privacy protection methods from aspects of transaction data that are release, consensus, storage, and application to establish a blockchain privacy protection evaluation index system; conduct relative importance decision-making for index, and weight calculation using a dynamic index weight assignment method combining analytic hierarchy process and pairwise comparison; combine three dimensions of privacy protection strength, transaction data usability and privacy protection technical performance to calculate blockchain privacy protection related capability score. The analysis shows that the method enables a comprehensive evaluation of the level of blockchain privacy protection. © 2022 Press of Shanghai Scientific and Technical Publishers. All rights reserved.",,,"Zhu, Xuguang (57891793600); Xing, Chunxiao (55625403700); Li, Wenqing (57890213600); Hao, Yingting (57890434300)",57891793600; 55625403700; 57890213600; 57890434300,Yingyong Kexue Xuebao/Journal of Applied Sciences,,555.0,566.0,11.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138081963&doi=10.3969%2fj.issn.0255-8297.2022.04.002&partnerID=40&md5=71b5a89e7cddac2e0f8d4b47a069adcc,analytic hierarchy process; blockchain privacy; privacy leakage risk analysis; privacy protection evaluation,,Article,Final,,2-s2.0-85138081963,,,,,,,,,,,,
,Garcia R.D.; Sankar Ramachandran G.; Jurdak R.; Ueyama J.,A Blockchain-based Data Governance with Privacy and Provenance: A case study for e-Prescription,2022.0,Scopus,,,,,,,10.1109/ICBC54727.2022.9805545,,,,,,,,,,,,"Real-world applications in healthcare and supply chain domains produce, exchange, and share data in a multi-stakeholder environment. Data owners want to control their data and privacy in such settings. On the other hand, data consumers demand methods to understand when, how, and who produced the data. These requirements necessitate data governance frameworks that guarantee data provenance, privacy protection, and consent management. We introduce a decentralized data governance framework based on blockchain technology and proxy re-encryption to let data owners control and track their data through privacy-enhancing and consent management mechanisms. Besides, our framework allows the data consumers to understand data lineage through a blockchain-based provenance mechanism. We have used Digital e-prescription as the use case since it has multiple stakeholders and sensitive data while enabling the medical fraternity to manage patients' prescription data, involving patients as data owners, doctors, and pharmacists as data consumers. Our proof-of-concept implementation and evaluation results based on CosmWasm and pyUmbral PRE show that the proposed decentralized system guarantees transparency, privacy, and trust with minimal overhead.  © 2022 IEEE.",,,"Garcia, Rodrigo Dutra (57226193841); Sankar Ramachandran, Gowri (55600680300); Jurdak, Raja (23097482900); Ueyama, Jo (6701846104)",57226193841; 55600680300; 23097482900; 6701846104,"IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2022",,,,,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134051905&doi=10.1109%2fICBC54727.2022.9805545&partnerID=40&md5=31cd62343e612adff44c0a7d5d0712e4,Blockchain; Data Governance; Decentralized; E-prescription; Privacy; Proxy Re-encryption; Smart Contracts,Blockchain; Cryptography; Sensitive data; Supply chains; Block-chain; Case-studies; Consent managements; Data governances; Decentralised; E-prescription; Multi-stakeholder; Privacy; Proxy re encryptions; Real-world; Smart contract,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85134051905,,,,,,,,,,,,
,Chen C.; Yang J.; Tsaur W.-J.; Weng W.; Wu C.; Wei X.,Enterprise Data Sharing with Privacy-Preserved Based on Hyperledger Fabric Blockchain in IIOT’s Application,2022.0,Scopus,,,,,,,10.3390/s22031146,,,22,3,,,,,,,,"Internet of Things (IoT) technology is now widely used in energy, healthcare, services, transportation, and other fields. With the increase in industrial equipment (e.g., smart mobile terminals, sensors, and other embedded devices) in the Internet of Things and the advent of Industry 4.0, there has been an explosion of data generated that is characterized by a high volume but small size. How to manage and protect sensitive private data in data sharing has become an urgent issue for enterprises. Traditional data sharing and storage relies on trusted third-party platforms or distributed cloud storage, but these approaches run the risk of single-node failure, and third parties and cloud storage providers can be vulnerable to attacks that can lead to data theft. To solve these problems, this paper proposes a Hyperledger Fabric blockchain-based secure data transfer scheme for enterprises in the Industrial Internet of Things (IIOT). We store raw data in the IIoT in the Inter-Planetary File System (IPFS) network after encryption and store the Keyword-index table we designed in Hyperledger Fabric blockchain, and enterprises share the data by querying the Keyword-index table. We use Fabric’s channel mechanism combined with our designed Chaincode to achieve privacy protection and efficient data transmission while using the Elliptic Curve Digital Signature Algorithm (ECDSA) to ensure data integrity. Finally, we performed security analysis and experiments on the proposed scheme, and the results show that overall the data transfer performance in the IPFS network is generally better than the traditional network, In the case of transferring 5 MB file size data, the transmission speed and latency of IPFS are 19.23 mb/s and 0.26 s, respectively, and the IPFS network is almost 4 times faster than the TCP/IP network while taking only a quarter of the time, which is more advantageous when transferring small files, such as data in the IIOT. In addition, our scheme outperforms the blockchain systems mainly used today in terms of both throughput, latency, and system overhead. The average throughput of our solution can reach 110 tps (transactions are executed per second), and the minimum throughput in experimental tests can reach 101 tps. © 2022 by the authors.",,,"Chen, Chinling (57214694244); Yang, Jiaxin (57435527000); Tsaur, Woei-Jiunn (35581292900); Weng, Wei (36640955900); Wu, Chihming (55763321800); Wei, Xiaojun (57435391600)",57214694244; 57435527000; 35581292900; 36640955900; 55763321800; 57435391600,Sensors,1146,,,,23.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123872454&doi=10.3390%2fs22031146&partnerID=40&md5=5b35034e37f378407bb45e95ab532dde,Chaincode; Data security sharing; Hyperledger Fabric blockchain; Industrial Internet of Things (IIoT); IPFS; Privacy-preserved,Cryptography; Data privacy; Data transfer; Digital storage; Distributed ledger; Electronic document identification systems; Internet of things; Block-chain; Chain codes; Data security sharing; Data Sharing; Filesystem; Hyperledg fabric blockchain; Industrial internet of thing; Inter-planetary file system; Privacy-preserved; Systems networks; article; blockchain; cloud computing; data integrity; encryption; experimental test; information security; internet of things; privacy; theft; velocity; Blockchain,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85123872454,,,,,,,,,,,,
,Xu L.; Lin M.; Feng Y.; Sun Y.,BPDST: Blockchain-Based Privacy-Preserving Data Sharing on Thin Client for Electronic Medical Records,2022.0,Scopus,,,,,,,10.20532/CIT.2021.1005412,,,29,4,,,,,,,,"Sharing medical data can improve the quality of medical services and reduce costs. However, the current Electronic Medical Records (EMRs) are scattered and easily tampered with, which is not conducive to the sharing of EMRs and is not compatible with thin clients. Fortunately, blockchain technology is tamper-proof, decentralized, auditable, and meets the above requirements. To solve these problems, we first propose Blockchain-Based Privacy-Preserving Data Sharing on Thin-Client for Electronic Medical Records (BPDST) approach that combines the k-anonymity and cloud storage, which thin clients can run like a full-node user and safeguard user's EMRs privacy concurrently. Using this approach, patients can control their own EMRs, while the consortium blockchain is responsible for the transaction process and sending the correct results to the patients. BPDST can also share information without leaking or tampering with EMRs' privacy, achieving the purpose of sharing medical data and privacy protection. In the medical field, this study can effectively protect users' privacy when sharing medical data to provide convenience for users and break the ""island"" phenomenon among various medical institutions. Security analysis and extensive experiments show that BPDST is secure and practical for sharing EMRs © 2022, Journal of Computing and Information Technology.All Rights Reserved.",,,"Xu, Lu (58082449900); Lin, Mengchen (58081752300); Feng, Yong (56389874000); Sun, Yani (57713455500)",58082449900; 58081752300; 56389874000; 57713455500,Journal of Computing and Information Technology,,235.0,250.0,15.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147016762&doi=10.20532%2fCIT.2021.1005412&partnerID=40&md5=9c202107fee61bed822b1049ff8e4f63,Consortium blockchain; Emrs; Privacy-protecting; Thin-client,Cloud storage; Medical computing; Medical problems; Privacy-preserving techniques; Block-chain; Consortium blockchain; Data Sharing; Emrs; Medical data; Medical record; Medical services; Privacy preserving; Privacy protecting; Thin clients; Blockchain,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85147016762,,,,,,,,,,,,
