"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Li Y.; Ouyang K.; Li N.; Rahmani R.; Yang H.; Pei Y.","Li, Yuhong (56002826400); Ouyang, Kun (57211641148); Li, Nanxuan (57216620944); Rahmani, Rahim (8310584400); Yang, Haojun (57188594455); Pei, Yiwei (57216613039)","56002826400; 57211641148; 57216620944; 8310584400; 57188594455; 57216613039","A blockchain-assisted intelligent transportation system promoting data services with privacy protection","2020","Sensors (Switzerland)","20","9","2483","","","","22","10.3390/s20092483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084066548&doi=10.3390%2fs20092483&partnerID=40&md5=cf71069b6565d597619ef697010a27fa","Being able to obtain various environmental and driving data from vehicles is becoming more and more important for current and future intelligent transportation systems (ITSs) to operate efficiently and economically. However, the limitations of privacy protection and security of the current ITSs are hindering users and vehicles from providing data. In this paper, we propose a new ITS architecture by using blockchain technology solving the privacy protection and security problems, and promoting users and vehicles to provide data to ITSs. The proposed architecture uses blockchain as a trust infrastructure to protect users’ privacy and provide trustworthy services to users. It is also compatible with the legacy ITS infrastructure and services. In addition, the hierarchical organization of chains enables the scalability of the system, and the use of smart contracts provides a flexible way for introducing new services in the ITS. The proposed architecture is demonstrated by a proof of concept implementation based on Ethereum. The test results show that the proposed architecture is feasible. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Blockchain; Data services; Intelligent transportation system; Security and privacy protection; Vehicular networks","Blockchain; Data privacy; Intelligent systems; Vehicles; Data services; Hierarchical organizations; Intelligent transportation systems; ITS architecture; Privacy protection; Proof of concept; Proposed architectures; Trust infrastructure; article; blockchain; privacy; proof of concept; trust; Intelligent vehicle highway systems","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084066548"
"Zha C.; Yin H.; Yin B.","Zha, Cong (57195369933); Yin, Hao (8314524400); Yin, Bo (55163882800)","57195369933; 8314524400; 55163882800","Data Ownership Confirmation and Privacy-Free Search for Blockchain-Based Medical Data Sharing","2020","Communications in Computer and Information Science","1267","","","619","632","13","2","10.1007/978-981-15-9213-3_48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097176162&doi=10.1007%2f978-981-15-9213-3_48&partnerID=40&md5=2cb916966a74f8a93077e470a69406c9","With the development of data mining technology and the arrival of the era of big data, people can get more and more knowledge and information from the data. However, electronic medical data are stored in isolated data silos within each hospital due to the privacy and competition. Because of the complex interests of various groups, there is a lack of data flow between medical entities. On the one hand, this leads to difficulties for patients to obtain their own electronic medical data and to referral between different hospitals. On the other hand, it has led to serious lack of actual data for medical researchers. The realization of the determination of medical data ownership is the first condition for realizing medical data circulation. How to retrieve the required medical data while protecting privacy is the second problem to be solved. In this paper, we design the medical metadata as the smallest subunit of data ownership confirmation and propose a blockchain-based medical data sharing Framework MDSF, which can be used for electronic medical data ownership confirmation and data search while protecting patient privacy. We use the petri nets to verify the system and prove its reachability and boundedness, which means it can realize its designed function and operate safely. The system provides users with a convenient and safe way to obtain their past medical data, also enables research institutions engaged in medical data mining to easily search and obtain the actual medical data needed after desensitization. Thereby the circulation of medical data between different hospitals, individuals and research institutions is realized. © 2020, Springer Nature Singapore Pte Ltd.","Blockchain; Data ownership confirmation; Data search; Electronic medical data; Petri nets","Blockchain; Data mining; Data Sharing; Hospitals; Petri nets; Privacy by design; Search engines; Data mining technology; Data ownership; Data searches; Medical data mining; Medical researchers; Patient privacies; Reachability; Research institutions; Medical computing","Conference paper","Final","","Scopus","2-s2.0-85097176162"
"Onik M.M.H.; Kim C.-S.; Lee N.-Y.; Yang J.","Onik, Md Mehedi Hassan (57207980192); Kim, Chul-Soo (55697787200); Lee, Nam-Yong (55737304500); Yang, Jinhong (58370272100)","57207980192; 55697787200; 55737304500; 58370272100","Privacy-aware blockchain for personal data sharing and tracking","2019","Open Computer Science","9","1","","80","91","11","35","10.1515/comp-2019-0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064987875&doi=10.1515%2fcomp-2019-0005&partnerID=40&md5=80ee30d5cb1c661a5d5f4510e8a6ed6a","Secure data distribution is critical for data accountability. Surveillance caused privacy breaching incidents have already questioned existing personal data collection techniques. Organizations assemble a huge amount of personally identifiable information (PII) for data-driven market analysis and prediction. However, the limitation of data tracking tools restricts the detection of exact data breaching points. Blockchain technology, an 'immutable' distributed ledger, can be leveraged to establish a transparent data auditing platform. However, Art. 42 and Art. 25 of general data protection regulation (GDPR) demands 'right to forget' and 'right to erase' of personal information, which goes against the immutability of blockchain technology. This paper proposes a GDPR complied decentralized and trusted PII sharing and tracking scheme. Proposed blockchain based personally identifiable information management system (BcPIIMS) demonstrates data movement among GDPR entities (user, controller and processor). Considering GDPR limitations, BcPIIMS used off-the-chain data storing architecture. A prototype was created to validate the proposed architecture using multichain. The use of off-the-chain storage reduces individual block size. Additionally, private blockchain also limits personal data leaking by collecting fast approval from restricted peers. This study presents personal data sharing, deleting, modifying and tracking features to verify the privacy of proposed blockchain based personally identifiable information management system. © 2019 Md Mehedi Hassan Onik et al., published by De Gruyter.","distributed ledger; GDPR; general data protection regulation; identity management; off-chain data; personal information tracking; personally identifiable information; PII; privacy policy","Blockchain; Data acquisition; Data Sharing; Digital storage; Information management; distributed ledger; GDPR; General data protection regulations; Identity management; off-chain data; Personal information; Personally identifiable information; Privacy policies; Data privacy","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85064987875"
"Fan K.; Ren Y.; Wang Y.; Li H.; Yang Y.","Fan, Kai (8283161700); Ren, Yanhui (57201295812); Wang, Yue (55584806990); Li, Hui (57218312611); Yang, Yingtang (57260080100)","8283161700; 57201295812; 55584806990; 57218312611; 57260080100","Blockchain-based efficient privacy preserving and data sharing scheme of content-centric network in 5G","2018","IET Communications","12","5","","527","532","5","120","10.1049/iet-com.2017.0619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044187200&doi=10.1049%2fiet-com.2017.0619&partnerID=40&md5=d8100e77c4e0905fbc8497343471ce45","Now, the authors' life is full of vast amount of information, the era of information has arrived. So the content-centric networks face severe challenges in dealing with a huge range of content requests, bringing protection and sharing concerns of the content. How to protect information in the network efficiently and securely for the upcoming 5G era has become a problem. The authors propose a scheme based on a blockchain to solve the privacy issues in content-centric mobile networks for 5G. The authors implement the mutual trust between content providers and users. Besides, the openness and tamper-resistant of the blockchain ledger ensure the access control and privacy of the provider. With the help of a miner, selected from users, the authors can maintain the public ledger expediently. Also, in return, the authors share the interesting data with low overhead, network delay and congestion, and then achieve green communication. © 2018, The Institution of Engineering and Technology.","","Access control; Blockchain; Data privacy; Amount of information; Content centric; Content providers; Content-centric networks; Green communications; Privacy preserving; Protect information; Tamper resistant; 5G mobile communication systems","Article","Final","","Scopus","2-s2.0-85044187200"
"Liu J.; Li X.; Ye L.; Zhang H.; Du X.; Guizani M.","Liu, Jingwei (8555212500); Li, Xiaolu (57203373250); Ye, Lin (35754159200); Zhang, Hongli (57204830065); Du, Xiaojiang (8371278000); Guizani, Mohsen (7004750176)","8555212500; 57203373250; 35754159200; 57204830065; 8371278000; 7004750176","BPDS: A Blockchain Based Privacy-Preserving Data Sharing for Electronic Medical Records","2018","2018 IEEE Global Communications Conference, GLOBECOM 2018 - Proceedings","","","8647713","","","","169","10.1109/GLOCOM.2018.8647713","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063464219&doi=10.1109%2fGLOCOM.2018.8647713&partnerID=40&md5=f910913fc9dee414d13cf672e8289a7e","Electronic medical record (EMR) is a crucial form of healthcare data, currently drawing a lot of attention. Sharing health data is considered to be a critical approach to improve the quality of healthcare service and reduce medical costs. However, EMRs are fragmented across decentralized hospitals, which hinders data sharing and puts patients' privacy at risks. To address these issues, we propose a blockchain based privacy-preserving data sharing for EMRs, called BPDS. In BPDS, the original EMRs are stored securely in the cloud and the indexes are reserved in a tamper-proof consortium blockchain. By this means, the risk of the medical data leakage could be greatly reduced, and at the same time, the indexes in blockchain ensure that the EMRs can not be modified arbitrarily. Secure data sharing can be accomplished automatically according to the predefined access permissions of patients through the smart contracts of blockchain. Besides, the joint-design of the CP-ABE-based access control mechanism and the content extraction signature scheme provides strong privacy preservation in data sharing. Security analysis shows that BPDS is a secure and effective way to realize data sharing for EMRs. © 2018 IEEE.","","Access control; Blockchain; Data privacy; Health care; Medical computing; Access control mechanism; Access permissions; Content extraction; Critical approach; Electronic medical record; Privacy preservation; Privacy preserving; Quality of health care; Electronic document exchange","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85063464219"
"Kaaniche N.; Laurent M.","Kaaniche, Nesrine (56102244100); Laurent, Maryline (35113403900)","56102244100; 35113403900","A blockchain-based data usage auditing architecture with enhanced privacy and availability","2017","2017 IEEE 16th International Symposium on Network Computing and Applications, NCA 2017","2017-January","","","1","5","4","56","10.1109/NCA.2017.8171384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046552513&doi=10.1109%2fNCA.2017.8171384&partnerID=40&md5=bcc7054db8e709560ede60c1528c2c3e","Recent years have witnessed the trend of increasingly relying on distributed infrastructures. This increased the number of reported incidents of security breaches compromising users' privacy, where third parties massively collect, process and manage users' personal data. Towards these security and privacy challenges, we combine hierarchical identity based cryptographic mechanisms with emerging blockchain infrastructures and propose a blockchain-based data usage auditing architecture ensuring availability and accountability in a privacy-preserving fashion. Our approach relies on the use of auditable contracts deployed in blockchain infrastructures. Thus, it offers transparent and controlled data access, sharing and processing, so that unauthorized users or untrusted servers cannot process data without client's authorization. Moreover, based on cryptographic mechanisms, our solution preserves privacy of data owners and ensures secrecy for shared data with multiple service providers. It also provides auditing authorities with tamper-proof evidences for data usage compliance. © 2017 IEEE.","","Blockchain; Computer privacy; Cryptography; Network architecture; Distributed infrastructure; Identity-based; Multiple services; Privacy preserving; Security and privacy; Security breaches; Unauthorized users; Untrusted server; Data privacy","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85046552513"
"Passerat-Palmbach J.; Farnan T.; McCoy M.; Harris J.D.; Manion S.T.; Flannery H.L.; Gleim B.","Passerat-Palmbach, Jonathan (44061623400); Farnan, Tyler (57219817531); McCoy, Mike (57221477839); Harris, Justin D. (57216576940); Manion, Sean T. (8774002800); Flannery, Heather Leigh (57219822973); Gleim, Bill (57219818996)","44061623400; 57219817531; 57221477839; 57216576940; 8774002800; 57219822973; 57219818996","Blockchain-orchestrated machine learning for privacy preserving federated learning in electronic health data","2020","Proceedings - 2020 IEEE International Conference on Blockchain, Blockchain 2020","","","9284689","550","555","5","30","10.1109/Blockchain50366.2020.00080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099187103&doi=10.1109%2fBlockchain50366.2020.00080&partnerID=40&md5=666edb652d139b9b1faf3fb824ba0233","Machine learning and blockchain technology have been explored for potential applications in medicine with only modest success to date. Focus has shifted to exploring the intersection of these technologies along with other privacy preserving encryption techniques for better utility. This combination applied to federated learning, which allows remote execution of function and analysis without the need to move highly regulated personal health information, seems to be the key to successful applications of these technologies to rapidly advance evidence-based medicine. We give a brief history of these technologies in medicine, outlining some of the challenges with successful use. We then explore a more detailed combination of usage with an emphasis on decentralizing or federating the learning process along with auditability and incentivization blockchain can allow in the machine learning process. Based on the cost-benefit analysis of previous efforts, we provide the framework for an advanced blockchain-orchestrated machine learning system for privacy preserving federated learning in medicine and a new utility in health. Six critical elements for this approach in the future will be:(a) Data and analytic processes discoverable on secure public blockchain while retaining privacy of the data and analytic processes(b) Value fabricated by generating data/compute matches that were previously illegal, unethical and infeasible(c) Compute guarantees provided by federated learning and advanced cryptography(d) Privacy guarantees provided by software (e.g., Homomorphic Encryption, Secure Multi-Party Computation,...) and hardware (e.g., Intel SGX and AMD SEV-SNP) cryptography(e) Data quality incentivized via tokenized reputation-based rewards(f) Discarding of poor data accomplished via model poisoning attack prevention techniques  © 2020 IEEE.","artificial intelligence; blockchain; encryption; federated learning; machine learning; privacy","Cost benefit analysis; Cryptography; E-learning; Health; Machine learning; Privacy by design; Critical elements; Encryption technique; Evidence-based medicine; Ho-momorphic encryptions; Personal health informations; Poisoning attacks; Privacy preserving; Secure multi-party computation; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85099187103"
"Alnemari A.; Arodi S.; Sosa V.R.; Pandey S.; Romanowski C.; Raj R.; Mishra S.","Alnemari, Asma (57196237717); Arodi, Suchith (57205201587); Sosa, Valentina Rodriguez (57205197693); Pandey, Soni (57205193455); Romanowski, Carol (7003743523); Raj, Rajendra (7102994746); Mishra, Sumita (55463270600)","57196237717; 57205201587; 57205197693; 57205193455; 7003743523; 7102994746; 55463270600","Protecting infrastructure data via enhanced access control, blockchain and differential privacy","2018","IFIP Advances in Information and Communication Technology","542","","","113","125","12","12","10.1007/978-3-030-04537-1_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059017001&doi=10.1007%2f978-3-030-04537-1_7&partnerID=40&md5=56787da83b4623bcd4f251475367b922","Protecting critical infrastructure data is challenging because it typically includes sensitive information that is often needed by analysts to answer crucial questions about the critical infrastructure. For example, in the healthcare sector, epidemiologists need to analyze personally identifiable information to track the spread of diseases or regional emergency services managers may need to view details of all 911 calls made during a hurricane or terrorist incident. In other situations where personally identifying information is not needed to perform analyses, studies have shown that anonymization approaches such as k-anonymity or l-diversity cannot safeguard the information from inadvertent or malicious exposure. Additionally, recent data breaches involving critical infrastructure information demonstrate that current access control mechanisms, including role-based access control, are neither sufficient to secure the information nor adequate to prevent the ensuing loss of privacy. This chapter presents a novel approach that integrates existing access control mechanisms with blockchain and differential privacy to protect infrastructure data. © IFIP International Federation for Information Processing 2018.","Access control; Blockchain; Data privacy; Data protection","Blockchain; Critical infrastructures; Data privacy; Emergency services; Hurricanes; Public works; Access control mechanism; Differential privacies; Healthcare sectors; Personally identifiable information; Role-based Access Control; Sensitive informations; Spread of disease; Terrorist incident; Access control","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85059017001"
"Fan H.; Liu Y.; Zeng Z.","Fan, Hongbin (57211217102); Liu, Yining (36637746200); Zeng, Zhixin (57218952560)","57211217102; 36637746200; 57218952560","Decentralized privacy-preserving data aggregation scheme for smart grid based on blockchain","2020","Sensors (Switzerland)","20","18","5282","1","14","13","36","10.3390/s20185282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090904490&doi=10.3390%2fs20185282&partnerID=40&md5=432e68a9b8e20934fcbd55678161fb27","As a next-generation power system, the smart grid can implement fine-grained smart metering data collection to optimize energy utilization. Smart meters face serious security challenges, such as a trusted third party or a trusted authority being attacked, which leads to the disclosure of user privacy. Blockchain provides a viable solution that can use its key technologies to solve this problem. Blockchain is a new type of decentralized protocol that does not require a trusted third party or a central authority. Therefore, this paper proposes a decentralized privacy-preserving data aggregation (DPPDA) scheme for smart grid based on blockchain. In this scheme, the leader election algorithm is used to select a smart meter in the residential area as a mining node to build a block. The node adopts Paillier cryptosystem algorithm to aggregate the user’s power consumption data. Boneh-Lynn-Shacham short signature and SHA-256 function are applied to ensure the confidentiality and integrity of user data, which is convenient for billing and power regulation. The scheme protects user privacy data while achieving decentralization, without relying on TTP or CA. Security analysis shows that our scheme meets the security and privacy requirements of smart grid data aggregation. The experimental results show that this scheme is more efficient than existing competing schemes in terms of computation and communication overhead. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Blockchain; Data aggregation; Decentralized; Privacy-preservation","Blockchain; Data privacy; Electric power transmission networks; Energy policy; Energy utilization; Smart meters; Communication overheads; Decentralized protocols; Leader election algorithm; Paillier cryptosystem; Security and privacy; Security challenges; Trusted authorities; Trusted third parties; algorithm; article; blockchain; confidentiality; data aggregation; decentralization; election; leadership; mining; privacy; residential area; Smart power grids","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85090904490"
"Yang Y.; Wei L.; Wu J.; Long C.","Yang, Yuhan (57217090006); Wei, Lijun (57211010974); Wu, Jing (56428178500); Long, Chengnian (8718008500)","57217090006; 57211010974; 56428178500; 8718008500","Block-SMPC: A Blockchain-based Secure Multi-party Computation for Privacy-Protected Data Sharing","2020","ACM International Conference Proceeding Series","","","","46","51","5","12","10.1145/3390566.3391664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086145330&doi=10.1145%2f3390566.3391664&partnerID=40&md5=587955d63e7d6f122fd31c80f2a4729b","With the rapid development of Internet of Things, the demand of data sharing is not only to ensure the data integrity, but also to protect user's individual privacy. Secure multi-party computation, as a technology paradigm based on cryptography technology, enables privacy protection in data sharing among multiple parties, while the implement of secure multi-party computation is limited due to the inefficient, complex computation protocol and frequent interaction. Fortunately, the emergence of blockchain technology provides excellent properties of decentralization, verifiability and high reliability for secure multi-party computation. In this paper, we propose a blockchain-based secure multi-party computation architecture for data sharing, where we design an aggregator consortium for data storage, verification and joint computation. Moreover, we introduce a straightforward secure multi-party computation scheme based on homomorphic encryption. In addition, we analyze and discuss this scheme in terms of data security, access flexibility, attack resistance and potential applications. © 2020 ACM.","Blockchain; Homomorphic encryption; Privacy protection; Secure multi-party computation","Blockchain; Cryptography; Data privacy; Digital storage; Complex computation; Data integrity; High reliability; Ho-momorphic encryptions; Individual privacy; Privacy protection; Secure multi-party computation; Verifiability; Data Sharing","Conference paper","Final","","Scopus","2-s2.0-85086145330"
"Kavathekar S.S.; Patil R.","Kavathekar, Shraddha Suhas (57216408696); Patil, Rahul (56656001000)","57216408696; 56656001000","Data sharing and privacy–preserving of medical records using blockchain","2020","Lecture Notes on Data Engineering and Communications Technologies","39","","","65","72","7","1","10.1007/978-3-030-34515-0_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083456133&doi=10.1007%2f978-3-030-34515-0_8&partnerID=40&md5=3a19b9100c318a958a8a8249049156ce","The present way to deal with patient health records disappoints clinicians and fails to fulfill the requirements of a diverse patient population. Many of these issues are raised due to absentiseem of direct control by doctors and patients over the innovation that serves them. As these innovations empower secure credentialing of authorized professionals and audit of clinical exchanges without the cooperation of a doctor’s facility or state middle person, we have actualized health data innovation that is bought and controlled by the people in the clinical relationship. A Blockchain is an open Distributed Ledger that can record transactions between two parties efficiently, verifiable and permanent way. This empowers every patient and each authorized specialist to claim and totally control their open source associated health records inside a protected situation. The aim is to study concepts and techniques of blockchain and to understand how blockchain technology works for different applications in different scenarios. Our arrangement is a patient-focused way to deal with privacy assurance in cloud computing and data dependent on advanced assent models, blockchain identity, and blockchain audit. Digitally signed and encrypted transactions are verified by the peers. Public blockchains, for example, Bitcoin and Ethereum have been appeared to expel institutional control and decentralize innovation with advantages to development and restriction opposition. © Springer Nature Switzerland AG 2020.","Blockchain; Decentralization; Ethereum; Smart contracts","Blockchain; Health; Privacy by design; Data dependent; Direct control; Health records; Institutional control; Medical record; Patient health; Patient population; Privacy assurance; Data Sharing","Book chapter","Final","","Scopus","2-s2.0-85083456133"
"Liu S.; Liu Y.; Feng C.; Zhao H.; Huang Y.","Liu, Si (55314133600); Liu, Yunxia (55104159500); Feng, Cong (56286971400); Zhao, Hongguo (56288306500); Huang, Yu (55717083000)","55314133600; 55104159500; 56286971400; 56288306500; 55717083000","Blockchain Privacy Data Protection Method Based on HEVC Video Steganography","2020","Proceedings - 2020 3rd International Conference on Smart BlockChain, SmartBlock 2020","","","9415671","39","44","5","2","10.1109/SmartBlock52591.2020.00015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105963277&doi=10.1109%2fSmartBlock52591.2020.00015&partnerID=40&md5=d7b76caa33a1076c99fb8ef040bdea37","Blockchain is a shared digital public ledger that cannot be changed once transactions are recorded and verified. Since most blockchain nodes retain copies of the ledger, the blockchain brings the benefits of decentralization while also bringing privacy leakage issues. With the continuous development of blockchain applications, how to protect the privacy data on the blockchain platform is a very worthwhile research question. This paper first divides each blockchain transaction data into two parts: sensitive data and basic data, and then encrypts and hides the sensitive data into the HEVC video to protect the privacy transaction data of the blockchain. The experimental results show that this HEVC video steganography algorithm can effectively increase the privacy data embedding capacity and get good visual quality.  © 2020 IEEE.","Blockchain; HEVC; Matrix encoding; Privacy protection; Video steganography","Privacy by design; Steganography; Continuous development; Data embedding capacity; Privacy leakages; Protection methods; Research questions; Transaction data; Video steganography; Visual qualities; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85105963277"
"Guo L.; Xie H.; Li Y.","Guo, Leiyong (24830491900); Xie, Hui (57208516364); Li, Yu (57194578266)","24830491900; 57208516364; 57194578266","Data encryption based blockchain and privacy preserving mechanisms towards big data","2020","Journal of Visual Communication and Image Representation","70","","102741","","","","24","10.1016/j.jvcir.2019.102741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084946797&doi=10.1016%2fj.jvcir.2019.102741&partnerID=40&md5=5b40a763e4ab6dd580bbc95b63cbc0d3","Blockchain is a key technique which can support Bitcoin. Blockchain is a decentralized infrastructure that uses chained data structure to verify and store data, and uses distributed node consensus mechanism to generate and update data. Blockchain has become a hot research topic since its attributes of decentralization, verifiability and anti-tampering. To stimulate the development of Blockchain, we conduct a comprehensive research on Blockchain. Specifically, we discuss various mainstream consensus mechanisms used in blockchain technology, and thoroughly analyze anonymity and privacy protection in digital currency. Aiming at data encryption mechanism, we discuss existing anonymity and privacy protection schemes. Our discussion can further promote the development of Blockchain. © 2020 Elsevier Inc.","Big data; Blockchain; Data encryption; Privacy preserving","Big data; Blockchain; Data privacy; Anonymity and privacy; Comprehensive research; Data encryption; Distributed nodes; Hot research topics; Privacy preserving; Verifiability; Cryptography","Article","Final","","Scopus","2-s2.0-85084946797"
"Ito K.; Tago K.; Jin Q.","Ito, Kenichi (57204727372); Tago, Kiichi (57196220496); Jin, Qun (7202528699)","57204727372; 57196220496; 7202528699","I-Blockchain: A Blockchain-Empowered Individual-Centric Framework for Privacy-Preserved Use of Personal Health Data","2018","Proceedings - 9th International Conference on Information Technology in Medicine and Education, ITME 2018","","","8589418","829","833","4","26","10.1109/ITME.2018.00186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061335662&doi=10.1109%2fITME.2018.00186&partnerID=40&md5=43d412960522c272a6ae336fe205a121","With the rapid development of information and communication technology, a vast amount of personal health data is generated, stored, and utilized in healthcare related services. However, there are many issues remained to be solved, such as data interoperability, security, and privacy concerns. On the other hand, blockchain, a decentralized peer-to-peer digital ledger, has attracted a lot of attention in recent years as a promising technology to protect privacy of personal data. By adopting blockchain, individuals can take advantage of personal health data for better healthcare. In this paper, after briefly summarizing the major features of blockchain, we describe blockchain-empowered solutions for utilization of personal health data in healthcare and discuss issues and challenges. We further propose i-Blockchain, an individual-centric framework for use of personal health data based on an extension of permissioned blockchain, present the basic architecture and protocols, and show several application scenarios. © 2018 IEEE.","Blockchain; Healthcare; Personal health data; Privacy protection; Smart contracts","Blockchain; Health care; Network architecture; Application scenario; Data interoperability; Information and Communication Technologies; Issues and challenges; Peer to peer; Personal health; Privacy concerns; Privacy protection; Data privacy","Conference paper","Final","","Scopus","2-s2.0-85061335662"
"Wang Z.; Wen B.; Luo Z.","Wang, Zexu (57220181988); Wen, Bin (35783513000); Luo, Ziqiang (54948790000)","57220181988; 35783513000; 54948790000","Towards on Blockchain Data Privacy Protection with Cryptography and Software Architecture Approach","2020","Communications in Computer and Information Science","1267","","","205","217","12","1","10.1007/978-981-15-9213-3_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097204481&doi=10.1007%2f978-981-15-9213-3_16&partnerID=40&md5=fbcb8b69e68e056963f0e4ea8e3310c1","The essence of blockchain is to solve trust problems and realize value transfer. The traditional centralized processing method adopts centralized transmission and storage of users’ data privacy, which improves the security and reliability of processing. The non central blockchain technology uses distributed ledger technology to realize the characteristics of disintermediation, data tampering, traceability, work audit, etc. encryption algorithm is used to encrypt the data, and consensus mechanism makes the data sharing of blockchain system more fair and stable. The current passive data privacy schemes are basically based on cryptography. On the premise of satisfying the constraint mechanism of blockchain, this paper studies the technical framework, encryption mechanism and empirical analysis of blockchain, and discusses the information privacy protection method of hiding the original big data as much as possible, so as to improve the system performance and protect the security and privacy of user data. At the same time, we study data privacy protection from the perspective of software architecture, and propose a data privacy protection scheme through algorithm decomposition multi center collaboration method, which provides guidance for big data sharing and transaction based on blockchain. © 2020, Springer Nature Singapore Pte Ltd.","Blockchain technology architecture; Cryptographic hash function; Cryptography; Privacy protection; Software architecture","Big data; Blockchain; Cryptography; Digital storage; Privacy by design; Processing; Software architecture; Centralized processing; Constraint mechanism; Data privacy protections; Encryption algorithms; Information privacy; Security and privacy; Security and reliabilities; Technical frameworks; Data Sharing","Conference paper","Final","","Scopus","2-s2.0-85097204481"
"Tian H.; He J.; Ding Y.","Tian, Haibo (13611007400); He, Jiejie (57199507013); Ding, Yong (56389883500)","13611007400; 57199507013; 56389883500","Medical Data Management on Blockchain with Privacy","2019","Journal of Medical Systems","43","2","26","","","","62","10.1007/s10916-018-1144-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059493183&doi=10.1007%2fs10916-018-1144-x&partnerID=40&md5=528fb4d9e7d05b8935ee90b7b2a9bef8","Medical data are important in diagnosis, treatment, recovery, and medical accident investigation. The integrity and availability of medical data are the basic guarantee for the smooth operation of these activities. The privacy of medical data is a natural demand from the sensitivity of medical data. At present, there are mainly two ways to protect the privacy of medical data. One way is to store medical data in a local database and set up an access control strategy of the database. The other way is to encrypt medical data with the patient’s key and to share the key when needed. The problem with the first method is that the data in the local database may be modified or deleted. The problem with the second method is that the key cannot be shared when the patient dies during the diagnosis and treatment. These two problems will damage the availability of data. This paper proposes to establish a shared key that could be reconstructed by the legitimate parties before the process of diagnosis and treatment begins. The data in the diagnosis and treatment process is encrypted and stored in a blockchain using the shared key. The proposal meets the integrity, availability and privacy requirements of medical data. It uses the sibling intractable function families (SIFF) to establish a shared key, and uses the Hyperledger Fabric to store encrypted data. The simulation shows that the system has good efficiency. Additionally, it is the first time to introduce SIFF to a blockchain application. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","Availability; Blockchain; Integrity; Medical data; Privacy","Computer Security; Confidentiality; Electronic Health Records; Health Information Exchange; Humans; accident; adult; article; control strategy; human; privacy; sibling; simulation; computer security; confidentiality; electronic health record; medical information system; organization and management; standards","Article","Final","","Scopus","2-s2.0-85059493183"
"Myat S.M.; Soe T.N.","Myat, Soe Myint (57215928555); Soe, Than Naing (57220357658)","57215928555; 57220357658","Preserving the Privacy for University Data Using Blockchain and Attribute-based Encryption","2020","2020 IEEE Conference on Computer Applications, ICCA 2020","","","9022852","","","","3","10.1109/ICCA49400.2020.9022852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082397478&doi=10.1109%2fICCA49400.2020.9022852&partnerID=40&md5=ecda6e8170c3e4a1ed94d44af21277eb","An effective IT solution is required for the administrative processes which is the core of university. The tamper resistance, transparency and auditability for university management data are very important to avoid the corruption. Blockchain occupies the immutability and irreversibility properties thus, it becomes a potential solution. Regrettably, there are some challenges such as privacy concern and limited storage exists in blockchain technology. In this work, a blockchain-based university data storage model is proposed and such barriers of blockchain are handled. The proposed model achieves the tamper resistance, transparency and auditability feature by using blockchain technology. CP-ABE and other cryptographic techniques are used to provide the fine-grained access and privacy preserving facilities. The security analysis is performed and shows that our approach is tamper resistant and provably secure for privacy. © 2020 IEEE.","blockchain; data security; fine-grained access; privacy; tamper resistance","Blockchain; Cryptography; Digital storage; Security of data; Transparency; Administrative process; Attribute-based encryptions; Cryptographic techniques; Data storage models; Fine grained; Privacy preserving; Security analysis; Tamper resistance; Data privacy","Conference paper","Final","","Scopus","2-s2.0-85082397478"
