Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Zhao Y., Zhao J., Jiang L., Tan R., Niyato D., Li Z., Lyu L., Liu Y.","Privacy-Preserving Blockchain-Based Federated Learning for IoT Devices",2021,"IEEE Internet of Things Journal",119,"10.1109/JIOT.2020.3017377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100236863&doi=10.1109%2fJIOT.2020.3017377&partnerID=40&md5=8d9000685c3889f92e943fc4916316eb","Home appliance manufacturers strive to obtain feedback from users to improve their products and services to build a smart home system. To help manufacturers develop a smart home system, we design a federated learning (FL) system leveraging a reputation mechanism to assist home appliance manufacturers to train a machine learning model based on customers' data. Then, manufacturers can predict customers' requirements and consumption behaviors in the future. The working flow of the system includes two stages: in the first stage, customers train the initial model provided by the manufacturer using both the mobile phone and the mobile-edge computing (MEC) server. Customers collect data from various home appliances using phones, and then they download and train the initial model with their local data. After deriving local models, customers sign on their models and send them to the blockchain. In case customers or manufacturers are malicious, we use the blockchain to replace the centralized aggregator in the traditional FL system. Since records on the blockchain are untampered, malicious customers or manufacturers' activities are traceable. In the second stage, manufacturers select customers or organizations as miners for calculating the averaged model using received models from customers. By the end of the crowdsourcing task, one of the miners, who is selected as the temporary leader, uploads the model to the blockchain. To protect customers' privacy and improve the test accuracy, we enforce differential privacy (DP) on the extracted features and propose a new normalization technique. We experimentally demonstrate that our normalization technique outperforms batch normalization when features are under DP protection. In addition, to attract more customers to participate in the crowdsourcing FL task, we design an incentive mechanism to award participants. © 2014 IEEE.","Blockchain; crowdsourcing; differential privacy (DP); federated learning (FL); Internet of Things (IoT); mobile-edge computing (MEC)","Automation; Blockchain; Crowdsourcing; Domestic appliances; Face recognition; Learning systems; Middleware; Miners; Mobile edge computing; Privacy-preserving techniques; Sales; Telephone sets; Block-chain; Differential privacies; Differential privacy; Federated learning; Federated learning system; Internet of thing; Mobile-edge computing; Normalisation; Privacy preserving; Smart-home system; Internet of things",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85100236863
"Drungilas V., Vaičiukynas E., Jurgelaitis M., Butkienė R., Čeponienė L.","Towards blockchain-based federated machine learning: Smart contract for model inference",2021,"Applied Sciences (Switzerland)",14,"10.3390/app11031010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099740799&doi=10.3390%2fapp11031010&partnerID=40&md5=037b13bbcbf5ab8f7d68a157951ef7eb","Federated learning is a branch of machine learning where a shared model is created in a decentralized and privacy-preserving fashion, but existing approaches using blockchain are limited by tailored models. We consider the possibility to extend a set of supported models by introducing the oracle service and exploring the usability of blockchain-based architecture. The investigated architecture combines an oracle service with a Hyperledger Fabric chaincode. We compared two logistic regression implementations in Go language—a pure chaincode and an oracle service—at various data (2–32 k instances) and network (3–13 peers) sizes. Experiments were run to assess the performance of blockchain-based model inference using 2D synthetic and EEG eye state datasets for a supervised machine learning detection task. The benchmarking results showed that the impact on performance is acceptable with the median overhead of oracle service reaching 2–4%, depending on the dimensionality of the dataset. The overhead tends to diminish at large dataset sizes with the runtime depending on the network size linearly, where additional peers increased the runtime by 6.3 and 6.6 s for 2D and EEG datasets, respectively. Demonstrated negligible difference between implementations justifies the flexible choice of model in the blockchain-based federated learning and other machine learning applications. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Chaincode; Distributed ledger; Machine learning; Microservices; Model validation; Oracle service; Run-time benchmarking; System architectures",,Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85099740799
"Kim D., Doh I., Chae K.","Improved Raft Algorithm exploiting Federated Learning for Private Blockchain performance enhancement",2021,"International Conference on Information Networking",9,"10.1109/ICOIN50884.2021.9333932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100782818&doi=10.1109%2fICOIN50884.2021.9333932&partnerID=40&md5=bfe15510ddcd354bd38fb8a824e6a87e","According to a recent article published by Forbes, the use of enterprise blockchain applications by companies is expanding. Private blockchain, such as enterprise blockchain, usually uses the Raft algorithm to achieve a consensus. However, the Raft algorithm can cause network split in unstable networks. When a network applying Raft split, the TPS(Transactions Per Second) is decreased, which results in decreased performance for the entire blockchain system. To reduce the probability of network split, we select a more stable node as the next leader. To select a better leader, we propose three criteria and suggest exploiting federated learning to evaluate them for network stability. As a result, we show that blockchain consensus performance is improved by lowering the probability of network split. © 2021 IEEE.","blockchain; consensus algorithm; federated learning; leader election; Raft","Stability criteria; Network stability; Performance enhancements; Blockchain",Conference Paper,"Final","",Scopus,2-s2.0-85100782818
"Deng X., Li J., Shi L., Wang Z., Wang J.H., Wang T.","On Dynamic Resource Allocation for Blockchain Assisted Federated Learning over Wireless Channels",2021,"Proceedings - IEEE Congress on Cybermatics: 2021 IEEE International Conferences on Internet of Things, iThings 2021, IEEE Green Computing and Communications, GreenCom 2021, IEEE Cyber, Physical and Social Computing, CPSCom 2021 and IEEE Smart Data, SmartData 2021",1,"10.1109/iThings-GreenCom-CPSCom-SmartData-Cybermatics53846.2021.00057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127401428&doi=10.1109%2fiThings-GreenCom-CPSCom-SmartData-Cybermatics53846.2021.00057&partnerID=40&md5=bc01ccc4dcc780c57cea6bc933897534","The blockchain technology has been extensively studied to enable distributed and tamper-proof data processing in federated learning (FL). Most existing blockchain assisted FL (BFL) frameworks have employed a third-party blockchain network to decentralize the model aggregation process. However, the decentralized model aggregation is vulnerable to pooling and collusion attacks from the third-party blockchain network. Driven by this issue, we propose a novel BFL framework that features the integration of training and mining at the client side. In our framework, the client first transmits its trained model to other clients, performs global aggregation upon receiving others' models, and competes to mine a block for aggregated model verification without the intervention of any third-party blockchain network. Considering the model transmission over time-varying wireless channels, we propose a dynamic training client scheduling to meet stringent latency requirement in FL, where clients with qualified channel conditions are scheduled to train their models in each communication round. Furthermore, we formulate a joint optimization problem of the training client scheduling and dynamic resource allocation (i.e., the transmit and computation power at the client side) under the constraint of long-term time-average (LTA) energy consumption. The objective of this optimization problem is to maximize the LTA training data size and thereby optimize the learning performance of FL. To this end, we obtain the closed-form solution by using the Lyapunov optimization method. Our experimental results show that the optimal solution can outperform baseline schemes in terms of learning accuracy and convergence time. © 2021 IEEE.","blockchain; client scheduling; Federated learning; Lyapunov opti-mization; resource allocation","Blockchain; Energy utilization; Learning systems; Network security; Optimization; Scheduling; Block-chain; Client scheduling; Client sides; Dynamic resource allocations; Federated learning; Lyapunov opti-mization; Model aggregations; Optimization problems; Resources allocation; Third parties; Resource allocation",Conference Paper,"Final","",Scopus,2-s2.0-85127401428
"Yuan B., Qiu W.","Personalized Federated Learning System Based on Permissioned Blockchain",2021,"Proceedings - 2021 International Conference on Intelligent Computing, Automation and Systems, ICICAS 2021",,"10.1109/ICICAS53977.2021.00026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127289588&doi=10.1109%2fICICAS53977.2021.00026&partnerID=40&md5=357db683fe7a238f830537c618111739","Federated learning ensures the privacy of data generated by large-scale IoT devices. Existing federated learning frameworks, based on centralized model coordinators, still face serious security challenges such as single point of failure and lack of privacy. In this paper, we propose a personalized federated learning system based on permissioned blockchain, which is divided into four layers of architecture are IoT device layer, network layer, edge computing layer, blockchain layer, and application layer, using permissioned blockchain as a federated learning server. And a permission blockchain-based personalized federation learning algorithm is proposed, which can achieve privacy protection and resistance to poisoning attacks with high accuracy. The experimental results revealed that the system has high privacy protection and anti-poisoning attack capability and can be deployed in edge computing situations. © 2021 IEEE.","Blockchain; Federal learning; Individual Federated Learning; IoT; Privacy","Blockchain; Data privacy; Edge computing; Learning algorithms; Learning systems; Network layers; Block-chain; Edge computing; Federal learning; Federated learning system; Individual federated learning; Large-scales; Learning frameworks; Poisoning attacks; Privacy; Privacy protection; Internet of things",Conference Paper,"Final","",Scopus,2-s2.0-85127289588
"Wang N., Yang W., Guan Z., Du X., Guizani M.","BPFL: A Blockchain Based Privacy-Preserving Federated Learning Scheme",2021,"2021 IEEE Global Communications Conference, GLOBECOM 2021 - Proceedings",1,"10.1109/GLOBECOM46510.2021.9685821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127273099&doi=10.1109%2fGLOBECOM46510.2021.9685821&partnerID=40&md5=5b05b4c83da28ad642b91cc6e8085145","Federated Learning (FL), which allows multiple participants to co-train machine Learning models without exposing local data, has been recognized as a promising method in the past few years. However, in the FL process, the server side may steal sensitive information of users, while the client side may also upload malicious data to compromise the training of the global model. Most existing privacy-preservation FL schemes seldom deal with threats from both of these two sides at the same time. In this paper, we propose a Blockchain based Privacy-preserving Federated Learning scheme named BPFL, which uses blockchain as the underlying distributed framework of FL. Homomorphic encryption and Multi-Krum technology are combined to achieve ciphertext-level model aggregation and model filtering, which can guarantee the verifiability of local models while realizing privacy-preservation. Security analysis and performance evaluation prove that the proposed scheme can achieve enhanced security and improve the performance of the FL model. © 2021 IEEE.","Blockchain; Federated Learning; Homomorphic Encryption; Privacy-Preservation","Learning systems; Privacy-preserving techniques; Block-chain; Federated learning; Ho-momorphic encryptions; Homomorphic-encryptions; Learning process; Learning schemes; Local data; Machine learning models; Privacy preservation; Privacy preserving; Blockchain",Conference Paper,"Final","",Scopus,2-s2.0-85127273099
"Moudoud H., Cherkaoui S., Khoukhi L.","Towards a Secure and Reliable Federated Learning using Blockchain",2021,"2021 IEEE Global Communications Conference, GLOBECOM 2021 - Proceedings",5,"10.1109/GLOBECOM46510.2021.9685388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127250287&doi=10.1109%2fGLOBECOM46510.2021.9685388&partnerID=40&md5=dfbd6ace457029f070b863552575931d","Federated learning (FL) is a distributed machine learning (ML) technique that enables collaborative training in which devices perform learning using a local dataset while preserving their privacy. This technique ensures privacy, communication efficiency, and resource conservation. Despite these advantages, FL still suffers from several challenges related to reliability (i.e., unreliable participating devices in training), tractability (i.e., a large number of trained models), and anonymity. To address these issues, we propose a secure and trustworthy blockchain framework (SRB-FL) tailored to FL, which uses blockchain features to enable collaborative model training in a fully distributed and trustworthy manner. In particular, we design a secure FL based on the blockchain sharding that ensures data reliability, scalability, and trustworthiness. In addition, we introduce an incentive mechanism to improve the reliability of FL devices using subjective multi-weight logic. The results show that our proposed SRB- FL framework is efficient and scalable, making it a promising and suitable solution for federated learning. © 2021 IEEE.","Blockchain; Federated learning; reliabil-ity; Scalable; Secure; Sharding","Conservation; Reliability; Block-chain; Collaborative training; Communication efficiency; Distributed machine learning; Federated learning; Machine learning techniques; Reliabil-ity; Scalable; Secure; Sharding; Blockchain",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85127250287
"Cheng R., Sun Y., Liu Y., Xia L., Sun S., Imran M.A.","A Privacy-preserved D2D Caching Scheme Underpinned by Blockchain-enabled Federated Learning",2021,"2021 IEEE Global Communications Conference, GLOBECOM 2021 - Proceedings",,"10.1109/GLOBECOM46510.2021.9685849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127226229&doi=10.1109%2fGLOBECOM46510.2021.9685849&partnerID=40&md5=5ad54c94392a9f7176618a5211fae692","Cache-enabled device-to-device (D2D) communication has been widely deemed as a promising approach to tackle the unprecedented growth of wireless traffic demands. Recently, tremendous efforts have been put into designing an efficient caching policy to provide users better quality of service. However, public concerns of data privacy still remain in D2D cache sharing networks, which thus arises an urgent need for a privacy-preserved caching scheme. In this study, we propose a double-layer blockchain-based federated learning (DBFL) scheme with the aim of minimizing the download latency for all users in a privacy-preserving manner. Specifically, in the sublayer, the devices within the same coverage area run a federated learning (FL) to train the caching scheme model for each area separately without exchange of local data. The model parameters for each area are recorded in sublayer chains with Raft consensus mechanism. Meanwhile, in the main layer, a mainchain based on practical Byzantine fault tolerance (PBFT) mechanism is used to resist faults and attacks, thus securing the reliability of FL updates. Only the reliable area models authorized by the mainchain are utilized to update the global model in the main layer. Numerical results show the convergence, as well as the gain of download latency of the proposed DBFL caching scheme when compared with several traditional schemes. © 2021 IEEE.","Blockchain; D2D Caching; Federated Learning","Fault tolerance; Learning systems; Privacy-preserving techniques; Quality of service; Block-chain; Caching policy; Caching scheme; D2D caching; Double layers; Federated learning; Quality-of-service; Sub-layers; Traffic demands; Wireless traffic; Blockchain",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85127226229
"Chen X., Wang T., Zhang S.","The Design of Reputation System for Blockchain-based Federated Learning",2021,"Proceedings - 2021 International Conference on Artificial Intelligence and Blockchain Technology, AIBT 2021",,"10.1109/AIBT53261.2021.00026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126923614&doi=10.1109%2fAIBT53261.2021.00026&partnerID=40&md5=96ee6b0103c7b0f63e5833107ba8e11e","Federated learning (FL) is a new solution to fulfill machine learning (ML) in a decentralized manner. In FL, a group of participants train their local models using their private data, and then upload the locally trained models to a central server that completes the model aggregation process. Compared with the traditional ML that needs to upload private data of the participants to a server for a centralized training, FL protects the data privacy of participants. However, the existing FL has several drawbacks: FL relies to a large extent on a single central server that takes the risk of single point of failure; it lacks a fair and effective reward system to prevent malicious participants from damage the learning process. To overcome these drawbacks, this paper proposes a new FL system based on blockchain (BC). With BC, we introduce a voting-based reputation mechanism to guarantee that the locally trained models from effective FL participants (other than malicious FL participants) can be selected to improve the efficiency of model aggregation. Besides that, we combine the reputation system with a reward mechanism to dynamically adjust the reward shares that can be fairly allocated to the participants. This can attract more FL participants to participate in the learning process, so that the system can run stably for a long time. The experimental results show that our system can achieve more efficient FL learning and can also defend against malicious attacks to a certain extent. © 2021 IEEE.","blockchain; federated learning; reputation system; voting-based mechanism","Data privacy; Learning systems; Block-chain; Central servers; Decentralised; Federated learning; Learning process; Model aggregations; New solutions; Private data; Reputation systems; Voting-based mechanism; Blockchain",Conference Paper,"Final","",Scopus,2-s2.0-85126923614
"Luong T.D., Tien V.M., Anh H.T., Luyen N.V., Vy N.C., Duy P.T., Pham V.-H.","FedChain: A Collaborative Framework for Building Artificial Intelligence Models using Blockchain and Federated Learning",2021,"Proceedings - 2021 8th NAFOSTED Conference on Information and Computer Science, NICS 2021",,"10.1109/NICS54270.2021.9701450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126912263&doi=10.1109%2fNICS54270.2021.9701450&partnerID=40&md5=926d9bb5ad6ef1c950fa9aa72fde488f","Machine learning (ML) has been drawn to attention from both academia and industry thanks to outstanding advances and its potential in many fields. Nevertheless, data collection for training models is a difficult task since there are many concerns on privacy and data breach reported recently. Data owners or holders are usually hesitant to share their private data. Also, the benefits from analyzing user data are not distributed to users. In addition, due to the lack of incentive mechanism for sharing data, ML builders cannot leverage the massive data from many sources. Thus, this paper introduces a collaborative approach for building artificial intelligence (AI) models, named FedChain to encourage many data owners to cooperate in the training phase without sharing their raw data. It helps data holders ensure privacy preservation for the collaborative training right on their premises, while reducing the computation load in case of centralized training. More specifically, we utilize federated learning (FL)and Hyperledger Sawtooth Blockchain to set up a prototype framework that enables many parties to join, contribute and receive rewards transparently from their training task results. Finally, we conduct experiments of our FedChain on cyber threat intelligence context, where AI model is trained within many organizations on each their private datastore, and then it is used for detecting malicious actions in the network. Experimental results with the CICIDS-2017 dataset prove that the FL-based strategy can help create effective privacy-preserving ML models while taking advantage of diverse data sources from the community. © 2021 IEEE.","Blockchain; Federated Learning; Generative Adversarial Networks; Privacy Preservation","Distributed ledger; Generative adversarial networks; Historic preservation; Privacy-preserving techniques; Block-chain; Collaborative framework; Data collection; Federated learning; Incentive mechanism; Intelligence models; Privacy preservation; Private data; Training model; User data; Blockchain",Conference Paper,"Final","",Scopus,2-s2.0-85126912263
"Guo H., Mao Y., He X., Nie H.","A Blockchain-based Grouped Federated Learning Scheme Against Malicious Clients",2021,"2021 IEEE Globecom Workshops, GC Wkshps 2021 - Proceedings",,"10.1109/GCWkshps52748.2021.9682070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126122416&doi=10.1109%2fGCWkshps52748.2021.9682070&partnerID=40&md5=4db4e72c06869c628168a510c8b000e1","The existence of malicious clients in federated learning leads to the decline of model performance or even training failure. Considering the huge advantages of the blockchain in the decentralization, feasibility and high reliability, many schemes based on blockchain have been proposed. However, due to the large number and scattered distribution of clients, it is difficult to backtrack malicious clients. In this paper, to reduce the time to backtrack the malicious clients and improve the accuracy of model training in the federated learning, we pro- pose a Blockchain-based Grouped Federated Learning Scheme (BGFLS). Specifically, to quickly and accurately backtrack the malicious clients, we present a grouping federated learning architecture, which applies blockchain technology to each group. Moreover, we design an algorithm to backtrack the malicious clients and propose a block structure to support backtracking. Theoretical analysis shows that the BGFLS can quickly backtrack malicious clients and protect shared parameters. We evaluate the BGFLS on MNIST and Fashion-MNIST datasets. The experimental results demonstrate that the accuracy of the BGFLS is higher than that of the GeoMed scheme around 0.08 and is higher than that of the Krum scheme around 0.07 when the proportion of the malicious clients is 20%. Meanwhile, the backtracking efficiency of the BGFLS is higher than that of the original blockchain. © 2021 IEEE.","Backtracking; Blockchain; Detecting; Federated Learning; Malicious Client; Privacy-Preserving","Learning systems; Privacy-preserving techniques; Backtracking; Block-chain; Decentralisation; Detecting; Federated learning; High reliability; Learning schemes; Malicious client; Modeling performance; Privacy preserving; Blockchain",Conference Paper,"Final","",Scopus,2-s2.0-85126122416
"He Y., Huang K., Zhang G., Li J., Chen J., Leung V.C.M.","A Blockchain-Enabled Federated Learning System with Edge Computing for Vehicular Networks",2021,"2021 IEEE Globecom Workshops, GC Wkshps 2021 - Proceedings",,"10.1109/GCWkshps52748.2021.9682130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126112036&doi=10.1109%2fGCWkshps52748.2021.9682130&partnerID=40&md5=fd01a23ba37101c5ffe144236775db03","Machine learning (ML) algorithms are essential components in autonomous driving. In most existing connected and autonomous vehicles (CAVs), a large amount of driving data collected from multiple vehicles are sent to a central server for unified training. However, data privacy and security are not well protected during the data sharing process. Moreover, the centralized architecture has some inherent issues, such as single point of failure, overload requests, intolerable delay, etc. In this article, we propose Bift: a fully decentralized machine learning system combined with federated learning and blockchain to provide a privacy-preserving ML process for CAVs. Bift enables distributed CAVs to train machine learning models locally using their own driving data and then upload the local models to the nearest mobile edge computing node (MECN) to get a better global model. More importantly, Bift provides a consensus algorithm named PoFL to resist possible adversaries. We evaluate the performance of Bift and demonstrate that Bift is scalable and robust, and can defend against malicious attacks. © 2021 IEEE.","blockchain; connected and autonomous vehicles; consensus algorithm; edge computing; federated learning","Blockchain; Learning algorithms; Machine components; Machine learning; Mobile edge computing; Network security; Privacy-preserving techniques; Autonomous driving; Autonomous Vehicles; Block-chain; Connected and autonomous vehicle; Consensus algorithms; Edge computing; Federated learning; Federated learning system; Machine learning algorithms; Vehicular networks; Autonomous vehicles",Conference Paper,"Final","",Scopus,2-s2.0-85126112036
"Hu S., Li J., Zhang C., Zhao Q., Ye W.","The Blockchain-Based Edge Computing Framework for Privacy-Preserving Federated Learning",2021,"Proceedings - 2021 IEEE International Conference on Blockchain, Blockchain 2021",,"10.1109/Blockchain53845.2021.00085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125635370&doi=10.1109%2fBlockchain53845.2021.00085&partnerID=40&md5=87c72bc74a83497831f229114c8dc374","Nowadays, privacy-preserving artificial intelligence is gaining traction, with the goal of learning multiple models based on private data without leaking any personal information. Since the existing multi-party computation methods and other encryption-based methods have their flaws, we developed our own blockchain-based edge computing framework to achieve the decentralization and enhance the efficiency. Our framework enables a trustful, simplified and asynchronous federated learning in IoT and provides a convenient and secret classification service. Extensive evaluations on efficiency are provided, confirming the performance of our solutions. © 2021 IEEE.","Blockchain; Edge computing; Federated learning; Privacy","Edge computing; Efficiency; Privacy-preserving techniques; Block-chain; Computing frameworks; Edge computing; Federated learning; Model-based OPC; Multiple-modeling; Personal information; Privacy; Privacy preserving; Private data; Blockchain",Conference Paper,"Final","",Scopus,2-s2.0-85125635370
"Li Z., Zhou Y., Wu D., Wang R.","Local Model Update for Blockchain Enabled Federated Learning: Approach and Analysis",2021,"Proceedings - 2021 IEEE International Conference on Blockchain, Blockchain 2021",1,"10.1109/Blockchain53845.2021.00025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125630810&doi=10.1109%2fBlockchain53845.2021.00025&partnerID=40&md5=061fb01f1ccb037094148b4017f8ec9f","Federated learning (FL) has been considered as a promising distributed learning tool in massive data mining for different local devices. Addressing in the trust risk of centralized model aggregation and the challenge of data heterogeneity in traditional FL, this paper proposes an enhancement FL approach in a blockchain network. By analyzing the shortcakes of the classic FL that is widely used in the blockchain enabled FL networks, we propose a novel local parameter update approach, where the information of the last-round global model is utilized to reduce the local performance drift caused by data heterogeneity. The convergence of the proposed FL approach is then proved and the convergence rate is revealed to be linear to the training time. Finally, extensive experiments are carried out with a public dataset to validate the effectiveness of the proposed approach with comparisons of two classic baseline approaches. © 2021 IEEE.","Convergence performance; Data heterogeneity; Federated learning; Local model update","Data mining; Learning systems; Block-chain; Convergence performance; Data heterogeneity; Distributed learning; Federated learning; Learning approach; Learning tool; Local model; Local model update; Model updates; Blockchain",Conference Paper,"Final","",Scopus,2-s2.0-85125630810
"Wibowo D.S., Fong S.J.","Mobile Blockchain-Empowered Federated Learning: Current Situation and Further Prospect",2021,"2021 3rd International Conference on Blockchain Computing and Applications, BCCA 2021",1,"10.1109/BCCA53669.2021.9656998","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124573502&doi=10.1109%2fBCCA53669.2021.9656998&partnerID=40&md5=78d080b750985e391e0128a13f20fefb","The recent simultaneous research expansion of machine learning (ML) and mobile computing has given birth to the concept of Federated Learning (FL). FL downscales ML's enormous computation power requirement by delegating parts of learning tasks to smaller devices using the devices' own dataset. Results of these bits then proceed to be aggregated to produce a global model. Blockchain, a (semi-)decentralized distributed ledger, enhances FL in reliability, security, correctness, and availability. Nevertheless, a plain blockchain-based FL (BFL) is not always ideal in mobile settings: mobile devices have limited resources to process blockchain routines and training. Plain BFL also relies on wireless connection which is often unstable. In addition, the heterogeneous nature of these devices cannot guarantee optimal model quality. Thus, this survey covers issues in mobile BFL and recent works which give effort to solving the problems and identifies further research potentials in this field. At the end, this work offers a hypothetical prototype of an ideal mobile-based BFL (MBFL). © 2021 IEEE.","blockchain; federated learning; machine learning; mobile systems","Distributed ledger; Machine learning; Block-chain; Computation power; Current situation; Federated learning; Global models; Learning tasks; Mobile systems; Mobile-computing; Power requirement; Small devices; Blockchain",Conference Paper,"Final","",Scopus,2-s2.0-85124573502
"Bandara E., Shetty S., Rahman A., Mukkamala R.","Let'sTrace - Blockchain, Federated Learning and TUF/In-ToTo Enabled Cyber Supply Chain Provenance Platform",2021,"Proceedings - IEEE Military Communications Conference MILCOM",,"10.1109/MILCOM52596.2021.9653024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124168068&doi=10.1109%2fMILCOM52596.2021.9653024&partnerID=40&md5=013eb797d24938a05523d8e62a3127bc","'Let'sTrace' is a blockchain-enabled cyber supply chain provenance platform. It enables cyber supply chain verification with TUF (The update framework) and In-ToTo frameworks. In this paper, we discuss a prototype where the TUF and In-ToTo frameworks have been integrated into a blockchain smart contract platform to facilitate robust supply chain verification functions. In this paper, we describe the TUF and In-ToTo frameworks and how they are implemented as the secure software update system which can verify the software update and use In-ToTo metadata files as the software supply chain end-to-end verification. Further, we have proposed a mechanism to analyze cyber supply chain information and software updates on different parties using a blockchain-enabled federated learning system. With this approach, we make the cyber supply chain more secure, reliable, and meaningful to conduct further analytics efficiently. This paper aims to demonstrate how through the use of our integrated approach, cyber defenders can harden relevant SSCs thus reducing a multitude of attack vectors leading to a stronger overall security posture. © 2021 IEEE.","Blockchain; Cyber Supply Chain; Federated Learning; In-ToTo; TUF","Blockchain; Cybersecurity; Learning systems; Verification; Block-chain; Chain-ends; Cybe supply chain; Federated learning; In-toto; Secure software; Software supply chains; Software updates; Software use; The update framework; Supply chains",Conference Paper,"Final","",Scopus,2-s2.0-85124168068
"Xu C., Qu Y., Eklund P.W., Xiang Y., Gao L.","BAFL: An Efficient Blockchain-Based Asynchronous Federated Learning Framework",2021,"Proceedings - IEEE Symposium on Computers and Communications",4,"10.1109/ISCC53001.2021.9631405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123175456&doi=10.1109%2fISCC53001.2021.9631405&partnerID=40&md5=5d96784bcdad5427f46f76274d46db52","With the widespread of 5G networks, the application of Federated Learning (FL) in Internet of Things (IoT) has become a trend. However, the trust problem caused by the centralized aggregation server, and the inefficiency problem caused by the low-performance devices, are still key challenges. Several studies involving asynchronous FL have been conducted to accelerate the training process, but they usually have a decreased model performance. In this paper, a blockchain-based asynchronous federated learning framework with a dynamic scaling factor is proposed. By adopting the blockchain, the trust problem among devices can be addressed. Meanwhile, the novel dynamic scaling factor is proposed to help improve the FL efficiency and accuracy. Extensive experiments are conducted on heterogeneous devices and the results show that the proposed framework mitigates the impact of low-performance devices while being as efficient as traditional FL with the extra benefit of alleviating the trust problem among IoT devices. © 2021 IEEE.","Asynchronous Federated Learning; Blockchain; IoT; Scaling Factor","5G mobile communication systems; Blockchain; Asynchronoi federated learning; Block-chain; Centralised; Dynamic scaling; Learning accuracy; Learning frameworks; Modeling performance; Performance; Scaling factors; Training process; Internet of things",Conference Paper,"Final","",Scopus,2-s2.0-85123175456
"Huang X., Zhi C., Chen Q., Zhang J.","Blockchain-Enabled Clustered Federated Learning in Fog Computing Networks",2021,"IEEE Vehicular Technology Conference",,"10.1109/VTC2021-Fall52928.2021.9625303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123011258&doi=10.1109%2fVTC2021-Fall52928.2021.9625303&partnerID=40&md5=f90c1e44fd22aeeb2965379fc669e452","In mobile computing scenarios, federation learning allows users to jointly train global models in a decentralized manner without exposing private data. However, due to the heterogeneity of the network and devices, the traditional global model often fails to fit the user data distribution, which is inconsistent with the primary condition of federation learning, resulting in accuracy decreasing of global models. Besides, the security of federated learning is decreasing with the increase of malicious attacks. To address the aforementioned issues, in this paper, we explore the cosine similarity of model gradients and design a clustered mechanism to improve learning efficiency. Furthermore, we combine the clustered federated learning with the blockchain-supported fog computing networks, which could verify local models uploaded by users and generate the traceable global models to improve the learning efficiency. Finally, we conduct experiments on several frameworks with the real-world dataset FEMNIST, and the experimental results demonstrate the efficiency and robustness of the blockchain-enabled clustered federated learning framework. © 2021 IEEE.","Blockchain; Clustering; Federated learning; Fog computing networks","Blockchain; Efficiency; Fog; Learning systems; Network security; Block-chain; Clusterings; Decentralised; Federated learning; Fog computing network; Global models; Learning efficiency; Mobile-computing; Private data; User data; Fog computing",Conference Paper,"Final","",Scopus,2-s2.0-85123011258
