"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Endurthi A.; Khare A.","Endurthi, Anjaneyulu (56771376400); Khare, Akhil (57190018328)","56771376400; 57190018328","Smart Contracts Resilient against Malicious Attacks in Permission-less Blockchain","2023","Proceedings of the 17th INDIACom; 2023 10th International Conference on Computing for Sustainable Global Development, INDIACom 2023","","","","1201","1206","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159601886&partnerID=40&md5=6309d3f69c3855988676efb55fb86c6f","The applications of Blockchain are rapidly growing across all the sectors and blockchain has become a one- stop solution to achieve data integrity. For both small and large businesses, blockchain can be used to enhance security, privacy, and data openness. A block gets added in the blockchain after reaching an agreement among the peers using a consensus algorithm. In a permission-less blockchain, the peers can behave maliciously. A consensus algorithm should prohibit malicious nodes/peers from adding invalid blocks to the blockchain, controlling the network while also granting equal rights to all nodes and mandating their participation in the consensus process. Smart contracts are the programs stored in a blockchain that run when specific conditions are met. There are certain attacks on blockchain smart contracts - Reentrancy attacks, Arithmetic overflow/underflow attack, Short address attack, Denial of service etc. The root cause of such attacks on smart contracts are the vulnerabilities existing in the smart contracts. This paper aims at correcting the vulnerabilities in the smart contracts thus eliminating such malicious attacks in the permission-less blockchains. © 2023 Bharati Vidyapeeth, New Delhi.","Blockchain; Consensus algorithm; Long range attacks; Malicious attacks; Network faults; Permission-less blockchain; smart contracts","Blockchain; Denial-of-service attack; Network security; Block-chain; Consensus algorithms; Data integrity; Long range attack; Malicious attack; Network faults; One stop; Permission-less blockchain; Small business; Smart contract","Conference paper","Final","","Scopus","2-s2.0-85159601886"
"de Sousa H.R.; Pinto A.","de Sousa, Hélder Ribeiro (57204719765); Pinto, António (9747183700)","57204719765; 9747183700","On the feasibility of blockchain for online surveys with reputation and informed consent support","2019","Advances in Intelligent Systems and Computing","806","","","314","322","8","2","10.1007/978-3-030-01746-0_37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056860372&doi=10.1007%2f978-3-030-01746-0_37&partnerID=40&md5=1b606148c8818539a216019f60780e95","Economical benefits obtained by large Internet corporations from gathering and processing user information at a global scale led the European Union to legislate on behalf of individual rights and the privacy of personal information. Data collectors, in particular, must now obtain proof of the user’s consent for every single operation comprising their data. Considering the conflicting interests of all involved parties, we propose that consent should be stored in a blockchain. By being a distributed, immutable and verifiable ledger, the blockchain presents itself as an almost tailor-made solution to harmonize conflicting interests while enabling the regulators’ supervision. © Springer Nature Switzerland AG 2019.","Blockchain; GDPR; Informed consent; Reputation; Surveys","Ambient intelligence; Application programs; Artificial intelligence; Data privacy; Surveying; Surveys; Data collectors; Economical benefits; GDPR; Informed consent; Online surveys; Personal information; Reputation; User information; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85056860372"
"Huh K.Y.; Jeong S.-U.; Moon S.J.; Kim M.-J.; Yang W.; Jeong M.; Song I.; Kwak Y.-G.; Lee S.; Kim M.-G.","Huh, Ki Young (57211287976); Jeong, Sang-Un (57455758600); Moon, Seol Ju (56089308800); Kim, Min-Ji (57455605200); Yang, Wooseok (57455605300); Jeong, Myeonggyu (57455915700); Song, Ildae (57102612900); Kwak, Yong-Geun (7103120449); Lee, SeungHwan (55926041800); Kim, Min-Gul (38260938400)","57211287976; 57455758600; 56089308800; 57455605200; 57455605300; 57455915700; 57102612900; 7103120449; 55926041800; 38260938400","METORY: Development of a Demand-Driven Blockchain-Based Dynamic Consent Platform Tailored for Clinical Trials","2022","Frontiers in Medicine","9","","837197","","","","1","10.3389/fmed.2022.837197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131323897&doi=10.3389%2ffmed.2022.837197&partnerID=40&md5=eade275ad114ef646490e44a3d124b61","The recent advent of the dynamic consent concept intensified the data integrity issue in clinical trials. Incorporating blockchain technology into a dynamic consent platform can be a feasible solution. Due to various clinical trial settings, a demand-driven development strategy is required. We developed a blockchain-based dynamic consent platform named METORY tailored for clinical trials. The platform consisted of three parts: web and mobile application user interface, study management platform, and blockchain platform. Hyperledger Fabric, an enterprise-grade private blockchain framework, was used to integrate blockchain into the study consent platform. We conducted user acceptance tests and applied feedback to the improvement of the platform. Identity and role-based access control was constructed by combining mobile-application-based certificate system and access control functionalities in Hyperledger fabric. Data were encrypted using SHA-256 prior to transmission to blockchain server and TLS protocol was used for in-transit encryption. File-system level encryption was separated implemented within the security measures from Amazon RDS. Users' experience in the clinical trial was acceptable in the ease and usefulness of the platform. Copyright © 2022 Huh, Jeong, Moon, Kim, Yang, Jeong, Song, Kwak, Lee and Kim.","blockchain; clinical trials; dynamic consent; mobile application; platform","adult; aged; Article; blockchain; clinical research coordinator; clinical trial (topic); controlled study; data integration; female; health care access; human; informed consent; Internet; male; multicenter study; normal human; web browser","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85131323897"
"Kim T.M.; Lee S.-J.; Chang D.-J.; Koo J.; Kim T.; Yoon K.-H.; Choi I.-Y.","Kim, Tong Min (57191545925); Lee, Seo-Joon (55845224900); Chang, Dong-Jin (55196037400); Koo, Jawook (57222000973); Kim, Taenam (57222000944); Yoon, Kun-Ho (7401607578); Choi, In-Young (25959506000)","57191545925; 55845224900; 55196037400; 57222000973; 57222000944; 7401607578; 25959506000","Dynamichain: Development of medical blockchain ecosystem based on dynamic consent system","2021","Applied Sciences (Switzerland)","11","4","1612","1","20","19","14","10.3390/app11041612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100897568&doi=10.3390%2fapp11041612&partnerID=40&md5=4d59d754566f6d0ae1d59158d53a59a4","Although blockchain is acknowledged as one of the most important technologies to lead the fourth industrial revolution, major technical challenges regarding security breach and privacy issues remain. This issue is particularly sensitive in applied medical fields where personal health information is handled within the network. In addition, contemporary blockchain‐converged solutions do not consider restricted medical data regulations that are still obstacles in many countries worldwide. This implies a crucial need for a system or solution that is suitable for the healthcare sector. Therefore, this article proposes the development of a dynamic consent medical blockchain system called DynamiChain, based on a ruleset management algorithm for handling health examination data. Moreover, medical blockchain‐related studies were systematically reviewed to prove the novelty of DynamiChain. The proposed system was implemented in a scenario where the exercise management healthcare company provided health management services based on data obtained from the data provider’s hospital. The proposed research is envisioned to provide a widely compatible blockchain medical system that could be applied in future healthcare fields. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Blockchain; Dynamic consent; Medical data; Security management; Smart contract","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85100897568"
"Siddiqui M.S.; Syed T.A.; Nadeem A.; Nawaz W.; Alkhodre A.","Siddiqui, Muhammad Shoaib (23096216800); Syed, Toqeer Ali (55204929000); Nadeem, Adnan (35183741600); Nawaz, Waqas (36700271700); Alkhodre, Ahmad (7801308698)","23096216800; 55204929000; 35183741600; 36700271700; 7801308698","Permission and Usage Control for Virtual Tourism using Blockchain-based Smart Contracts","2022","International Journal of Advanced Computer Science and Applications","13","11","","231","240","9","0","10.14569/IJACSA.2022.0131126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143850875&doi=10.14569%2fIJACSA.2022.0131126&partnerID=40&md5=ef58e3d357a19df4d4f5fd573e3e6da4","Virtual Tourism (VT) is a booming business with potential perspectives in the entertainment and financial industry. Due to travel restrictions, safety concerns, and expensive travelling the younger generation is showing interest in virtual tourism instead of traditional tourism. However, virtual tourism does not financially benefit the service providers as compared to traditional tourism stakeholders. An online system is essential to provide a central point of access to various tourism sites along with usage, permission, and payment control. In this paper, a secure blockchain-based broker service for users and content providers is proposed, which allows tourism sites to announce their virtual tours and provide accessibility and accountability. Meanwhile, it enables users to register, subscribe, access, and be billed according to their usage. The permission control module ensures authentication and authorization, while the usage control provides accountability to the predefined service level agreement. The transactions are stored on the blockchain to ensure the integrity of data and smart contracts are used to ensure automatic usage and permission control. An implementation on Hyperledger Fabric is provided as a proof of concept with performance measurements as a case study. © 2022, International Journal of Advanced Computer Science and Applications. All Rights Reserved.","Access control; Blockchain; Permission control; Usage control; Virtual tourism","Authentication; Authorization; Distributed ledger; Block-chain; Entertainment industry; Financial industry; Permission control; Safety concerns; Service provider; Travel restrictions; Usage control; Virtual tourism; Younger generations; Blockchain","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85143850875"
"Navaroj G.I.; Julie E.G.; Robinson Y.H.","Navaroj, G. Indra (57370328600); Julie, E. Golden (57077009100); Robinson, Y. Harold (39861194200)","57370328600; 57077009100; 39861194200","Adaptive practical Byzantine fault tolerance consensus algorithm in permission blockchain network","2022","International Journal of Web and Grid Services","18","1","","62","82","20","6","10.1504/IJWGS.2022.119273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120981922&doi=10.1504%2fIJWGS.2022.119273&partnerID=40&md5=3dbf11a6e9aed43f43db9e0b1cb77c8e","Blockchain is a distributed ledger or data structure. Combined with many other technologies, it uses the internet of things, cloud computing, artificial intelligence, big data, and machine learning. Several industries, especially governments, have employed blockchain technology to overcome a variety of security challenges. Blockchain focuses on double-spending and distributed consensus. However, blockchain networks are inefficient and scalable. Communication overhead occurs due to many replications. This paper proposes an adaptive practical Byzantine fault tolerance algorithm in permission blockchains. This method divides the node into trust nodes and faulty nodes. The nodes with faulty reputations are excluded from voting. Also, the identified trust node has a high reputation in the consensus process. A majority of voting values select the master node. This adaptive PBFT algorithm is excellent for long-term periodicity and increased scalability, and lower overall communication costs. Finally, the performance of adaptive PBFT is compared to other algorithms. © 2022 Inderscience Enterprises Ltd.. All rights reserved.","Blockchain trust node; Byzantine; Fault node; Practical Byzantine","Artificial intelligence; Distributed ledger; Fault tolerance; Block-chain; Blockchain trust node; Byzantine; Byzantine fault tolerance; Cloud-computing; Consensus algorithms; Distributed consensus; Fault node; Practical byzantine; Security challenges; Blockchain","Article","Final","","Scopus","2-s2.0-85120981922"
"Kakarlapudi P.V.; Mahmoud Q.H.","Kakarlapudi, Prasanth Varma (57223004512); Mahmoud, Qusay H. (6701548037)","57223004512; 6701548037","A systematic review of blockchain for consent management","2021","Healthcare (Switzerland)","9","2","137","","","","28","10.3390/healthcare9020137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104444976&doi=10.3390%2fhealthcare9020137&partnerID=40&md5=160a49070eed20fcf9a1ae91495004df","Blockchain technology was introduced through Bitcoin in a 2008 whitepaper by the mysterious Satoshi Nakamoto. Since its inception, it has gathered great attention because of its unique properties—immutability and decentralized authority. This technology is now being implemented in various fields such as healthcare, IoT, data management, etc., apart from cryptocurrencies. As it is a newly emerging technology, researchers and organizations face many challenges in integrating this technology into other fields. Consent management is one of the essential processes in an organization because of the ever-evolving privacy laws, which are introduced to provide more control to users over their data. This paper is a systematic review of Blockchain’s application in the field of consent and privacy data management. The review discusses the adaptation of Blockchain in healthcare, IoT, identity management, and data storage. This analysis is formed on the principles of the Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) and a process of systematic mapping review. We provide analysis of the development, challenges, and limitations of blockchain technology for consent management. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Blockchain; Consent management; Privacy","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104444976"
"Islam M.R.; Rashid M.M.","Islam, Md Rafiqul (57161705300); Rashid, Muhammad Mahbur (58639251900)","57161705300; 58639251900","Permission-Based Blockchain Consortium Network (PBCN) uses for Cross-Border Payment","2023","IEEE Symposium on Wireless Technology and Applications, ISWTA","2023-August","","","84","89","5","0","10.1109/ISWTA58588.2023.10249489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174257282&doi=10.1109%2fISWTA58588.2023.10249489&partnerID=40&md5=ff0bedc088dcecbb335aabd9331d76f0","The introduction of a permission-based blockchain consortium network for cross-border payment systems has completely changed how businesses run and made it possible for trade and commerce to take place on a worldwide scale. However, most of the current cross-border payment systems are only operational in pilot mode, which presents several difficulties such as high transaction fees and a drawn-out settlement procedure, as well as another crucial issue called trust in the payment gateway system. Blockchain technology has arisen in recent years as a potential answer to these problems, including quicker transaction speeds, cheaper transaction costs, and better security. In this study, a unique database storage management system and transaction processing mechanism have been used to propose a novel permission-based consortium blockchain network for cross-border payment systems, particularly for banking and finance.  © 2023 IEEE.","blockchain; cross-border; scalable; security; settlement","Gateways (computer networks); Storage management; 'current; Block-chain; Cross-border; Gateway system; Payment gateways; Payment systems; Scalable; Security; Settlement; Transaction cost; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85174257282"
"Ahmed J.; Yildirim S.; Nowostaki M.; Ramachandra R.; Elezaj O.; Abomohara M.","Ahmed, Javed (57196871816); Yildirim, Sule (57204767591); Nowostaki, Mariusz (57216963885); Ramachandra, Raghvendra (57190835798); Elezaj, Ogerta (57200092624); Abomohara, Mohamad (57997898500)","57196871816; 57204767591; 57216963885; 57190835798; 57200092624; 57997898500","GDPR compliant consent driven data protection in online social networks: A blockchain-based approach","2020","Proceedings - 3rd International Conference on Information and Computer Technologies, ICICT 2020","","","9092226","307","312","5","16","10.1109/ICICT50521.2020.00054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085556662&doi=10.1109%2fICICT50521.2020.00054&partnerID=40&md5=3f2ca15ae16d0d9fa1d12ceb228e0898","The enforcement of the General Data Protection Regulation (GDPR) represents a great challenge for online social networks (OSNs). Several OSNs are making significant changes to their systems to achieve compliance with GDPR. OSNs are required to obtain meaningful consent from users to achieve GDPR compliance. GDPR recognizes user's consent as a legitimate ground for personal data processing in the context of online social networks. This article presents a comparative study about the criteria for valid consent under GDPR and existing consent seeking practices of OSNs. In order to simplify the comparative process, Facebook is taken as a case study for online social networks. In conclusion of the comparative study, we argue that existing consent mechanisms in OSNs are not GDPR compliant. To achieve GDPR compliance in online social networks, we advocate a blockchain-based approach for consent management. This paper paves the way for designing a blockchain-based GDPR compliant consent management model for personal data processing in online social networks. © 2020 IEEE.","Blockchain; Compliance; Data protection; GDPR; Online social networks","Blockchain; Data handling; Social sciences computing; Comparative studies; Consent managements; Facebook; General data protection regulations; On-line social networks; Online social networks (OSNs); Social networking (online)","Conference paper","Final","","Scopus","2-s2.0-85085556662"
"Alhajri M.; Salehi Shahraki A.; Rudolph C.","Alhajri, May (57476505100); Salehi Shahraki, Ahmad (57211853841); Rudolph, Carsten (36696969600)","57476505100; 57211853841; 36696969600","Privacy of Fitness Applications and Consent Management in Blockchain","2022","ACM International Conference Proceeding Series","","","","65","73","8","2","10.1145/3511616.3513100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127438822&doi=10.1145%2f3511616.3513100&partnerID=40&md5=130294a5c18ca633cf25847bcdd2f83a","The rapid advances in fitness wearable devices are redefining privacy around interactions. Fitness wearables devices record a considerable amount of sensitive and private details about exercise, blood oxygen level, and heart rate. Privacy concerns have emerged about the interactions between an individual's raw fitness data and data analysis by the providers of fitness apps and wearable devices. This paper describes the importance of adopting and applying legal frameworks within the fitness tracker ecosystem. In this review, we describe the studies on the current privacy policies of fitness app providers, heuristically evaluate the methods for consent management by fitness providers, summarize the gaps identified in our review of these studies, and discuss potential solutions for filling the gaps identified. We have identified four main problems related to preserving the privacy of users of fitness apps: lack of system transparency, lack of privacy policy legibility, concerns regarding one-time consent, and issues of noncompliance regarding consent management. After discussing feasible solutions, we conclude by describing how blockchain is suitable for solving these privacy issues.  © 2022 ACM.","Consent Criteria; Consent Management; Data Protection; Fitness Data; Fitness Provider; Legal Framework; Privacy; Wearable Devices","Blockchain; Health; Wearable technology; Application management; Block-chain; Consent criteria; Consent managements; Fitness data; Fitness provider; Legal frameworks; Privacy; Privacy policies; Wearable devices; Data privacy","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85127438822"
"Rantos K.; Drosatos G.; Kritsas A.; Ilioudis C.; Papanikolaou A.; Filippidis A.P.","Rantos, Konstantinos (6507911474); Drosatos, George (25926975400); Kritsas, Antonios (57207823536); Ilioudis, Christos (6602906000); Papanikolaou, Alexandros (26422447700); Filippidis, Adam P. (57202989788)","6507911474; 25926975400; 57207823536; 6602906000; 26422447700; 57202989788","A Blockchain-Based Platform for Consent Management of Personal Data Processing in the IoT Ecosystem","2019","Security and Communication Networks","2019","","1431578","","","","24","10.1155/2019/1431578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074347402&doi=10.1155%2f2019%2f1431578&partnerID=40&md5=fdaa623a9561a4c539b3dca4a0eff8ef","In the Internet of Things (IoT) ecosystem, the volume of data generated by devices in the user's environment is continually increasing and becoming of particular value. In such an environment the average user is bound to face considerable difficulties in understanding the size and scope of his/her collected data. However, the provisions of the European General Data Protection Regulation (GDPR) require data subjects to be able to control their personal data, be informed, and consent to its processing in an intelligible manner. This paper proposes ADVOCATE platform, a user-centric solution that allows data subjects to easily manage consents regarding access to their personal data in the IoT ecosystem. The proposed platform also assists data controllers to meet GDPR requirements, such as informing data subjects in a transparent and unambiguous manner about the data they will manage, the processing purposes, and periods. The integrity of personal data processing consents and the immutable versioning control of them are protected by a blockchain infrastructure. Finally, the paper provides a prototype implementation of the proposed platform that supports the main consents management functionality. © 2019 Konstantinos Rantos et al.","","Blockchain; Data handling; Ecosystems; Consent managements; Data controllers; Data subjects; General data protection regulations; Internet of thing (IOT); Management functionality; Prototype implementations; User-centric; Internet of things","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85074347402"
"Benchoufi M.; Porcher R.; Ravaud P.","Benchoufi, Mehdi (55247294500); Porcher, Raphael (55682557800); Ravaud, Philippe (7006328159)","55247294500; 55682557800; 7006328159","Blockchain protocols in clinical trials: Transparency and traceability of consent","2017","F1000Research","6","","66","","","","95","10.12688/f1000research.10531.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025107881&doi=10.12688%2ff1000research.10531.4&partnerID=40&md5=f535a82e8529accaa438e076278c929a","Clinical trial consent for protocols and their revisions should be transparent for patients and traceable for stakeholders. Our goal is to implement a process allowing the collection of patients' informed consent, which is bound to protocol revisions, storing and tracking the consent in a secure, unfalsifiable and publicly verifiable way, and enabling the sharing of this information in real time. For that, we will built a consent workflow using a rising technology called Blockchain. This is a distributed technology that brings a built-in layer of transparency and traceability. From a more general and prospective point of view, we believe Blockchain technology brings a paradigmatical shift to the entire clinical research field. We designed a Proof-of-Concept protocol consisting of time-stamping each step of the patient's consent collection using Blockchain; thus archiving and historicising the consent through cryptographic validation in a securely unfalsifiable and transparent way. For each revision of the protocol, consent was sought again. We obtained a single document, in a standard open format, that accounted for the whole consent collection process: timestamped consent status with regards to each version of the protocol. This document cannot be corrupted, and can be checked on any dedicated public website. It should be considered as a robust proof of data. However, in a live clinical trial, the authentication system should be strengthened in order to remove the need for third parties, here the trial stakeholders, and give participative control to the peer-to-peer users. In the future, we think that the complex data flow of a clinical trial can be tracked using Blockchain, that a blockchain core functionality, named Smart Contract, could help prevent clinical trial events not to happen in the right chronological order: for example including patients before they consented or analysing case report forms data before freezing the database. Globally, we think Blockchain will help with reliability, security, and transparency, and could be a consistent step towards reproducibility. © 2017 Benchoufi M et al.","Blockchain; Clinical trial; Consent; E-consent; Reliability; Reproducibility; Smart contract; Transparency","adult; case report; clinical research; controlled clinical trial; female; freezing; human; informed consent; male; prevention; reliability; reproducibility; validation process; workflow","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85025107881"
"Goint M.; Bertelle C.; Duvallet C.","Goint, Mongetro (57265260800); Bertelle, Cyrille (24279567300); Duvallet, Claude (13807954600)","57265260800; 24279567300; 13807954600","Secure Access Control to Data in Off-Chain Storage in Blockchain-Based Consent Systems","2023","Mathematics","11","7","1592","","","","0","10.3390/math11071592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152800025&doi=10.3390%2fmath11071592&partnerID=40&md5=b26ff6557ee6f665b7a7927dc5b130e4","Data access control is a crucial aspect of data management. Actors who want to share data need systems to manage consent in order to decide who can access their data. This guarantees the privacy of data, which is often sensitive. As a secure distributed ledger, the blockchain is widely used today to manage consent for data access. However, a blockchain is not ideal for storing large volumes of data due to its characteristics. Therefore, it is often coupled with off-chain systems to facilitate the storage of these kinds of data. Therefore, data located outside the blockchain require security procedures. This article proposes a securing mechanism based on data encryption to secure data in off-chain storage in blockchain-based consent systems. The protocol uses a symmetric key system, which prevents the reading of data stored outside the sphere of the blockchain by malicious actors who would have access. The mechanism’s set up allows each set of data to be encrypted with a symmetric key that is anchored in a blockchain. This key is then used by the actors who have obtained the consent of the data owner to access and read the data stored outside the blockchain. © 2023 by the authors.","blockchain; data access; data encryption; distributed ledger; smart contracts","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85152800025"
"Bhawana; Kumar S.","Bhawana (57338977300); Kumar, Sushil (57213856119)","57338977300; 57213856119","Permission Blockchain Network based Central Bank Digital Currency","2021","2021 IEEE 4th International Conference on Computing, Power and Communication Technologies, GUCON 2021","","","","","","","8","10.1109/GUCON50781.2021.9574020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119091995&doi=10.1109%2fGUCON50781.2021.9574020&partnerID=40&md5=8e41f5435bca399e27bbe0944576396c","The central bank digital currency (CBDC) is gaining popularity for the last few years in many countries as it will affect the entire ecosystem of the current financial infrastructure. The CBDC utilizes digital tokens to indicate any nation's fiat/stable currency that manages under distributed ledger technology such as blockchain. Compared to existing cryptocurrencies, the CBDC is regulated by the government monetary policies, including the issuance of digital tokens (i.e., digitized central bank money) and circulation of these digital tokens to the commercial banks, then to the public/end-users. This paper proposes a two-layered CBDC architecture after analyzing the recent research and existing CBDC pilot projects. The distribution layer shows wholesale CBDC based on permission blockchain network (PBN) between the central bank and the commercial banks. While, the user layer describes the functioning of retail CBDC, which shows the interaction between the commercial banks and the end-users through the token-based account. We aim to provide the CBDC design architecture and smart-contract functions for PBN. © 2021 IEEE.","Blockchain; DBDC; DLT; Retail CBDC; Token-based CBDC; Wholesale CBDC","Distributed ledger; Electronic money; Network architecture; Block-chain; Central bank; DBDC; Digital tokens; DLT; Retail central bank digital currency; Token-based central bank digital currency; Wholesale central bank digital currency; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85119091995"
"Rupasinghe T.; Burstein F.; Rudolph C.","Rupasinghe, Tharuka (57210633008); Burstein, Frada (7005835913); Rudolph, Carsten (36696969600)","57210633008; 7005835913; 36696969600","Blockchain based dynamic patient consent: A privacy-preserving data acquisition architecture for clinical data analytics","2019","40th International Conference on Information Systems, ICIS 2019","","","","","","","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100343367&partnerID=40&md5=0fcee26493255841706a367ac7a568b4","Clinical intelligence gathered from data analytics plays a significant role in the development of preventive measures and aids the decision-making process. However, due to the scattered and distributed nature of digital healthcare records, accessing data for analytics has become a huge challenge. The main reason for that is data custodians being reluctant to disseminate the records to the external entities due to security and privacy concerns. As the ultimate ownership of medical records lies with the individual patient, this is best resolved by integrating patient consent with existing access control mechanisms. Recently, blockchain has been shown as a promising technology to provide secure and privacy-preserving data sharing on distributed and decentralized environments. Therefore, to cater the requirement of privacy-preserving data acquisition for clinical data analytics in the modern digital health networks, we propose a dynamic consent management architecture leveraging blockchain technology and smart contracts adhering to six key design goals. © 40th International Conference on Information Systems, ICIS 2019. All rights reserved.","Blockchain in healthcare; Data privacy; Dynamic consent; Smart contracts","Access control; Blockchain; Data acquisition; Data Analytics; Data Sharing; Decision making; Health care; Information management; Information systems; Information use; Memory architecture; Network architecture; Access control mechanism; Data acquisition architecture; Decision making process; Dynamic consents; Healthcare record; Preventive measures; Privacy preserving; Security and privacy; Data privacy","Conference paper","Final","","Scopus","2-s2.0-85100343367"
"Mak B.C.; Addeman B.T.; Chen J.; Papp K.A.; Gooderham M.J.; Guenther L.C.; Liu Y.; Broedl U.C.; Logger M.E.","Mak, Baldwin C. (58569499800); Addeman, Bryan T. (58569079200); Chen, Jia (58569293600); Papp, Kim A. (7005425361); Gooderham, Melinda J. (6506900180); Guenther, Lyn C. (7004150096); Liu, Yi (58568860700); Broedl, Uli C. (6506026793); Logger, Marianne E. (58569398100)","58569499800; 58569079200; 58569293600; 7005425361; 6506900180; 7004150096; 58568860700; 6506026793; 58569398100","Leveraging Blockchain Technology for Informed Consent Process and Patient Engagement in a Clinical Trial Pilot","2021","Blockchain in Healthcare Today","4","","182","","","","1","10.30953/bhty.v4.182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153673259&doi=10.30953%2fbhty.v4.182&partnerID=40&md5=88c95b1ae8d4d45b9597e3fd0af45188","Objective: Despite the implementation of quality assurance procedures, current clinical trial management processes are time-consuming, costly, and often susceptible to error. This can result in limited trust, transparency, and process inefficiencies, without true patient empowerment. The objective of this study was to determine whether blockchain technology could enforce trust, transparency, and patient empowerment in the clinical trial data management process, while reducing trial cost. Design: In this proof of concept pilot, we deployed a Hyperledger Fabric-based blockchain system in an active clinical trial setting to assess the impact of blockchain technology on mean monitoring visit time and cost, non-compliances, and user experience. Using a parallel study design, we compared differences between blockchain technology and standard methodology. Results: A total of 12 trial participants, seven study coordinators and three clinical research associates across five sites participated in the pilot. Blockchain technology significantly reduces total mean monitoring visit time and cost versus standard trial management (475 to 7 min; P = 0.001; €722 to €10; P = 0.001 per participant/visit, respectively), while enhancing patient trust, transparency, and empowerment in 91, 82 and 63% of the patients, respectively. No difference in non-compliances as a marker of trial quality was detected. Conclusion: Blockchain technology holds promise to improve patient-centricity and to reduce trial cost compared to conventional clinical trial management. The ability of this technology to improve trial quality warrants further investigation. © 2021, Partners in Digital Health. All rights reserved.","blockchain; clinical trials; healthcare and medical research; Hyperledger Fabric; informed consent","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85153673259"
"Cash M.; Bassiouni M.","Cash, Michael (57204813610); Bassiouni, Mostafa (7006966169)","57204813610; 7006966169","Two-tier permission-ed and permission-less blockchain for secure data sharing","2018","Proceedings - 3rd IEEE International Conference on Smart Cloud, SmartCloud 2018","","","8513729","138","144","6","30","10.1109/SmartCloud.2018.00031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057304276&doi=10.1109%2fSmartCloud.2018.00031&partnerID=40&md5=21fcfa100da53caca228427ac9b3b334","The rise of popular cryptocurrencies like Bitcoin and Ethereum has increased the popularity of blockchain technology, the framework these cryptocurrencies are built upon. The security and access control that blockchain technology has provided for cryptocurrencies has peaked the curiosity of other industries, realizing its potential value and future outlook. In this paper, we analyze two types of blockchains, permission-ed and permission-less, and introduce a two-tier blockchain concept utilizing both types for secure data sharing. We provide background on the consensus algorithms used for each blockchain type, Proof-of-Work and Proof-of-Authority. Testing on both Mac OS and Ubuntu Linux-based system environments, preliminary results show that by increasing the number of miners in a Proof-of-Work consensus, there is a correlating increase in the total block count in a permissionless blockchain, where the rate of increase is dependent on the system environment. In the Proof-of-Authority permission-ed blockchain, the block count observed little to no change across both environments. © 2018 IEEE.","Blockchain; Ethereum; Permission-ed; Permission-less; Proof-of-Authority; Proof-of-Work","Access control; Electronic money; Linux; Consensus algorithms; Ethereum; Linux-based system; Permission-less; Potential values; Proof of work; Proof-of-Authority; System environment; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85057304276"
