Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author full names,Author(s) ID,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID,Item type,Journal,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Notes,Series
,Gilda S.; Mehrotra M.,Blockchain for Student Data Privacy and Consent,2018.0,Scopus,,,,,,,10.1109/ICCCI.2018.8441445,,,,,,,,,,,,"Current methods for obtaining data consent from legal guardians are limited to paper forms and human data entry. While this classic method of granting consent is familiar to the parties involved, it involves little accountability or ongoing access oversight. Parents are asked to sign multiple permission forms, but are not given an efficient manner by which they can differentiate between fields for consent nor keep track of usage. Blockchain technology represents a promising approach for developing 'smart contracts', digital promises to be executed without reliance upon a legal intermediary. Utilizing Hyperledger Fabric and Hyperledger Composer, we propose a framework of nested authorization, allowing a public school data administrator the ability to grant authorization rights to a third party afterschool intervention program and their volunteers, who meet with parents and obtain consent for data access rights relying on smart contracts. These data consent signatures allow researchers the ability to design targeted inventions, meeting the needs of the community. © 2018 IEEE.",,,"Gilda, Shlok (57196079349); Mehrotra, Maanav (57203914436)",57196079349; 57203914436,"2018 International Conference on Computer Communication and Informatics, ICCCI 2018",8441445,,,,21.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053499107&doi=10.1109%2fICCCI.2018.8441445&partnerID=40&md5=39bb88bd9055b4b70c3f749b97ec8ad8,Blockchain; Data consent; Data privacy; Smart contract,Blockchain; Public administration; Data administrators; Data consent; Intervention programs; Keep track of; Paper forms; Public schools; Smart contracts; Third parties; Data privacy,Conference paper,Final,,2-s2.0-85053499107,,,,,,,,,,,,,
,Hyla T.; Pejas J.,eHealth integrity model based on a permission blockchain,2019.0,Scopus,,,,,,,10.1109/CCC.2019.00013,,,,,,,,,,,,"Large eHealth systems should have a mechanism to detect unauthorized changes in patient's medical documentation, access permissions, and logs. This is due to the fact, that the modern eHealth systems interconnect many healthcare providers and many healthcare sites. One of the most promising technologies for implementing integrity protection service is blockchain technology. In this paper, we propose Blockchain based eHealth Integrity Model for ensuring integrity of information in eHealth systems that uses a permissioned blockchain with off-chain storage of information. In contrast to existing solutions, our model allows removing of information, which in many countries' eHealth systems is a legal requirement. Moreover, our proposal can be easily integrated using service oriented architecture, which lowers costs and efforts of systems deployment. The paper also discuss several security problems related to blockchains that must be considered during blockchain development in eHealth systems. © 2019 IEEE.",,,"Hyla, Tomasz (55751579100); Pejas, Jerzy (55445642200)",55751579100; 55445642200,"Proceedings - 2019 Cybersecurity and Cyberforensics Conference, CCC 2019",8854534,172.0,177.0,5.0,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073880874&doi=10.1109%2fCCC.2019.00013&partnerID=40&md5=d7bf6ab44b990b92f19d36132460e565,Blockchain; eHealth; Integrity; Proof of existence; Transactional transparency,Blockchain; Information services; Service oriented architecture (SOA); Access permissions; Health care providers; Integrity; Integrity protection services; Legal requirements; Medical documentation; Proof of existence; Security problems; eHealth,Conference paper,Final,,2-s2.0-85073880874,,,,,,,,,,,,,
,Zhang L.; Zou Y.; Yousuf M.H.; Wang W.; Jin Z.; Su Y.; Seokhoon K.,BDSS: Blockchain-based Data Sharing Scheme With Fine-grained Access Control And Permission Revocation In Medical Environment,2022.0,Scopus,,,,,,,10.3837/TIIS.2022.05.012,,,16,5.0,,,,,,,,"Due to the increasing need for data sharing in the age of big data, how to achieve data access control and implement user permission revocation in the blockchain environment becomes an urgent problem. To solve the above problems, we propose a novel blockchain-based data sharing scheme (BDSS) with fine-grained access control and permission revocation in this paper, which regards the medical environment as the application scenario. In this scheme, we separate the public part and private part of the electronic medical record (EMR). Then, we use symmetric searchable encryption (SSE) technology to encrypt these two parts separately, and use attribute-based encryption (ABE) technology to encrypt symmetric keys which used in SSE technology separately. This guarantees better fine-grained access control and makes patients to share data at ease. In addition, we design a mechanism for EMR permission grant and revocation so that hospital can verify attribute set to determine whether to grant and revoke access permission through blockchain, so it is no longer necessary for ciphertext re-encryption and key update. Finally, security analysis, security proof and performance evaluation demonstrate that the proposed scheme is safe and effective in practical applications.  Copyright © 2022 KSII.",,,"Zhang, Lejun (23391444800); Zou, Yanfei (57222406679); Yousuf, Muhammad Hassam (57753778600); Wang, Weizheng (57218936256); Jin, Zilong (55204808500); Su, Yansen (55620136600); Seokhoon, Kim (57755105000)",23391444800; 57222406679; 57753778600; 57218936256; 55204808500; 55620136600; 57755105000,KSII Transactions on Internet and Information Systems,,1634.0,1652.0,18.0,13.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132433504&doi=10.3837%2fTIIS.2022.05.012&partnerID=40&md5=ef27589d4b764f2ddb59f218ad878a7a,access control; blockchain; data sharing; medical environment; permission revocation,Access control; Cryptography; Medical computing; Medical problems; Block-chain; Data Sharing; Encryption technologies; Fine grained; Medical environment; Medical record; Permission revocation; Searchable encryptions; Sharing schemes; Symmetrics; Blockchain,Article,Final,All Open Access; Bronze Open Access,2-s2.0-85132433504,,,,,,,,,,,,,
,Daraghmi E.-Y.; Daraghmi Y.-A.; Yuan S.-M.,UniChain: A design of blockchain-based system for electronic academic records access and permissions management,2019.0,Scopus,,,,,,,10.3390/APP9224966,,,9,22.0,,,,,,,,"Although blockchain technology was first introduced through Bitcoin, extending its usage to non-financial applications, such as managing academic records, is a new mission for recent research to balance the needs for increasing data privacy and the regular interaction among students and universities. In this paper, a design for a blockchain-based system, namely UniChain, for managing Electronic Academic Records (EARs) is proposed. UniChain is designed to improve the current management systems as it provides interoperable, secure, and eective access to EARs by students, universities, and other third parties, while keeping the students' privacy. UniChain employs timed-based smart contracts for governing transactions and controlling access to EARs. It adopts advanced encryption techniques for providing further security. This work proposes a new incentive mechanism that leverages the degree of universities regarding their eorts on maintaining academic records and creating new blocks. Extensive experiments were conducted to evaluate the UniChain performance, and the results indicate the eciency of the proposal in handling a large dataset at low latency. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",,,"Daraghmi, Eman-Yasser (43260969300); Daraghmi, Yousef-Awwad (55611420300); Yuan, Shyan-Ming (57135992000)",43260969300; 55611420300; 57135992000,Applied Sciences (Switzerland),4966,,,,30.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079642730&doi=10.3390%2fAPP9224966&partnerID=40&md5=4e2f4007b50a7bdc4a5a65e5462ca243,Blockchain; Electronic academic records; Incentive mechanism; Permission management; Proof of authority; Smart contracts,,Article,Final,All Open Access; Gold Open Access,2-s2.0-85079642730,,,,,,,,,,,,,
,Shi J.; Li R.; Hou W.,A Mechanism to Resolve the Unauthorized Access Vulnerability Caused by Permission Delegation in Blockchain-Based Access Control,2020.0,Scopus,,,,,,,10.1109/ACCESS.2020.3018783,,,8,,,,,,,,,"Permission delegation in access control provides the subject with a second method to obtain object permissions in addition to permission granting. It is especially applicable when the owner and manager of the object are inconsistent. With the development of the Internet of Things, there are more and more scenes where object owners and managers are inconsistent, but the research on permission delegation in access control based on blockchain is not perfect. Therefore, once implemented in these blockchain-based access control algorithms, the permission delegation tends to have an unauthorized access. Based on the analysis of the causes for the unauthorized access vulnerability, this paper proposes a token-constrained permission delegation algorithm (TCPDA), which converts the access control policy corresponding to permissions into constraints for permission use, embeds the constraints in the permission token, and forms constraints on the transfer of tokens. Only subjects that meet the constraint conditions can receive tokens, thereby solving unauthorized access vulnerability caused by permission delegation. Since not all access control models can transform strategies into constraints and integrate them into blockchain tokens, this paper also proposes a permission delegation algorithm for decision-making entities to make desirable decisions. Finally, the security analysis shows that the two proposed schemes can overcome the unauthorized access vulnerability caused by permission delegation, and the algorithm performance is analyzed through experiments. © 2013 IEEE.",,,"Shi, Jinshan (57197869661); Li, Ru (55491311600); Hou, Wenhan (57226371785)",57197869661; 55491311600; 57226371785,IEEE Access,9174726,156027.0,156042.0,15.0,10.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090950440&doi=10.1109%2fACCESS.2020.3018783&partnerID=40&md5=e60ee0581a0630495bc888014cde7b56,Access control; blockchain; permission delegation; unauthorized access vulnerability,Blockchain; Decision making; Managers; Access control models; Access control policies; Algorithm performance; Constraint conditions; Decision-making entities; Security analysis; Unauthorized access; Access control,Article,Final,All Open Access; Gold Open Access,2-s2.0-85090950440,,,,,,,,,,,,,
,Heiss J.; Ulbricht M.-R.; Eberhardt J.,Put Your Money Where Your Mouth Is - Towards Blockchain-based Consent Violation Detection,2020.0,Scopus,,,,,,,10.1109/ICBC48266.2020.9169455,,,,,,,,,,,,"Faulty access control in API-based multi-service setups can lead to violations of consent declarations through unauthorized Third Parties. This threatens Service Providers to lose the trust of their Service Consumers and to be exposed to sensitive fines as defined by the GDPR.Addressing this problem, in this paper, we propose a novel, blockchain-based approach for enabling economically motivated and technically mediated detection of violations of consent declarations in multi-service setups and derive its legal viability from a thorough analysis of the GDPR. The herein introduced Violation Detection mechanism allows for a censorship-resistant and publicly verifiable detection of violations to registered Consent Policies based on off-chain computed violation claims utilizing non-interactive zero-knowledge proofs. The corresponding System Design specifies all required roles and artifacts to integrate the Violation Detection mechanism with standard procedures for consent-based access control. The integration of our system supports Service Providers to fulfill legal requirements and, therefore, paves the way towards automated policy violation detection within GDPR-compliant consent-based access control solutions. © 2020 IEEE.",,,"Heiss, Jonathan (57206657946); Ulbricht, Max-R. (56160492600); Eberhardt, Jacob (57189049347)",57206657946; 56160492600; 57189049347,"IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2020",9169455,,,,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091476290&doi=10.1109%2fICBC48266.2020.9169455&partnerID=40&md5=25fe415256ba389b5cdb3bbcf78cbc03,Access Control; Blockchain; Compliance; Consent Violation; Detection Mechanism; GDPR; Incentive; Privacy,Access control; Application programming interfaces (API); Blockchain; Chromium compounds; Cryptocurrency; Censorship resistants; Control solutions; Legal requirements; Non-interactive zero-knowledge proofs; Publicly verifiable; Service consumers; Standard procedures; Violation detections; Crime,Conference paper,Final,,2-s2.0-85091476290,,,,,,,,,,,,,
,Banerjee P.; Muthaiah A.; Ruj S.,Blockchain Enabled Data Trading with User Consent,2021.0,Scopus,,,,,,,10.1109/COMSNETS51098.2021.9352817,,,,,,,,,,,,"Data trading is ubiquitous in today's Internet. User data is often sensitive in nature, for example, medical records and sensitive health related information. Present data trade often does not capture the owner's consent or allow tracking of the sale of her data. Even during a sale, fairness is not guaranteed and both the data owner and the data buyer remains at risk of being cheated. In this paper, we propose an end-to-end protocol to trade sensitive information addressing the key issues of consent, traceability and fairness. We use blockchain as the arbitrator and tamper-resistant log. We implement a prototype of our protocol on Ethereum and show that our proposed solution is practical. © 2021 IEEE.",,,"Banerjee, Prabal (57219645393); Muthaiah, Amudhan (57222259538); Ruj, Sushmita (23398453900)",57219645393; 57222259538; 23398453900,"2021 International Conference on COMmunication Systems and NETworkS, COMSNETS 2021",9352817,263.0,271.0,8.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102055067&doi=10.1109%2fCOMSNETS51098.2021.9352817&partnerID=40&md5=f5602ab39167560727088f028cbb768b,consent; data; fairness; marketplace; traceability,Blockchain; Fintech; Data trades; End-to-end protocol; Health related informations; Key Issues; Medical record; Sensitive informations; Tamper resistant; User data; Commerce,Conference paper,Final,,2-s2.0-85102055067,,,,,,,,,,,,,
,Rantos K.; Drosatos G.; Demertzis K.; Ilioudis C.; Papanikolaou A.,Blockchain-based consents management for personal data processing in the IoT ecosystem,2018.0,Scopus,,,,,,,10.5220/0006911005720577,,,2,,,,,,,,,"In the Internet of Things (IoT) ecosystem the volume of data generated by devices in the user’s environment is constantly increasing and becoming of particular value. In such an environment the average user is bound to face considerable difficulties in understanding the size and scope of his/her collected data. However, the provisions of the European General Data Protection Regulation (GDPR) require data subjects to be able to control their personal data, be informed and consent to its processing in an intelligible manner. This paper proposes ADVOCATE, a framework that facilitates GDPR-compliant processing of personal data in IoT environments. The present work aims to assist stakeholders, i.e. Data Controllers and Processors, satisfy GDPR requirements, such as informing data subjects in a transparent and unambiguous manner about the data they will manage, the processing purposes and periods. Respectively, data subjects will be promptly and comprehensively informed about any processing requests addressed to them, create and edit processing policies, exercise their rights in access, correction, deletion, restriction and opposition to data processing. Simultaneously, a notary service using blockchain infrastructures will ensure consents’ security and an intelligent service will inform data subjects about the quality of their consents. Copyright © 2018 by SCITEPRESS – Science and Technology Publications, Lda. All rights reserved",,,"Rantos, Konstantinos (6507911474); Drosatos, George (25926975400); Demertzis, Konstantinos (12780245700); Ilioudis, Christos (6602906000); Papanikolaou, Alexandros (26422447700)",6507911474; 25926975400; 12780245700; 6602906000; 26422447700,ICETE 2018 - Proceedings of the 15th International Joint Conference on e-Business and Telecommunications,,572.0,577.0,5.0,27.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062961905&doi=10.5220%2f0006911005720577&partnerID=40&md5=1f60b0157f9b7de4f709ee61d727178d,Blockchain; Digital Consents Management; GDPR; Internet of Things; Ontology Matching; Privacy,Blockchain; Data privacy; Ecosystems; Electronic commerce; Ontology; Security of data; Data controllers; Data subjects; GDPR; General data protection regulations; Intelligent Services; Internet of thing (IOT); Ontology matching; Internet of things,Conference paper,Final,,2-s2.0-85062961905,,,,,,,,,,,,,
,Anderson C.; Carvalho A.; Kaul M.; Merhout J.W.,Blockchain innovation for consent self-management in health information exchanges,2023.0,Scopus,,,,,,,10.1016/j.dss.2023.114021,,,174,,,,,,,,,"With the increasing digitalization of health data, patients need to make informed decisions about the online sharing of their protected health information. This necessitates a robust technical infrastructure that enables patients to self-manage consent and the trusted exchange of this information across sharing entities. Unfortunately, current health information exchange systems in the U.S. are limited in both these regards. While there is recent work on digital patient consent management, there is limited work that provides effective solutions for patient self-management of consent. Further, interoperability issues in the way health information exchanges are currently architected and differences in regulations across localities exacerbate the challenges of consent management. In this research, we survey potential patients' willingness to self-manage healthcare-related consent. Having established the desire for consent self-management, we propose a solution that enables the seamless sharing of patient consent across different healthcare providers and health information exchanges. Specifically, we use a rigorous design science approach to create a blockchain-based, self-managed patient consent system and we evaluate the design through an instantiated prototype. The results of our study should be useful to researchers in healthcare information management as well as to practitioners designing consent management systems. Our research contributes to design science research with an innovative, rigorously evaluated, design principles-based artifact that addresses a critical problem of sharing protected health information. © 2023 Elsevier B.V.",,,"Anderson, Chad (7404307339); Carvalho, Arthur (47861847800); Kaul, Mala (55710938700); Merhout, Jeffrey W. (8619728100)",7404307339; 47861847800; 55710938700; 8619728100,Decision Support Systems,114021,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161716661&doi=10.1016%2fj.dss.2023.114021&partnerID=40&md5=997e4c8c4f6d15d6330f8468f443a09e,Blockchain; Design science research; Health information exchange; Patient consent; Protected health information; Trust,Design; Health care; Information dissemination; Information management; Block-chain; Consent managements; Design-science researches; Health information exchange; Health informations; Information exchanges; Patient consent; Protected health informations; Self management; Trust; Blockchain,Article,Final,,2-s2.0-85161716661,,,,,,,,,,,,,
,Kim T.M.; Lee S.-J.; Chang D.-J.; Koo J.; Kim T.; Yoon K.-H.; Choi I.-Y.,Dynamichain: Development of medical blockchain ecosystem based on dynamic consent system,2021.0,Scopus,,,,,,,10.3390/app11041612,,,11,4.0,,,,,,,,"Although blockchain is acknowledged as one of the most important technologies to lead the fourth industrial revolution, major technical challenges regarding security breach and privacy issues remain. This issue is particularly sensitive in applied medical fields where personal health information is handled within the network. In addition, contemporary blockchain‐converged solutions do not consider restricted medical data regulations that are still obstacles in many countries worldwide. This implies a crucial need for a system or solution that is suitable for the healthcare sector. Therefore, this article proposes the development of a dynamic consent medical blockchain system called DynamiChain, based on a ruleset management algorithm for handling health examination data. Moreover, medical blockchain‐related studies were systematically reviewed to prove the novelty of DynamiChain. The proposed system was implemented in a scenario where the exercise management healthcare company provided health management services based on data obtained from the data provider’s hospital. The proposed research is envisioned to provide a widely compatible blockchain medical system that could be applied in future healthcare fields. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,"Kim, Tong Min (57191545925); Lee, Seo-Joon (55845224900); Chang, Dong-Jin (55196037400); Koo, Jawook (57222000973); Kim, Taenam (57222000944); Yoon, Kun-Ho (7401607578); Choi, In-Young (25959506000)",57191545925; 55845224900; 55196037400; 57222000973; 57222000944; 7401607578; 25959506000,Applied Sciences (Switzerland),1612,1.0,20.0,19.0,14.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100897568&doi=10.3390%2fapp11041612&partnerID=40&md5=4d59d754566f6d0ae1d59158d53a59a4,Blockchain; Dynamic consent; Medical data; Security management; Smart contract,,Review,Final,All Open Access; Gold Open Access,2-s2.0-85100897568,,,,,,,,,,,,,
,Siddiqui M.S.; Syed T.A.; Nadeem A.; Nawaz W.; Alkhodre A.,Permission and Usage Control for Virtual Tourism using Blockchain-based Smart Contracts,2022.0,Scopus,,,,,,,10.14569/IJACSA.2022.0131126,,,13,11.0,,,,,,,,"Virtual Tourism (VT) is a booming business with potential perspectives in the entertainment and financial industry. Due to travel restrictions, safety concerns, and expensive travelling the younger generation is showing interest in virtual tourism instead of traditional tourism. However, virtual tourism does not financially benefit the service providers as compared to traditional tourism stakeholders. An online system is essential to provide a central point of access to various tourism sites along with usage, permission, and payment control. In this paper, a secure blockchain-based broker service for users and content providers is proposed, which allows tourism sites to announce their virtual tours and provide accessibility and accountability. Meanwhile, it enables users to register, subscribe, access, and be billed according to their usage. The permission control module ensures authentication and authorization, while the usage control provides accountability to the predefined service level agreement. The transactions are stored on the blockchain to ensure the integrity of data and smart contracts are used to ensure automatic usage and permission control. An implementation on Hyperledger Fabric is provided as a proof of concept with performance measurements as a case study. © 2022, International Journal of Advanced Computer Science and Applications. All Rights Reserved.",,,"Siddiqui, Muhammad Shoaib (23096216800); Syed, Toqeer Ali (55204929000); Nadeem, Adnan (35183741600); Nawaz, Waqas (36700271700); Alkhodre, Ahmad (7801308698)",23096216800; 55204929000; 35183741600; 36700271700; 7801308698,International Journal of Advanced Computer Science and Applications,,231.0,240.0,9.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143850875&doi=10.14569%2fIJACSA.2022.0131126&partnerID=40&md5=ef58e3d357a19df4d4f5fd573e3e6da4,Access control; Blockchain; Permission control; Usage control; Virtual tourism,Authentication; Authorization; Distributed ledger; Block-chain; Entertainment industry; Financial industry; Permission control; Safety concerns; Service provider; Travel restrictions; Usage control; Virtual tourism; Younger generations; Blockchain,Article,Final,All Open Access; Gold Open Access,2-s2.0-85143850875,,,,,,,,,,,,,
,Kakarlapudi P.V.; Mahmoud Q.H.,A systematic review of blockchain for consent management,2021.0,Scopus,,,,,,,10.3390/healthcare9020137,,,9,2.0,,,,,,,,"Blockchain technology was introduced through Bitcoin in a 2008 whitepaper by the mysterious Satoshi Nakamoto. Since its inception, it has gathered great attention because of its unique properties—immutability and decentralized authority. This technology is now being implemented in various fields such as healthcare, IoT, data management, etc., apart from cryptocurrencies. As it is a newly emerging technology, researchers and organizations face many challenges in integrating this technology into other fields. Consent management is one of the essential processes in an organization because of the ever-evolving privacy laws, which are introduced to provide more control to users over their data. This paper is a systematic review of Blockchain’s application in the field of consent and privacy data management. The review discusses the adaptation of Blockchain in healthcare, IoT, identity management, and data storage. This analysis is formed on the principles of the Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) and a process of systematic mapping review. We provide analysis of the development, challenges, and limitations of blockchain technology for consent management. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,"Kakarlapudi, Prasanth Varma (57223004512); Mahmoud, Qusay H. (6701548037)",57223004512; 6701548037,Healthcare (Switzerland),137,,,,28.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104444976&doi=10.3390%2fhealthcare9020137&partnerID=40&md5=160a49070eed20fcf9a1ae91495004df,Blockchain; Consent management; Privacy,,Review,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85104444976,,,,,,,,,,,,,
,Islam M.R.; Rashid M.M.,Permission-Based Blockchain Consortium Network (PBCN) uses for Cross-Border Payment,2023.0,Scopus,,,,,,,10.1109/ISWTA58588.2023.10249489,,,2023-August,,,,,,,,,"The introduction of a permission-based blockchain consortium network for cross-border payment systems has completely changed how businesses run and made it possible for trade and commerce to take place on a worldwide scale. However, most of the current cross-border payment systems are only operational in pilot mode, which presents several difficulties such as high transaction fees and a drawn-out settlement procedure, as well as another crucial issue called trust in the payment gateway system. Blockchain technology has arisen in recent years as a potential answer to these problems, including quicker transaction speeds, cheaper transaction costs, and better security. In this study, a unique database storage management system and transaction processing mechanism have been used to propose a novel permission-based consortium blockchain network for cross-border payment systems, particularly for banking and finance.  © 2023 IEEE.",,,"Islam, Md Rafiqul (57161705300); Rashid, Muhammad Mahbur (58639251900)",57161705300; 58639251900,"IEEE Symposium on Wireless Technology and Applications, ISWTA",,84.0,89.0,5.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174257282&doi=10.1109%2fISWTA58588.2023.10249489&partnerID=40&md5=ff0bedc088dcecbb335aabd9331d76f0,blockchain; cross-border; scalable; security; settlement,Gateways (computer networks); Storage management; 'current; Block-chain; Cross-border; Gateway system; Payment gateways; Payment systems; Scalable; Security; Settlement; Transaction cost; Blockchain,Conference paper,Final,,2-s2.0-85174257282,,,,,,,,,,,,,
,Ahmed J.; Yildirim S.; Nowostaki M.; Ramachandra R.; Elezaj O.; Abomohara M.,GDPR compliant consent driven data protection in online social networks: A blockchain-based approach,2020.0,Scopus,,,,,,,10.1109/ICICT50521.2020.00054,,,,,,,,,,,,"The enforcement of the General Data Protection Regulation (GDPR) represents a great challenge for online social networks (OSNs). Several OSNs are making significant changes to their systems to achieve compliance with GDPR. OSNs are required to obtain meaningful consent from users to achieve GDPR compliance. GDPR recognizes user's consent as a legitimate ground for personal data processing in the context of online social networks. This article presents a comparative study about the criteria for valid consent under GDPR and existing consent seeking practices of OSNs. In order to simplify the comparative process, Facebook is taken as a case study for online social networks. In conclusion of the comparative study, we argue that existing consent mechanisms in OSNs are not GDPR compliant. To achieve GDPR compliance in online social networks, we advocate a blockchain-based approach for consent management. This paper paves the way for designing a blockchain-based GDPR compliant consent management model for personal data processing in online social networks. © 2020 IEEE.",,,"Ahmed, Javed (57196871816); Yildirim, Sule (57204767591); Nowostaki, Mariusz (57216963885); Ramachandra, Raghvendra (57190835798); Elezaj, Ogerta (57200092624); Abomohara, Mohamad (57997898500)",57196871816; 57204767591; 57216963885; 57190835798; 57200092624; 57997898500,"Proceedings - 3rd International Conference on Information and Computer Technologies, ICICT 2020",9092226,307.0,312.0,5.0,16.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085556662&doi=10.1109%2fICICT50521.2020.00054&partnerID=40&md5=3f2ca15ae16d0d9fa1d12ceb228e0898,Blockchain; Compliance; Data protection; GDPR; Online social networks,Blockchain; Data handling; Social sciences computing; Comparative studies; Consent managements; Facebook; General data protection regulations; On-line social networks; Online social networks (OSNs); Social networking (online),Conference paper,Final,,2-s2.0-85085556662,,,,,,,,,,,,,
,Rantos K.; Drosatos G.; Kritsas A.; Ilioudis C.; Papanikolaou A.; Filippidis A.P.,A Blockchain-Based Platform for Consent Management of Personal Data Processing in the IoT Ecosystem,2019.0,Scopus,,,,,,,10.1155/2019/1431578,,,2019,,,,,,,,,"In the Internet of Things (IoT) ecosystem, the volume of data generated by devices in the user's environment is continually increasing and becoming of particular value. In such an environment the average user is bound to face considerable difficulties in understanding the size and scope of his/her collected data. However, the provisions of the European General Data Protection Regulation (GDPR) require data subjects to be able to control their personal data, be informed, and consent to its processing in an intelligible manner. This paper proposes ADVOCATE platform, a user-centric solution that allows data subjects to easily manage consents regarding access to their personal data in the IoT ecosystem. The proposed platform also assists data controllers to meet GDPR requirements, such as informing data subjects in a transparent and unambiguous manner about the data they will manage, the processing purposes, and periods. The integrity of personal data processing consents and the immutable versioning control of them are protected by a blockchain infrastructure. Finally, the paper provides a prototype implementation of the proposed platform that supports the main consents management functionality. © 2019 Konstantinos Rantos et al.",,,"Rantos, Konstantinos (6507911474); Drosatos, George (25926975400); Kritsas, Antonios (57207823536); Ilioudis, Christos (6602906000); Papanikolaou, Alexandros (26422447700); Filippidis, Adam P. (57202989788)",6507911474; 25926975400; 57207823536; 6602906000; 26422447700; 57202989788,Security and Communication Networks,1431578,,,,24.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074347402&doi=10.1155%2f2019%2f1431578&partnerID=40&md5=fdaa623a9561a4c539b3dca4a0eff8ef,,Blockchain; Data handling; Ecosystems; Consent managements; Data controllers; Data subjects; General data protection regulations; Internet of thing (IOT); Management functionality; Prototype implementations; User-centric; Internet of things,Article,Final,All Open Access; Gold Open Access,2-s2.0-85074347402,,,,,,,,,,,,,
,Goint M.; Bertelle C.; Duvallet C.,Secure Access Control to Data in Off-Chain Storage in Blockchain-Based Consent Systems,2023.0,Scopus,,,,,,,10.3390/math11071592,,,11,7.0,,,,,,,,"Data access control is a crucial aspect of data management. Actors who want to share data need systems to manage consent in order to decide who can access their data. This guarantees the privacy of data, which is often sensitive. As a secure distributed ledger, the blockchain is widely used today to manage consent for data access. However, a blockchain is not ideal for storing large volumes of data due to its characteristics. Therefore, it is often coupled with off-chain systems to facilitate the storage of these kinds of data. Therefore, data located outside the blockchain require security procedures. This article proposes a securing mechanism based on data encryption to secure data in off-chain storage in blockchain-based consent systems. The protocol uses a symmetric key system, which prevents the reading of data stored outside the sphere of the blockchain by malicious actors who would have access. The mechanism’s set up allows each set of data to be encrypted with a symmetric key that is anchored in a blockchain. This key is then used by the actors who have obtained the consent of the data owner to access and read the data stored outside the blockchain. © 2023 by the authors.",,,"Goint, Mongetro (57265260800); Bertelle, Cyrille (24279567300); Duvallet, Claude (13807954600)",57265260800; 24279567300; 13807954600,Mathematics,1592,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152800025&doi=10.3390%2fmath11071592&partnerID=40&md5=b26ff6557ee6f665b7a7927dc5b130e4,blockchain; data access; data encryption; distributed ledger; smart contracts,,Article,Final,All Open Access; Gold Open Access,2-s2.0-85152800025,,,,,,,,,,,,,
