Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"S Maharjan, Y Lu, X Huang, Y Zhang, K Zhang",Blockchain and FL for privacy preserved data sharing in industrial internet of things,2019,J. IEEE Trans. Veh. Technol,,,"https://scholar.google.com/scholar?cites=889398897502767269&as_sdt=2005&sciodt=0,5&hl=en",378,2022-05-23 9:55:50,CITATION,,,,,,,,2,0.67,0,5,3,,,"https://scholar.google.com/scholar?q=related:pchGxZXHVwwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"M Shen, X Tang, L Zhu, X Du, M Guizani","Privacy-preserving support vector machine training over blockchain-based encrypted iot data in smart cities. IEEE Internet Things J. PP (c), 1 (2019)",2019,,,,"https://scholar.google.com/scholar?cites=5655084291832141476&as_sdt=2005&sciodt=0,5&hl=en",381,2022-05-23 9:55:50,CITATION,,,,,,,,2,0.67,0,5,3,,,"https://scholar.google.com/scholar?q=related:pNaLlTPlek4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"M Onik, C Kim, N Lee, J Yang","Privacy-aware blockchain for personal data sharing and tracking,​ Open Computer Science, 9 (1)",2019,,,,"https://scholar.google.com/scholar?cites=13448718957318424973&as_sdt=2005&sciodt=0,5&hl=en",384,2022-05-23 9:55:50,CITATION,,,,,,,,2,0.67,1,4,3,,,"https://scholar.google.com/scholar?q=related:jckGJ6Nyo7oJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"MMH Onik, CS Kim, NY Lee, J Yang","Privacy-aware blockchain for personal data sharing and tracking. Open Comput. Sci. 9, 80–91 (2019)",2019,,,,"https://scholar.google.com/scholar?cites=18436015558841749923&as_sdt=2005&sciodt=0,5&hl=en",390,2022-05-23 9:55:50,CITATION,,,,,,,,2,0.67,1,4,3,,,"https://scholar.google.com/scholar?q=related:o1FW-nji2f8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"Y Wang, W Huang, J Yu, K Chen, ...",Data privacy protection method of internet of things based on blockchain technology,2020,Journal of Physics …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1651/1/012068/meta,"https://scholar.google.com/scholar?cites=6264491564609804679&as_sdt=2005&sciodt=0,5&hl=en",35,2022-05-23 9:55:50,,10.1088/1742-6596/1651/1/012068,,,,,,,2,1,0,5,2,"… privacy protection, this paper analyzes the application value of blockchain in the Internet of things privacy … aspects to solve the Internet of things privacy disclosure and tampering, as well …",https://iopscience.iop.org/article/10.1088/1742-6596/1651/1/012068/pdf,"https://scholar.google.com/scholar?q=related:h5n_JuPx71YJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"M Al-Abdullah, I Alsmadi, R AlAbdullah, ...",Designing privacy-friendly data repositories: a framework for a blockchain that follows the GDPR,2020,"… Policy, Regulation and …",emerald.com,https://www.emerald.com/insight/content/doi/10.1108/DPRG-04-2020-0050/full/html,"https://scholar.google.com/scholar?cites=3655993970143767509&as_sdt=2005&sciodt=0,5&hl=en",78,2022-05-23 9:55:50,,10.1108/DPRG-04-2020-0050,,,,,,,2,1,1,4,2,… ’s focus is a generic literature review about blockchain and GDPR or blockchain and data privacy regulation. Blockchain governance models and technical requirements change on a …,,"https://scholar.google.com/scholar?q=related:1atjQyWzvDIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"PT Duy, DTT Hien, VH Pham","A survey on Blockchain-based applications for reforming data protection, privacy and security",2020,arXiv preprint arXiv:2009.00530,arxiv.org,https://arxiv.org/abs/2009.00530,"https://scholar.google.com/scholar?cites=11605816683623073338&as_sdt=2005&sciodt=0,5&hl=en",180,2022-05-23 9:55:50,,,,,,,,,2,1,1,3,2,"… privacy of individual data in the online world. Hence, the purpose of this paper is to study the actual cases of Blockchain applied in the reformation of privacy … studies on data privacy and …",https://arxiv.org/pdf/2009.00530,"https://scholar.google.com/scholar?q=related:Osank8gkEKEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,E Bao Le Nguyen,"… Mohamed Selim, Gia Nhu Nguyen, and K. Shankar. Privacy Preserving Blockchain Technique to Achieve Secure and Reliable Sharing of IoT Data",2020,"Computers, Materials & Continua",,,"https://scholar.google.com/scholar?cites=11074400015961766237&as_sdt=2005&sciodt=0,5&hl=en",386,2022-05-23 9:55:50,CITATION,,,,,,,,2,1,2,1,2,,,"https://scholar.google.com/scholar?q=related:XTn7yyMssJkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"W Chenxu, C Jiacheng, S Xinxin, L Guodong, ...",Data Privacy-Preserving for Blockchain: State of the Art and Trends,2021,Journal of Computer …,crad.ict.ac.cn,https://crad.ict.ac.cn/EN/10.7544/issn1000-1239.2021.20210804,"https://scholar.google.com/scholar?cites=17668167041167745349&as_sdt=2005&sciodt=0,5&hl=en",43,2022-05-23 9:55:50,,10.7544/issn1000-1239.2021.20210804,,,,,,,2,2,0,5,1,"… of blockchain. Then we summarize the privacy-preserving problems faced by the blockchain … solutions based on the proposed concept of data privacy protection. Finally, some problems …",https://crad.ict.ac.cn/EN/article/downloadArticleFile.do?attachType=PDF&id=4505,"https://scholar.google.com/scholar?q=related:RWERYVDwMfUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"H Zhang, G Li, Y Zhang, K Gai, M Qiu",Blockchain-based privacy-preserving medical data sharing scheme using federated learning,2021,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-82153-1_52,"https://scholar.google.com/scholar?cites=13503143653030581319&as_sdt=2005&sciodt=0,5&hl=en",66,2022-05-23 9:55:50,,10.1007/978-3-030-82153-1_52,,,,,,,2,2,0,5,1,"… of data privacy when sharing medical data, we propose a medical data privacy protection framework based on blockchain (… , we protect privacy by adding differential privacy noise into …",,"https://scholar.google.com/scholar?q=related:R1T1FZzNZLsJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"Y Zhao, X Yang, Y Yu, B Qin, X Du, ...",Blockchain-based Auditable Privacy-Preserving Data Classification for Internet-of-Things,2021,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9488310/,"https://scholar.google.com/scholar?cites=4231252615615783884&as_sdt=2005&sciodt=0,5&hl=en",101,2022-05-23 9:55:50,,,,,,,,,2,2,0,6,1,"… To prevent the malicious data center/data processor while guaranteeing the utility and privacy of data, we propose blockchain-based auditable privacy-preserving data classification …",,"https://scholar.google.com/scholar?q=related:zKO49NVtuDoJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"F Liu, J Yang, Z Li, J Qi",A secure multi-party computation protocol for universal data privacy protection based on blockchain,2021,Journal of Computer Research and …,crad.ict.ac.cn,https://crad.ict.ac.cn/EN/abstract/abstract4345.shtml,"https://scholar.google.com/scholar?cites=15496147533864034459&as_sdt=2005&sciodt=0,5&hl=en",107,2022-05-23 9:55:50,,,,,,,,,2,2,1,4,1,"Abstract: Recent years, how to protect user privacy data on the blockchain reasonably and efficiently is a key issue in the current blockchain technology field. Based on this, in this paper…",https://crad.ict.ac.cn/EN/article/downloadArticleFile.do?attachType=PDF&id=4345,"https://scholar.google.com/scholar?q=related:m-ACdxRgDdcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"RA Ziar, S Irfanullah, WU Khan, ...",Privacy preservation for on-chain data in the permissionless blockchain using symmetric key encryption and smart contract,2021,… Research Journal Of …,search.informit.org,https://search.informit.org/doi/abs/10.3316/informit.734213617618904,"https://scholar.google.com/scholar?cites=175341057366816179&as_sdt=2005&sciodt=0,5&hl=en",158,2022-05-23 9:55:50,,10.3316/informit.734213617618904,,,,,,,2,2,1,4,1,… data privacy. To deal with this issue we provide a privacy-preserving solution for permissionless blockchain to empower the user to take control of transaction data in the open ledger. …,https://publications.muet.edu.pk/index.php/muetrj/article/download/2085/507,"https://scholar.google.com/scholar?q=related:s_XjPsPvbgIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"HK Turesson, H Kim, M Laskowski, ...",Privacy preserving data mining as proof of useful work: Exploring an AI/Blockchain design,2021,Journal of Database …,igi-global.com,https://www.igi-global.com/article/privacy-preserving-data-mining-as-proof-of-useful-work/272507,"https://scholar.google.com/scholar?cites=5704828206635537875&as_sdt=2005&sciodt=0,5&hl=en",160,2022-05-23 9:55:50,,,,,,,,,2,2,1,4,1,"… enterprise Blockchain space, is recognized as Faculty on the Blockchain Research Institute website, and is a pioneer of “on-chain” analytics. He is a consultant for Blockchain startups …",,"https://scholar.google.com/scholar?q=related:09UjSQefK08J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"OA Alzubi, JA Alzubi, K Shankar, ...",Blockchain and artificial intelligence enabled privacy‐preserving medical data transmission in Internet of Things,2021,Transactions on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.4360,"https://scholar.google.com/scholar?cites=6830968746223979615&as_sdt=2005&sciodt=0,5&hl=en",165,2022-05-23 9:55:50,,10.1002/ett.4360,,,,,,,2,2,1,4,1,… chain to attain privacy preservative distributed storing … or privacy of persons. Ivan 13 investigated the probability of using block chain as a storing method to protect medicinal data privacy…,,"https://scholar.google.com/scholar?q=related:X8x59uF5zF4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"R Cong, Y Liu, K Tago, R Li, ...",Individual-Initiated Auditable Access Control for Privacy-Preserved IoT Data Sharing with Blockchain,2021,2021 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9473508/,"https://scholar.google.com/scholar?cites=8550813982764689101&as_sdt=2005&sciodt=0,5&hl=en",197,2022-05-23 9:55:50,,,,,,,,,2,2,0,5,1,"… and use of health data, we define the design requirements for a blockchainbased system and … CP-ABE key generation, data publication and data retrieval. We further compare this study …",,"https://scholar.google.com/scholar?q=related:zeYhXwOYqnYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"S Wang, G Wu, Z Ning, J Li",Blockchain Enabled Privacy Preserving Access Control for Data Publishing and Sharing in the Internet of Medical Things,2021,IEEE Internet of Things Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9662435/,"https://scholar.google.com/scholar?cites=4969968999090496138&as_sdt=2005&sciodt=0,5&hl=en",210,2022-05-23 9:55:50,,,,,,,,,2,2,1,4,1,… evaluation metrics among data publishers and data requesters. … and privacy-preserving data sharing among data publishers … blockchain enabled prototype to keep and validate privacy …,,"https://scholar.google.com/scholar?q=related:iiJ-_3jg-EQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"S Sabu, HM Ramalingam, M Vishaka, ...",Implementation of a Secure and privacy-aware E-Health record and IoT data Sharing using Blockchain,2021,Global Transitions …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2666285X21000613,"https://scholar.google.com/scholar?cites=14283824180774331868&as_sdt=2005&sciodt=0,5&hl=en",226,2022-05-23 9:55:50,HTML,,,,,,,,2,2,1,4,1,"… instead we can use IPFS to store data and the hash from IPFS we will store in blockchain. Record personal data … The solution for data privacy, security of the health data could and is …",https://www.sciencedirect.com/science/article/pii/S2666285X21000613,"https://scholar.google.com/scholar?q=related:3GUw2WlWOsYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"X He, H Guo, X Cheng",Blockchain-Based Privacy Protection Scheme for IoT-Assisted Educational Big Data Management,2021,Wireless Communications and Mobile …,hindawi.com,https://www.hindawi.com/journals/wcmc/2021/3558972/,"https://scholar.google.com/scholar?cites=17418131075968310496&as_sdt=2005&sciodt=0,5&hl=en",239,2022-05-23 9:55:50,HTML,,,,,,,,2,2,1,3,1,… propose a blockchain-based access control scheme for the data … : (1) a well-implemented data collection module that is deployed … IoT data privacy in crowdsourcing with blockchain was …,https://www.hindawi.com/journals/wcmc/2021/3558972/,"https://scholar.google.com/scholar?q=related:4JxIqu2hufEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"K Haiyan, D Jie",A review of research on blockchain data privacy protection,2021,Journal of Shandong University (Science Edition),,,"https://scholar.google.com/scholar?cites=359287115259713652&as_sdt=2005&sciodt=0,5&hl=en",323,2022-05-23 9:55:50,CITATION,,,,,,,,2,2,1,2,1,,,
2,"YJ WANG, CT CAO, L You",A novel personal privacy data protection scheme based on blockchain and attribute-based encryption [J],2021,Journal of Cryptologic Research,,,"https://scholar.google.com/scholar?cites=778205757085124417&as_sdt=2005&sciodt=0,5&hl=en",376,2022-05-23 9:55:50,CITATION,,,,,,,,2,2,1,3,1,,,
2,"B Zhao, Z Chen, L Yan",Privacy Protection of Power Business Transaction Data Based on Blockchain Framework,2021,Automation of Electric Power Systems,,,"https://scholar.google.com/scholar?cites=7936209983781417764&as_sdt=2005&sciodt=0,5&hl=en",380,2022-05-23 9:55:50,CITATION,,,,,,,,2,2,1,3,1,,,
2,"R Jagadeesh, K Mahantesh",Blockchain-based knapsack system for security and privacy preserving to medical data (2021) in SN COMPUT,2021,Scientifur,,,"https://scholar.google.com/scholar?cites=5746854555845103040&as_sdt=2005&sciodt=0,5&hl=en",388,2022-05-23 9:55:50,CITATION,,,,,,,,2,2,1,2,1,,,"https://scholar.google.com/scholar?q=related:wI37OMXtwE8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"CL Chen, J Yang, WJ Tsaur, W Weng, CM Wu, X Wei",Enterprise data sharing with privacy-preserved based on hyperledger fabric blockchain in IIOT's application,2022,Sensors,mdpi.com,https://www.mdpi.com/1481992,"https://scholar.google.com/scholar?cites=17251691858280421308&as_sdt=2005&sciodt=0,5&hl=en",120,2022-05-23 9:55:50,,,,,,,,,2,2,0,6,1,"… in data privacy, data protection, and data traceability, … of data to increase the scalability of the blockchain network and use digital signature technology to ensure the authenticity of data. …",https://www.mdpi.com/1424-8220/22/3/1146/pdf,
2,"S Singh, S Rathore, O Alfarraj, A Tolba, ...",A framework for privacy-preservation of IoT healthcare data using Federated Learning and blockchain technology,2022,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X21004726,"https://scholar.google.com/scholar?cites=10471746588044086727&as_sdt=2005&sciodt=0,5&hl=en",145,2022-05-23 9:55:50,,,,,,,,,2,2,0,5,1,"… This case study provides the privacy-preserving by blockchain and federated learning to smart healthcare. An exemplary overview of the case study is shown in Fig. 3, and the protocol …",,"https://scholar.google.com/scholar?q=related:x81GRgoeU5EJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"A Ali, MF Pasha, OH Fang, R Khan, MA Almaiah, ...",Big Data Based Smart Blockchain for Information Retrieval in Privacy-Preserving Healthcare System,,… Data Intelligence for Smart …,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-87954-9.pdf#page=289,"https://scholar.google.com/scholar?cites=10199572911366401974&as_sdt=2005&sciodt=0,5&hl=en",290,2022-05-23 9:55:50,,10.1007/978-3-030-87954-9,,,,,,,2,0,0,6,,… blockchain architecture. The integration of the ECC-based ring signature was considered to ensure maximized user data privacy with transparency in the blockchain … user data privacy …,https://www.researchgate.net/profile/Aitizaz-Ali/publication/358046120_2022_Book_BigDataIntelligenceForSmartApp/links/61ee4348c5e3103375b78f02/2022-Book-BigDataIntelligenceForSmartApp.pdf#page=289,"https://scholar.google.com/scholar?q=related:tu-w8oUpjI0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"J Garcia-alfaro, G Navarro-arribas","JH, & Hutchison, D.(2017). Data Privacy Management, Cryptocurrencies and Blockchain Technology (Vol. 10436)",,,,,"https://scholar.google.com/scholar?cites=17541957021500954528&as_sdt=2005&sciodt=0,5&hl=en",334,2022-05-23 9:55:50,CITATION,,,,,,,,2,0,1,2,,,,"https://scholar.google.com/scholar?q=related:oNe7Q_iMcfMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"G Zyskind, O Nathan",Decentralizing privacy: Using blockchain to protect personal data. In2015 IEEE Security and Privacy Workshops 2015 May 21 (pp. 180-184),,IEEE,,,"https://scholar.google.com/scholar?cites=3493583759581702004&as_sdt=2005&sciodt=0,5&hl=en",369,2022-05-23 9:55:50,CITATION,,,,,,,,2,0,1,2,,,,"https://scholar.google.com/scholar?q=related:dOfwZuuzezAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"G Zyskind, O Nathan",Alex 'Sandy'Pentland. Decentralizing Privacy: Using Blockchain to Protect Personal Data,,Proceedings of the 2015 IEEE Security and Privacy …,,,"https://scholar.google.com/scholar?cites=9920952830027272359&as_sdt=2005&sciodt=0,5&hl=en",371,2022-05-23 9:55:50,CITATION,,,,,,,,2,0,1,2,,,,"https://scholar.google.com/scholar?q=related:p5AuEwlOrokJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"G Zyskind, O Nathan",Alex'Sandy'Pentland (2015).„Decentralizing Privacy: Using Blockchain to Protect Personal Data “,,"Security and Privacy Workshops (SPW) 2015, IEEE",,,"https://scholar.google.com/scholar?cites=1470078673663392658&as_sdt=2005&sciodt=0,5&hl=en",383,2022-05-23 9:55:50,CITATION,,,,,,,,2,0,1,2,,,,"https://scholar.google.com/scholar?q=related:knuVz8PEZhQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
2,"G Zyskind, O Nathan, A Pentland",Sandy.(2015). Decentralizing privacy: Using Blockchain to protect personal data,,IEEE Security and Privacy Workshops (SPW),,,"https://scholar.google.com/scholar?cites=10395386786433091568&as_sdt=2005&sciodt=0,5&hl=en",387,2022-05-23 9:55:50,CITATION,,,,,,,,2,0,1,3,,,,"https://scholar.google.com/scholar?q=related:8EcihDTVQ5AJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"Q Huang, S Chen, H Zhao, J Wen",Blockchain-based Intelligent Hospital Security and Data Privacy Construction,2019,Journal of Physics …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1187/5/052064/meta,"https://scholar.google.com/scholar?cites=5172884328188891336&as_sdt=2005&sciodt=0,5&hl=en",121,2022-05-23 9:55:50,,10.1088/1742-6596/1187/5/052064,,,,,,,1,0.33,0,4,3,"… Blockchain technology may solve the above problems to some extent, so we can introduce … data and store it by using blockchain technology to build a decentralized and trustworthy data …",https://iopscience.iop.org/article/10.1088/1742-6596/1187/5/052064/pdf,"https://scholar.google.com/scholar?q=related:yFDirePGyUcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"Z Wu, H Zheng, L Zhang, XY Li",Privacy-friendly Blockchain Based Data Trading and Tracking,2019,… Conference on Big Data …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8905017/,"https://scholar.google.com/scholar?cites=2708184108545541166&as_sdt=2005&sciodt=0,5&hl=en",171,2022-05-23 9:55:50,,,,,,,,,1,0.33,0,4,3,"… high risk of data privacy, the easy-to-copy feature of data, and … a privacy-friendly blockchain and smart contract based data … Our framework keeps tamper-proof records of data trading …",,"https://scholar.google.com/scholar?q=related:LgQ3IBlnlSUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"Y Li, N Li, Y Xia",Research on a Data Desensitization Algorithm of Blockchain Distributed Energy Transaction Based on Differential Privacy,2019,2019 IEEE 8th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9224935/,"https://scholar.google.com/scholar?cites=15734327116042090625&as_sdt=2005&sciodt=0,5&hl=en",207,2022-05-23 9:55:50,,,,,,,,,1,0.33,0,3,3,… processing before the data is stored in chains can make data be a … blockchain and support reducing financial risk of transactions for all parties. Data desensitization is also a data privacy …,,"https://scholar.google.com/scholar?q=related:gTh84yWPW9oJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"T Mohan, K Praveen",Fraud Detection in Medical Insurance Claim with Privacy Preserving Data Publishing in TLS-N Using Blockchain,2019,… Conference on Advances in Computing and Data …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-9939-8_19,"https://scholar.google.com/scholar?cites=17221739592198354218&as_sdt=2005&sciodt=0,5&hl=en",213,2022-05-23 9:55:50,,10.1007/978-981-13-9939-8_19,,,,,,,1,0.33,1,2,3,"… Data privacy must be given utmost importance while we handle medical insurance scenarios, TLS-N with privacy preserving data publishing schemes facilitates privacy and mitigates …",,"https://scholar.google.com/scholar?q=related:KnVDF-ro_-4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"S Kendzierskyj, H Jahankhani, ...",Blockchain for strengthening the privacy of healthcare data,2019,International Journal of …,igi-global.com,https://www.igi-global.com/article/blockchain-for-strengthening-the-privacy-of-healthcare-data/219321,"https://scholar.google.com/scholar?cites=661452221685646869&as_sdt=2005&sciodt=0,5&hl=en",234,2022-05-23 9:55:50,,,,,,,,,1,0.33,0,3,3,"… place; a decentralized connected architecture called blockchain. This concept can solve the … transparent, secure method to share data and protect patient privacy. The aim of this article …",,"https://scholar.google.com/scholar?q=related:FUZ3hUrzLQkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"D López, B Farooq","Distributed Mobility Data Management, Privacy, and Cyber-Security Using Blockchain Technology",2019,,trid.trb.org,https://trid.trb.org/view/1572972,"https://scholar.google.com/scholar?cites=11948350842400904870&as_sdt=2005&sciodt=0,5&hl=en",273,2022-05-23 9:55:50,,,,,,,,,1,0.33,1,2,3,"… shady companies share people's mobility data to unwanted third parties. A blockchain framework for Smart Mobility Data is presented for addressing the privacy, security, management, …",,"https://scholar.google.com/scholar?q=related:ppYLPckR0aUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"L Liu, Y Hu, J Yu, F Zhang, G Huang, J Xiao, ...",Training Encrypted Models with Privacy-preserved Data on Blockchain,2019,Proceedings of the 3rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3387168.3387211,"https://scholar.google.com/scholar?cites=15007201194050072569&as_sdt=2005&sciodt=0,5&hl=en",301,2022-05-23 9:55:50,,10.1145/3387168.3387211,,,,,,,1,0.33,0,7,3,"… Blockchain has the advantage of decentralization and immutability for transactions. Therefore, we believe that Blockchain … of messages among all nodes on Blockchain. It constructs an …",,"https://scholar.google.com/scholar?q=related:-S8sdPlJRNAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"JY Zié, JC Deneuville, J Briffaut, B Nguyen","Extending Atomic Chain Swaps. ESORICS 2019, Data Privacy Management, Cryptocurrencies and Blockchain Technology",2019,Proceedings of the ESORICS,,,"https://scholar.google.com/scholar?cites=8871937083948601816&as_sdt=2005&sciodt=0,5&hl=en",336,2022-05-23 9:55:50,CITATION,,,,,,,,1,0.33,0,4,3,,,
1,"T Ncube, N Dlodlo, A Terzoli",Private Blockchain Networks: A Solution for Data Privacy,2020,2020 2nd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9334132/,"https://scholar.google.com/scholar?cites=10315046910149506473&as_sdt=2005&sciodt=0,5&hl=en",71,2022-05-23 9:55:50,,,,,,,,,1,0.5,0,3,2,… This paper describes how to create a private blockchain network and how other users can … This section tests the privacy of a private blockchain network by storing some backend data …,https://www.researchgate.net/profile/Tyron-Ncube/publication/346564489_Private_Blockchain_Networks_A_Solution_for_Data_Privacy/links/5fc77646a6fdcc697bd35f01/Private-Blockchain-Networks-A-Solution-for-Data-Privacy.pdf,"https://scholar.google.com/scholar?q=related:qbXzaINoJo8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"SS Singhar, D Jena, S Sharma",Integrating Machine Learning with Blockchain to Ensure Data Privacy,2020,2020 11th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9225342/,"https://scholar.google.com/scholar?cites=4094666369957713868&as_sdt=2005&sciodt=0,5&hl=en",122,2022-05-23 9:55:50,,,,,,,,,1,0.5,0,3,2,"… a permissioned blockchain network can be developed to ensure data privacy, they also proposed a privacyaware PKI system. How trustworthiness can be increased using blockchain is …",https://www.researchgate.net/profile/Sunil-Samanta-Singhar/publication/344819650_Integrating_Machine_Learning_with_Blockchain_to_Ensure_Data_Privacy/links/5f91b9f1458515b7cf969cb4/Integrating-Machine-Learning-with-Blockchain-to-Ensure-Data-Privacy.pdf,"https://scholar.google.com/scholar?q=related:zFcRd14t0zgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"H Jin, C Xu, Y Luo, P Li",Blockchain-Based Secure and Privacy-Preserving Clinical Data Sharing and Integration,2020,… Conference on Algorithms and Architectures for …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-60248-2_7,"https://scholar.google.com/scholar?cites=14241931867780309454&as_sdt=2005&sciodt=0,5&hl=en",124,2022-05-23 9:55:50,,10.1007/978-3-030-60248-2_7,,,,,,,1,0.5,0,4,2,"… medical data silos and to provide privacy-preserving data sharing via blockchain and … We leverage broadcast encryption, key regression, data privacy classification, blockchain and …",,"https://scholar.google.com/scholar?q=related:zmFcppOBpcUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
1,"B Sathiyabhama, KC Rajeswari, ...",Preserving data privacy in electronic health records using blockchain technology,2020,… mining and blockchain …,igi-global.com,https://www.igi-global.com/chapter/preserving-data-privacy-in-electronic-health-records-using-blockchain-technology/238368,"https://scholar.google.com/scholar?cites=18427436846829406273&as_sdt=2005&sciodt=0,5&hl=en",148,2022-05-23 9:55:50,,,,,,,,,1,0.5,0,3,2,"… & Barguil (2018), Data privacy and data accessibility are conflict with each other as data privacy ensures the overall control provided to access the data where as the accessibility means …",,"https://scholar.google.com/scholar?q=related:QQg28C1ou_8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
