Title,Abstract
Secured platform for healthcare data: privacy preservation based blockchain environment,… blockchain-based safe health-care technology with privacy preservation tactics on preserving sensitive data… involved in the privacy preservation technique-based blockchain technology. …
Blockchain Data Privacy Protection and Sharing Scheme Based on Zero-Knowledge Proof,"… data sharing, data privacy, security, and data availability are important issues that cannot be ignored. This paper proposes a blockchain privacy … sharing of data among data owners, …"
Protecting Check-In Data Privacy in Blockchain Transactions with Preserving High Trajectory Pattern Utility,… A check-in privacy … blockchain transactions to solve the privacy leakage problem of transaction users’ sensitive information. CPP algorithm not only protects the privacy of check-in data …
FoodChain: A Food Delivery Platform Based on Blockchain for Keeping Data Privacy,"… by maintaining the privacy of those involved and eliminating costs and decentralizing data, this article presents a marketplace platform based on smart contracts hosted on a blockchain. …"
Blockchain-based continuous data integrity checking protocol with zero-knowledge privacy protection,"… data in public cloud data integrity auditing protocols leads to data privacy issues because auditors can obtain the data … Therefore, protecting data privacy is a burning issue. In addition, …"
Enhanced Data Privacy Preservation Model for Mobile Crowdsensing System Using Blockchain Technology,"… -off between data quality and privacy preserving. We plan to integrate blockchain technology into the crowdsensing system. Meanwhile, we also focus on how to protect data privacy in …"
Adoption of Blockchain for Data Privacy in 6G-Envisioned Augmented Reality: Opportunities and Challenges,"… is communicated through open channels, it raises privacy … privacy and induce trust among AR stakeholders, blockchain … the integration of BC to induce data privacy in AR ecosystems. A …"
Privacy-Preserved Credit Data Sharing Integrating Blockchain And Federated Learning For Industrial 4.0,"… In our system, to address the issue of personal credit data privacy protection, we propose a solution based on zk-SNARK credit credentialing, which enables users to be evaluated by …"
A controllable privacy data transmission mechanism for Internet of things system based on blockchain,"… on the realization of data sharing by blockchain technology in their respective fields from the perspectives of improving the consensus mechanism, data privacy protection, and storage …"
A Privacy Preserving Blockchain Based Framework for AIoT Data Exchange,"… This paper studies a blockchain based trading framework for trustful AIoT data exchange. To preserve data privacy and user privacy, we propose off-chain and on-chain solutions. …"
"BCST-APTS: Blockchain and CP-ABE Empowered Data Supervision, Sharing, and Privacy Protection Scheme for Secure and Trusted Agricultural Product …","… data attributes and encrypt data on the blockchain. is can not only ensure the confidentiality of the data stored in the blockchain, … e reason lies in the imperfect data privacy protection and …"
Matrix Character Relocation Technique for Improving Data Privacy in Shard-Based Private Blockchain Environments,"… However, the need for blockchain data privacy protection is … of disclosing all data in the blockchain to network participants. … blockchain data privacy, this paper proposes data privacy …"
Multiparty Data Publishing via Blockchain and Differential Privacy,"… low-dimensional projection data of the original data are … blockchain and differential privacy technology. First, the within-class mean vectors and within-class scatter matrices of local data …"
Blockchain with cloud for handling healthcare data: A privacy-friendly platform,"… emerging technologies and threatening privacy violations, but … data management solution that uses blockchain technology as a storage mechanism that helps to ensure patient privacy…"
Blockchain-Oriented Privacy Protection of Sensitive Data in the Internet of Vehicles,"… encryption and strict authorization measures, personal privacy … the privacy of users, a blockchain-based sensitive data privacy-… First, association rules are used to mine big data in the …"
Blockchain-Based Privacy-Preserving and Sustainable Data Query Service Over 5G-VANETs,"… data owner to get rid of the online restriction. With the help of blockchain oracle, we can provide more stable data … large amounts of data storage, complementing the blockchain-based …"
Blockchain-Empowered Secure and Privacy-Preserving Health Data Sharing in Edge-Based IoMT,"… , we put forward a secure and privacy-preserving profile … Blockchain is adopted to store the keyword ciphertext. It ensures that requesters access the desired data and protect data privacy…"
A data-owner centric privacy model with blockchain and adapted attribute-based encryption for internet-of-things and cloud environment,"… for data privacy, which are attribute-based encryption (ABE) and blockchain, to strengthen the data-owner privacy … other hand, combined with a blockchain-based protocol to overcome a …"
Trac2Chain: trackability and traceability of graph data in blockchain with linkage privacy,… We argue this work does not satisfy our privacy definition because it neither hides the linkages … The privacy issues we consider are similar to anonymous blockchain applications like …
"Security and Privacy Aspects of AI, IoT, Big Data and Blockchain in Healthcare Industry","… , data protection controls data access over the data lifecycle, while data privacy determines who may able to view personal data… Data privacy is based on the privacy policies of hospitals …"
A Blockchain-based Data Governance with Privacy and Provenance: a case study for e-Prescription,"… , privacy protection, and consent management. We introduce a decentralized data governance framework based on blockchain … -encryption technique to ensure data privacy. In this way, …"
Proposed model to decentralized storage of educational data for privacy preservation using Blockchain,… and sharing the educational data. The perceptive nature of data increases the issues of privacy. Several regulations and initiatives are done to preserve personal data privacy on certain …
Privacy-Preserving-Means Clustering over Blockchain-Based Encrypted IoMT Data,"… Data privacy issues are handled in the past by using cryptographic and differential privacy (DP) [10… are heavy and time-consuming, DP does not ensure data utility. In order to make sure …"
A Blockchain-Based Privacy Protection Application for Logistics Big Data,"… private data are specified by embedding fields in the logistics information. The blockchain … the intra-chain privacy data, so as to improve the intra-chain privacy protection within the …"
Security Framework for Enhancing Security and Privacy in Healthcare Data Using Blockchain Technology,… [24] proposed a modern privacy-based blockchain-preserving app upgrade protocol that offers a safe and secure update with a reward scheme thus protecting the privacy of users …
Blockchain-based Data Integrity and Privacy Protection Method for Swarm Robotics,"… of interactive data in swarm robotics. In this paper, a brief review of the current studies on the applying blockchain to swarm robotics is given. In addition, a blockchain data protection …"
TREAD: privacy preserving incentivized connected vehicle mobility data storage on interplanetary-file-system-enabled blockchain,… We implemented TREAD on the open-source Hyperledger Fabric blockchain platform using trajectory data generated for 700 vehicles in a simulation environment well calibrated with …
An Authorization Framework for Preserving Privacy of Big Medical Data via Blockchain in Cloud Server,… data security and privacy preservation using blockchain … symmetric encryption and Ethereum blockchain platform. The … [18] using blockchain technology to achieve data privacy in …
A privacy-preserving data aggregation scheme with fault tolerance for smart grid based on blockchain,… privacy-preserving data aggregation scheme is proposed. The scheme is based on blockchain … All DCUs select a MN build a Merkle tree to form blockchain through improved PBFT …
Privacy-preserving Blockchain-based Global Data Sharing for Federated Learning with Non-IID Data,"… privacy issues in the pre-training process. Therefore, in this paper, we propose a novel solution that uses blockchain technology to realize small-scale global data … only guarantees data …"
A blockchain solution for privacy-preserving licensing of individual-owned data,… This thesis presents a design for a blockchain solution aimed at the prevention of unauthorized secondary use of personal data. The solution brings together advances from the fields of …
Provchain: A blockchain-based data provenance architecture in cloud environment with enhanced privacy and availability. In 2017 17th IEEE,
"Coloured Ring Confidential Transactions' In: Data Privacy Management, Cryptocurrencies and Blockchain Technology Sep. 6, 2018 (pp. 188-196)",
Decentralizing privacy: Using blockchain to protect personal data. in 2015 IEEE Security and Privacy Workshops. 2015,
A.'. Pentland. 2015. Decentralizing Privacy: Using Blockchain to Protect Personal Data,
"… , & S., Tosh, D.(2017). ProvChain: A Blockchain-based Data Provenance Architecture in Cloud Environment with Enhanced Privacy and Availability. IEEE",
"Blockchain: solving the privacy and research availability tradeoff for EHR data, Nov. 2017",
Big Data Based Smart Blockchain for Information Retrieval in Privacy-Preserving Healthcare System,… blockchain architecture. The integration of the ECC-based ring signature was considered to ensure maximized user data privacy with transparency in the blockchain … user data privacy …
"JH, & Hutchison, D.(2017). Data Privacy Management, Cryptocurrencies and Blockchain Technology (Vol. 10436)",
Decentralizing privacy: Using blockchain to protect personal data. In2015 IEEE Security and Privacy Workshops 2015 May 21 (pp. 180-184),
Alex 'Sandy'Pentland. Decentralizing Privacy: Using Blockchain to Protect Personal Data,
Alex'Sandy'Pentland (2015).„Decentralizing Privacy: Using Blockchain to Protect Personal Data “,
Sandy.(2015). Decentralizing privacy: Using Blockchain to protect personal data,
Blockchain-based medical data sharing and privacy-preserving eHealth system,
"… : a blockchain based privacy preserving platform for healthcare data. Paper presented at: Proceedings of the International Conference on Security, Privacy …",
BLOCKCHAIN AND AI ENABLE PERSONAL DATA PRIVACY,"… we aim at securing data by combining blockchain and AI together, and design a Secure Networking architecture (termed as SecNet) to significantly improve the security of data sharing, …"
"Preserving Anonymity, Data Integrity, and Data Privacy Using Blockchain in Education System","… In this paper, a protocol is introduced for an education system using blockchain technology that provides student data privacy, data integrity, and immutability of the data. The proposed …"
A Decentralized Data Privacy for Mobile Payment using Blockchain Technology,… transaction pattern using blockchain technology which overcomes … data server to preserve data privacy from adversaries. While transaction we directly transfer through the blockchain …
Review of blockchain data security management and privacy protection technology research,"… blockchain systems were outlined from four aspects: data storage security, data privacy security, data access security and data … directions of data security in blockchain were discussed. …"
Personal Data Collection and Using Blockchain to Protect Privacy,"… Throughout this paper, we have explored why and how important data privacy is and also … ‘Sandy’ Pentland proposed as a solution to our privacy issues. The system proposed will be …"
Healthchain: A Blockchain-based Privacy Preserving Scheme for Large-scale Health Data,"… lose control of their health data, which can easily result in privacy leakage and single-point … health data privacy preserving scheme based on blockchain technology, where health data …"
Privacy & Security in Healthcare Data in Cloud Storage using Blockchain,… data hindering. A few works that zeroed in on medical services information security dependent on blockchain … The table predicting the need of the privacy and security in the block chain. …
A traceable privacy‐aware data publishing platform on permissioned blockchain,"… blockchain data publishing platform with privacy-awake, every private blockchain server joining the consortium blockchain needs to be authorized by the consortium blockchain server. …"
A Privacy Preserving Scheme for Multicast Data Transmission of Electric Vehicles Based on Consortium Blockchain,"… , a privacy preserving scheme for multicast data transmission of electric vehicles based on consortium blockchain is proposed in this paper. This scheme ensures the privacy of data …"
Securing Privacy and Integrity of Patient's Data in Healthcare 4.0 by Countering Attack using Blockchain,"… presents blockchain features that are vital to achieve privacy and … This work presents blockchain as one of the concrete … In addition to security procedures, stringent laws of data privacy …"
… Relaying Schemes With Channel Estimation Errors................ Y. Zhou and Y. Chen 333 An Efficient Privacy-Friendly Hop-by-Hop Data Aggregation Scheme for …,… A New Privacy-Enhanced Technology for Fair Matchmaking With Identity Linked Wishes . . . . . . . D. Horne and S. … Improving Security and Privacy Attribute Based Data Sharing in …
Data privacy protection method for blockchain by using secret sharing,ken-system: Data privacy protection method for blockchain by using secret sharing … Data privacy protection method for blockchain by using secret sharing … Title (in English) Data …
"… ........ X. Yu, D. Zhan, L. Liu, H. Lv, L. Xu, and J. Du 1928 CP-BDHCA: Blockchain-Based Confidentiality-Privacy Preserving Big Data Scheme for Healthcare …",… SPECIAL ISSUES ON A SECURED AND PRIVACY-PRESERVED SMART HEALTH MONITORING AND IMPROVEMENT SYSTEM … On the Design of Blockchain-Based ECDSA With …
… by AUV: A Prior Data-Driven Strategy.................. D. Song and P. Yao 3185 A Privacy-Preserving Charging Scheme for Electric Vehicles Using Blockchain …,… 3185 A Privacy-Preserving Charging Scheme for Electric Vehicles Using Blockchain and Fog Computing . . . . . . . . . . . . . . . . . . … Two-Pass Privacy Preserving Authenticated Key Agreement …
